feature	chromosome	start	end	SLX-17921.D704tp_D503tp.H5J55BBXY.s_8.r_1	SLX-16150.D710tp_D505tp.HC22VBBXY.s_3.r_1	SLX-16150.D710tp_D508tp.HC22VBBXY.s_3.r_1
9:128500001-129000000	9	128500001	129000000	0.963	0.799	1.032
9:129000001-129500000	9	129000001	129500000	0.882	0.738	0.951
9:130000001-130500000	9	130000001	130500000	0.979	0.867	0.984
9:130500001-131000000	9	130500001	131000000	1.012	0.768	1.084
9:131000001-131500000	9	131000001	131500000	0.912	0.754	1.035
9:131500001-132000000	9	131500001	132000000	1.057	0.81	0.954
9:132000001-132500000	9	132000001	132500000	0.993	0.849	1.064
9:132500001-133000000	9	132500001	133000000	0.99	0.817	1.003
9:133000001-133500000	9	133000001	133500000	0.968	0.832	0.93
9:133500001-134000000	9	133500001	134000000	0.943	0.89	0.963
9:134500001-135000000	9	134500001	135000000	1.117	0.906	1.075
9:135000001-135500000	9	135000001	135500000	0.975	0.876	0.97
9:135500001-136000000	9	135500001	136000000	0.975	0.822	0.946
9:136000001-136500000	9	136000001	136500000	0.814	0.823	0.925
9:136500001-137000000	9	136500001	137000000	0.949	0.783	0.989
9:137000001-137500000	9	137000001	137500000	0.964	0.824	0.969
9:137500001-138000000	9	137500001	138000000	0.964	0.871	1.074
10:1-500000	10	1	500000	1.038	1.427	1.084
10:500001-1000000	10	500001	1000000	1.054	1.371	1.005
10:1000001-1500000	10	1000001	1500000	1.017	1.415	1.132
10:1500001-2000000	10	1500001	2000000	1.091	1.582	1.059
10:2500001-3000000	10	2500001	3000000	1.008	1.54	1.088
10:3000001-3500000	10	3000001	3500000	1.037	1.431	0.96
10:3500001-4000000	10	3500001	4000000	0.945	1.424	1.139
10:4000001-4500000	10	4000001	4500000	1.082	1.656	1.075
10:4500001-5000000	10	4500001	5000000	0.977	1.443	1.134
10:5000001-5500000	10	5000001	5500000	1.091	1.353	1.135
10:5500001-6000000	10	5500001	6000000	0.955	1.378	1
10:6000001-6500000	10	6000001	6500000	0.989	1.464	1.02
10:6500001-7000000	10	6500001	7000000	1.136	1.481	1.108
10:7000001-7500000	10	7000001	7500000	1.02	1.357	1.108
10:7500001-8000000	10	7500001	8000000	1.071	1.259	0.988
10:8000001-8500000	10	8000001	8500000	0.943	1.277	1.014
10:8500001-9000000	10	8500001	9000000	1.118	1.226	1.1
10:9000001-9500000	10	9000001	9500000	1.103	1.456	1.119
10:9500001-10000000	10	9500001	10000000	1.188	1.452	1.152
10:10000001-10500000	10	10000001	10500000	1.063	1.47	1.126
10:10500001-11000000	10	10500001	11000000	1.081	1.592	1.07
10:11000001-11500000	10	11000001	11500000	0.994	1.516	1.018
10:11500001-12000000	10	11500001	12000000	1.131	1.385	1.078
10:12000001-12500000	10	12000001	12500000	0.977	1.196	0.995
10:12500001-13000000	10	12500001	13000000	1.022	1.443	1.049
10:13000001-13500000	10	13000001	13500000	1.111	1.308	1.023
10:13500001-14000000	10	13500001	14000000	1.098	1.467	1.079
10:14000001-14500000	10	14000001	14500000	0.976	1.551	1.087
10:14500001-15000000	10	14500001	15000000	0.901	1.383	1.063
10:15000001-15500000	10	15000001	15500000	1.019	1.348	1.128
10:15500001-16000000	10	15500001	16000000	1.096	1.376	1.093
10:16000001-16500000	10	16000001	16500000	1.042	1.342	1.059
10:16500001-17000000	10	16500001	17000000	0.988	1.374	0.993
10:17000001-17500000	10	17000001	17500000	0.952	1.387	0.954
10:17500001-18000000	10	17500001	18000000	1.1	1.394	1.069
10:18000001-18500000	10	18000001	18500000	1.04	1.452	1.042
10:18500001-19000000	10	18500001	19000000	0.995	1.341	1.091
10:19000001-19500000	10	19000001	19500000	1.128	1.323	1.105
10:20000001-20500000	10	20000001	20500000	1.16	1.382	1.097
10:20500001-21000000	10	20500001	21000000	1.223	1.486	1.125
10:21000001-21500000	10	21000001	21500000	1.089	1.312	1.119
10:21500001-22000000	10	21500001	22000000	1	1.321	1.005
10:22000001-22500000	10	22000001	22500000	0.992	1.4	1.099
10:22500001-23000000	10	22500001	23000000	1.076	1.389	1.085
10:23000001-23500000	10	23000001	23500000	1.11	1.394	0.977
10:23500001-24000000	10	23500001	24000000	1.218	1.444	1.168
10:24000001-24500000	10	24000001	24500000	1.044	1.371	0.996
10:24500001-25000000	10	24500001	25000000	0.898	1.456	1.024
10:25000001-25500000	10	25000001	25500000	0.981	1.341	1.049
10:26000001-26500000	10	26000001	26500000	1.025	1.474	1.107
10:27000001-27500000	10	27000001	27500000	1.06	1.212	0.998
10:27500001-28000000	10	27500001	28000000	1.073	1.502	1.059
10:28000001-28500000	10	28000001	28500000	1.12	1.468	1.014
10:28500001-29000000	10	28500001	29000000	0.991	1.358	1.073
10:29000001-29500000	10	29000001	29500000	1.021	1.262	0.994
10:29500001-30000000	10	29500001	30000000	1.105	1.342	0.994
10:30000001-30500000	10	30000001	30500000	1.082	1.239	0.969
10:31000001-31500000	10	31000001	31500000	1.058	1.317	1.087
10:31500001-32000000	10	31500001	32000000	1.036	1.379	1.111
10:32000001-32500000	10	32000001	32500000	1.067	1.351	1.024
10:32500001-33000000	10	32500001	33000000	1.151	1.348	1.174
10:33000001-33500000	10	33000001	33500000	1.037	1.51	1.125
10:33500001-34000000	10	33500001	34000000	1.135	1.471	0.997
10:34000001-34500000	10	34000001	34500000	1.074	1.477	1.051
10:34500001-35000000	10	34500001	35000000	1.223	1.335	1.062
10:35000001-35500000	10	35000001	35500000	1.075	1.386	1.048
10:35500001-36000000	10	35500001	36000000	0.965	1.379	1.012
10:36500001-37000000	10	36500001	37000000	0.964	1.324	0.988
10:43000001-43500000	10	43000001	43500000	1.008	1.109	1.02
10:43500001-44000000	10	43500001	44000000	1.065	1.089	1.086
10:44000001-44500000	10	44000001	44500000	1.271	3.735	1.559
10:44500001-45000000	10	44500001	45000000	1.308	4.403	1.42
10:45000001-45500000	10	45000001	45500000	1.137	1.795	1.17
10:47000001-47500000	10	47000001	47500000	1.104	1.223	1.1
10:48500001-49000000	10	48500001	49000000	1.074	1.259	0.989
10:49000001-49500000	10	49000001	49500000	1.121	1.489	1.074
10:50500001-51000000	10	50500001	51000000	0.978	0.865	0.967
10:51000001-51500000	10	51000001	51500000	1.045	0.853	0.942
10:51500001-52000000	10	51500001	52000000	1.011	0.816	1.008
10:52000001-52500000	10	52000001	52500000	0.988	0.848	0.952
10:52500001-53000000	10	52500001	53000000	0.989	0.894	0.923
10:53000001-53500000	10	53000001	53500000	0.968	0.866	0.96
10:53500001-54000000	10	53500001	54000000	1.009	0.755	0.94
10:54000001-54500000	10	54000001	54500000	0.903	0.722	0.884
10:54500001-55000000	10	54500001	55000000	0.95	0.905	0.998
10:55000001-55500000	10	55000001	55500000	1.071	0.847	1.023
10:56000001-56500000	10	56000001	56500000	0.929	0.758	0.904
10:56500001-57000000	10	56500001	57000000	1.02	0.834	0.961
10:57000001-57500000	10	57000001	57500000	0.989	0.772	1.013
10:58000001-58500000	10	58000001	58500000	1.01	0.763	1.001
10:58500001-59000000	10	58500001	59000000	1.009	0.898	0.975
10:59500001-60000000	10	59500001	60000000	0.952	0.848	1.05
10:60000001-60500000	10	60000001	60500000	1.026	0.875	0.986
10:60500001-61000000	10	60500001	61000000	0.958	0.889	0.968
10:61000001-61500000	10	61000001	61500000	0.958	0.879	1.006
10:61500001-62000000	10	61500001	62000000	0.952	0.792	0.952
10:62000001-62500000	10	62000001	62500000	1.048	0.839	1.013
10:62500001-63000000	10	62500001	63000000	1.002	0.976	1.11
10:63000001-63500000	10	63000001	63500000	0.909	0.791	0.924
10:63500001-64000000	10	63500001	64000000	1.08	0.794	0.959
10:64000001-64500000	10	64000001	64500000	1.101	0.897	0.997
10:64500001-65000000	10	64500001	65000000	1.021	0.813	1.016
10:65000001-65500000	10	65000001	65500000	1.022	0.736	0.97
10:65500001-66000000	10	65500001	66000000	1.115	1.08	0.963
10:66000001-66500000	10	66000001	66500000	1.15	2.231	1.101
10:66500001-67000000	10	66500001	67000000	1.001	0.93	1.007
10:67000001-67500000	10	67000001	67500000	0.906	0.824	0.98
10:67500001-68000000	10	67500001	68000000	0.97	0.698	0.991
10:68000001-68500000	10	68000001	68500000	0.857	0.786	0.872
10:68500001-69000000	10	68500001	69000000	0.88	0.751	0.873
10:69000001-69500000	10	69000001	69500000	0.976	0.822	0.985
10:70000001-70500000	10	70000001	70500000	1.306	3.106	1.319
10:70500001-71000000	10	70500001	71000000	1.338	4.028	1.6
10:71000001-71500000	10	71000001	71500000	1.44	4.782	1.594
10:71500001-72000000	10	71500001	72000000	1.003	1.38	1.047
10:72000001-72500000	10	72000001	72500000	1.066	0.944	1.07
10:72500001-73000000	10	72500001	73000000	0.941	0.781	0.941
10:73000001-73500000	10	73000001	73500000	0.965	0.767	0.957
10:73500001-74000000	10	73500001	74000000	1.13	1.45	1.139
10:74000001-74500000	10	74000001	74500000	1.153	1.98	1.058
10:74500001-75000000	10	74500001	75000000	1.431	5.001	1.578
10:75000001-75500000	10	75000001	75500000	1.167	3.318	1.284
10:75500001-76000000	10	75500001	76000000	1.254	2.578	1.234
10:76000001-76500000	10	76000001	76500000	1.401	3.477	1.395
10:76500001-77000000	10	76500001	77000000	1.243	3.376	1.343
10:77500001-78000000	10	77500001	78000000	1.251	2.668	1.406
10:78000001-78500000	10	78000001	78500000	1.4	3.336	1.437
10:78500001-79000000	10	78500001	79000000	1.436	4.403	1.524
10:80000001-80500000	10	80000001	80500000	0.961	0.692	0.947
10:80500001-81000000	10	80500001	81000000	1.026	0.828	1.051
10:81000001-81500000	10	81000001	81500000	1.032	0.797	0.995
10:81500001-82000000	10	81500001	82000000	0.997	0.962	1.022
10:82000001-82500000	10	82000001	82500000	0.988	0.88	0.994
10:82500001-83000000	10	82500001	83000000	0.931	0.875	0.972
10:83000001-83500000	10	83000001	83500000	1.063	0.839	0.944
10:83500001-84000000	10	83500001	84000000	0.963	0.807	0.915
10:84000001-84500000	10	84000001	84500000	1.032	0.815	0.965
10:84500001-85000000	10	84500001	85000000	0.948	0.854	0.995
10:85000001-85500000	10	85000001	85500000	1.099	0.855	1.062
10:85500001-86000000	10	85500001	86000000	0.92	0.971	0.97
10:86000001-86500000	10	86000001	86500000	1.002	0.896	1.051
10:86500001-87000000	10	86500001	87000000	1.015	0.842	1.067
10:87500001-88000000	10	87500001	88000000	0.91	0.76	0.907
10:88500001-89000000	10	88500001	89000000	0.986	0.78	1.034
10:89000001-89500000	10	89000001	89500000	0.997	0.763	0.966
10:90000001-90500000	10	90000001	90500000	0.954	0.916	1.034
10:90500001-91000000	10	90500001	91000000	0.971	0.842	0.979
10:91000001-91500000	10	91000001	91500000	1.044	0.91	1.072
10:91500001-92000000	10	91500001	92000000	1.001	0.828	1.053
10:92000001-92500000	10	92000001	92500000	1.007	0.771	0.971
10:92500001-93000000	10	92500001	93000000	1.025	0.79	0.938
10:93000001-93500000	10	93000001	93500000	1	0.787	0.957
10:93500001-94000000	10	93500001	94000000	0.929	0.878	0.991
10:94000001-94500000	10	94000001	94500000	1.029	0.765	1.078
10:95000001-95500000	10	95000001	95500000	0.953	0.753	1.003
10:95500001-96000000	10	95500001	96000000	0.938	0.894	0.929
10:96000001-96500000	10	96000001	96500000	1.002	0.859	1.022
10:96500001-97000000	10	96500001	97000000	0.975	0.818	0.949
10:97000001-97500000	10	97000001	97500000	0.9	0.805	1.049
10:97500001-98000000	10	97500001	98000000	0.988	0.944	1.092
10:98000001-98500000	10	98000001	98500000	1.116	0.794	1.002
10:98500001-99000000	10	98500001	99000000	1.056	0.947	1.074
10:99000001-99500000	10	99000001	99500000	1.078	0.771	1.051
10:99500001-100000000	10	99500001	100000000	0.997	0.775	1.061
10:100500001-101000000	10	100500001	101000000	1.008	0.877	1.057
10:101000001-101500000	10	101000001	101500000	1.058	0.782	1.048
10:101500001-102000000	10	101500001	102000000	0.98	0.807	0.991
10:102000001-102500000	10	102000001	102500000	0.956	0.708	0.917
10:102500001-103000000	10	102500001	103000000	0.881	0.689	0.958
10:103000001-103500000	10	103000001	103500000	0.991	0.864	0.965
10:103500001-104000000	10	103500001	104000000	1.005	0.807	1.046
10:104000001-104500000	10	104000001	104500000	1.006	0.821	0.955
10:104500001-105000000	10	104500001	105000000	1.027	0.831	1.094
10:105000001-105500000	10	105000001	105500000	1.046	0.88	1.001
10:105500001-106000000	10	105500001	106000000	0.942	0.86	1.04
10:106000001-106500000	10	106000001	106500000	0.939	0.873	0.979
10:106500001-107000000	10	106500001	107000000	0.925	0.921	1.015
10:107000001-107500000	10	107000001	107500000	0.966	0.892	0.958
10:107500001-108000000	10	107500001	108000000	1.022	0.913	0.899
10:108000001-108500000	10	108000001	108500000	0.958	0.852	0.947
10:108500001-109000000	10	108500001	109000000	0.962	0.909	0.969
10:109000001-109500000	10	109000001	109500000	0.981	0.867	0.977
10:110000001-110500000	10	110000001	110500000	1.022	0.736	1.023
10:110500001-111000000	10	110500001	111000000	0.954	0.794	0.986
10:111000001-111500000	10	111000001	111500000	0.982	0.89	1.029
10:111500001-112000000	10	111500001	112000000	0.933	0.874	1.046
10:112000001-112500000	10	112000001	112500000	1.013	0.891	1.016
10:113000001-113500000	10	113000001	113500000	0.949	0.867	1.007
10:113500001-114000000	10	113500001	114000000	0.986	0.918	0.981
10:114000001-114500000	10	114000001	114500000	0.935	0.874	0.935
10:114500001-115000000	10	114500001	115000000	1.082	0.812	0.988
10:115500001-116000000	10	115500001	116000000	0.892	0.928	1.037
10:116000001-116500000	10	116000001	116500000	0.891	0.907	1.018
10:116500001-117000000	10	116500001	117000000	1.019	0.866	1.049
10:117000001-117500000	10	117000001	117500000	0.991	0.816	1.022
10:117500001-118000000	10	117500001	118000000	1.029	0.984	0.996
10:118000001-118500000	10	118000001	118500000	1.045	0.854	1.018
10:118500001-119000000	10	118500001	119000000	0.996	0.879	0.975
10:119000001-119500000	10	119000001	119500000	1.003	0.788	0.928
10:119500001-120000000	10	119500001	120000000	1.024	0.819	1.009
10:120000001-120500000	10	120000001	120500000	0.989	0.935	1.038
10:120500001-121000000	10	120500001	121000000	0.954	0.872	0.973
10:121000001-121500000	10	121000001	121500000	0.999	0.896	0.994
10:121500001-122000000	10	121500001	122000000	0.917	0.757	1.016
10:122000001-122500000	10	122000001	122500000	1.01	0.85	1.026
10:122500001-123000000	10	122500001	123000000	1.022	0.843	0.973
10:123500001-124000000	10	123500001	124000000	0.998	0.924	0.992
10:124000001-124500000	10	124000001	124500000	0.957	0.842	0.973
10:124500001-125000000	10	124500001	125000000	0.917	0.738	0.954
10:125000001-125500000	10	125000001	125500000	0.895	0.817	1.005
10:126000001-126500000	10	126000001	126500000	0.987	0.917	0.994
10:126500001-127000000	10	126500001	127000000	0.967	0.85	0.997
10:127000001-127500000	10	127000001	127500000	0.909	0.882	0.943
10:127500001-128000000	10	127500001	128000000	1.012	0.865	0.959
10:128000001-128500000	10	128000001	128500000	1.034	0.882	1.023
10:128500001-129000000	10	128500001	129000000	0.935	0.911	0.983
10:129000001-129500000	10	129000001	129500000	1.025	0.95	0.947
10:130000001-130500000	10	130000001	130500000	0.956	0.89	0.946
10:130500001-131000000	10	130500001	131000000	0.985	0.94	1.014
10:131000001-131500000	10	131000001	131500000	1.054	0.886	1.039
10:131500001-132000000	10	131500001	132000000	0.967	0.843	1.022
10:132000001-132500000	10	132000001	132500000	1.023	0.816	0.946
10:132500001-133000000	10	132500001	133000000	1.016	0.816	0.968
10:133000001-133500000	10	133000001	133500000	0.976	0.946	1.066
11:500001-1000000	11	500001	1000000	0.927	0.869	0.909
11:1000001-1500000	11	1000001	1500000	1.055	0.944	1.044
11:1500001-2000000	11	1500001	2000000	1.087	0.862	1.003
11:2000001-2500000	11	2000001	2500000	1.058	0.797	1.001
11:2500001-3000000	11	2500001	3000000	0.985	0.864	0.932
11:4500001-5000000	11	4500001	5000000	1.067	0.862	1.074
11:5000001-5500000	11	5000001	5500000	1.023	0.839	1.004
11:5500001-6000000	11	5500001	6000000	1.075	0.895	0.985
11:6000001-6500000	11	6000001	6500000	0.957	0.789	1.027
11:6500001-7000000	11	6500001	7000000	0.962	0.82	0.974
11:7000001-7500000	11	7000001	7500000	1.021	0.939	1.059
11:7500001-8000000	11	7500001	8000000	0.938	0.787	1.061
11:8500001-9000000	11	8500001	9000000	1.069	0.85	1.046
11:9000001-9500000	11	9000001	9500000	0.953	0.714	0.983
11:9500001-10000000	11	9500001	10000000	0.976	0.806	1.056
11:10000001-10500000	11	10000001	10500000	1.022	0.82	0.995
11:11000001-11500000	11	11000001	11500000	0.932	0.952	1.024
11:11500001-12000000	11	11500001	12000000	1.096	0.798	1.049
11:12000001-12500000	11	12000001	12500000	1.036	0.808	0.947
11:12500001-13000000	11	12500001	13000000	0.94	0.881	1.017
11:13000001-13500000	11	13000001	13500000	1.013	0.816	1.058
11:13500001-14000000	11	13500001	14000000	1.097	0.805	1.158
11:14000001-14500000	11	14000001	14500000	1.03	0.827	1.038
11:14500001-15000000	11	14500001	15000000	0.985	0.852	1.047
11:15000001-15500000	11	15000001	15500000	0.966	0.783	0.984
11:15500001-16000000	11	15500001	16000000	0.919	0.901	0.976
11:16000001-16500000	11	16000001	16500000	1.059	0.937	1.048
11:16500001-17000000	11	16500001	17000000	0.957	0.874	1.053
11:17000001-17500000	11	17000001	17500000	1.004	0.761	1.025
11:17500001-18000000	11	17500001	18000000	0.955	0.963	1.059
11:18000001-18500000	11	18000001	18500000	0.929	0.71	0.909
11:18500001-19000000	11	18500001	19000000	0.947	0.77	0.977
11:19000001-19500000	11	19000001	19500000	1.107	0.909	1.001
11:19500001-20000000	11	19500001	20000000	1.094	0.887	1.069
11:20000001-20500000	11	20000001	20500000	0.889	0.82	1
11:20500001-21000000	11	20500001	21000000	1.035	0.913	0.874
11:21000001-21500000	11	21000001	21500000	0.969	0.865	0.996
11:21500001-22000000	11	21500001	22000000	0.964	0.799	0.951
11:22000001-22500000	11	22000001	22500000	0.988	0.888	0.985
11:22500001-23000000	11	22500001	23000000	0.937	0.781	0.938
11:23000001-23500000	11	23000001	23500000	0.977	0.796	0.949
11:23500001-24000000	11	23500001	24000000	0.892	0.785	0.904
11:24000001-24500000	11	24000001	24500000	0.913	0.845	1.033
11:25000001-25500000	11	25000001	25500000	0.849	0.809	0.948
11:25500001-26000000	11	25500001	26000000	1.039	0.791	0.917
11:26000001-26500000	11	26000001	26500000	1.008	0.767	0.948
11:26500001-27000000	11	26500001	27000000	1.041	0.837	0.975
11:27000001-27500000	11	27000001	27500000	1.062	0.78	1.04
11:28000001-28500000	11	28000001	28500000	1.051	0.767	0.954
11:28500001-29000000	11	28500001	29000000	0.925	0.854	0.991
11:29000001-29500000	11	29000001	29500000	1.059	0.823	1.028
11:29500001-30000000	11	29500001	30000000	0.945	0.799	0.978
11:30000001-30500000	11	30000001	30500000	1.052	0.852	0.984
11:30500001-31000000	11	30500001	31000000	0.984	0.878	0.923
11:31000001-31500000	11	31000001	31500000	1.161	0.833	1.094
11:31500001-32000000	11	31500001	32000000	1.021	0.916	1.034
11:32000001-32500000	11	32000001	32500000	1.013	0.805	0.973
11:32500001-33000000	11	32500001	33000000	1.001	0.827	0.961
11:33000001-33500000	11	33000001	33500000	1.039	0.82	0.922
11:33500001-34000000	11	33500001	34000000	0.932	0.828	0.976
11:34000001-34500000	11	34000001	34500000	0.97	0.777	0.976
11:34500001-35000000	11	34500001	35000000	0.999	0.811	1.055
11:35500001-36000000	11	35500001	36000000	1.067	0.879	1.023
11:36000001-36500000	11	36000001	36500000	1.003	0.978	1.009
11:36500001-37000000	11	36500001	37000000	1.015	0.925	1.073
11:37000001-37500000	11	37000001	37500000	0.992	0.908	1.004
11:37500001-38000000	11	37500001	38000000	0.973	0.746	0.978
11:38000001-38500000	11	38000001	38500000	1.032	0.781	1.007
11:38500001-39000000	11	38500001	39000000	0.929	0.829	0.987
11:39000001-39500000	11	39000001	39500000	0.902	0.822	0.984
11:39500001-40000000	11	39500001	40000000	1.013	0.773	1.065
11:40000001-40500000	11	40000001	40500000	1.027	0.871	0.959
11:40500001-41000000	11	40500001	41000000	1.006	0.787	0.938
11:41000001-41500000	11	41000001	41500000	0.912	0.824	1.023
11:41500001-42000000	11	41500001	42000000	0.963	0.775	0.82
11:42000001-42500000	11	42000001	42500000	0.917	0.793	1.02
11:42500001-43000000	11	42500001	43000000	1.025	0.778	0.979
11:43000001-43500000	11	43000001	43500000	0.966	0.885	0.956
11:43500001-44000000	11	43500001	44000000	0.959	0.818	0.953
11:44000001-44500000	11	44000001	44500000	0.94	0.902	1.046
11:44500001-45000000	11	44500001	45000000	1.064	0.887	1.029
11:45000001-45500000	11	45000001	45500000	1.015	0.891	1.008
11:45500001-46000000	11	45500001	46000000	1.032	0.915	0.937
11:46000001-46500000	11	46000001	46500000	0.942	0.775	0.93
