feature	chromosome	start	end	SLX-17921.D704tp_D503tp.H5J55BBXY.s_8.r_1	SLX-16150.D710tp_D505tp.HC22VBBXY.s_3.r_1	SLX-16150.D710tp_D508tp.HC22VBBXY.s_3.r_1
7:148500001-149000000	7	148500001	149000000	1.051	0.779	0.972
7:149000001-149500000	7	149000001	149500000	0.989	0.703	0.971
7:150500001-151000000	7	150500001	151000000	1.044	0.81	1.055
7:151000001-151500000	7	151000001	151500000	0.938	0.792	1.009
7:151500001-152000000	7	151500001	152000000	0.912	0.779	0.948
7:153000001-153500000	7	153000001	153500000	1.075	0.913	0.948
7:154500001-155000000	7	154500001	155000000	0.952	0.843	0.998
7:155000001-155500000	7	155000001	155500000	0.962	0.953	0.985
7:155500001-156000000	7	155500001	156000000	0.988	0.784	0.933
7:156000001-156500000	7	156000001	156500000	1.083	0.904	0.969
7:156500001-157000000	7	156500001	157000000	0.933	0.804	1.022
7:157000001-157500000	7	157000001	157500000	0.909	0.747	0.905
7:157500001-158000000	7	157500001	158000000	0.958	0.872	1.042
7:158000001-158500000	7	158000001	158500000	0.878	0.847	0.991
7:158500001-159000000	7	158500001	159000000	0.952	0.795	0.96
8:1000001-1500000	8	1000001	1500000	1.044	0.803	1.101
8:1500001-2000000	8	1500001	2000000	0.937	0.762	1.003
8:2500001-3000000	8	2500001	3000000	0.927	0.814	0.987
8:3000001-3500000	8	3000001	3500000	0.973	0.769	0.963
8:3500001-4000000	8	3500001	4000000	0.979	0.743	0.961
8:4000001-4500000	8	4000001	4500000	0.773	0.845	0.967
8:4500001-5000000	8	4500001	5000000	0.897	0.769	0.929
8:5000001-5500000	8	5000001	5500000	0.834	0.778	0.867
8:5500001-6000000	8	5500001	6000000	0.992	0.771	0.965
8:6000001-6500000	8	6000001	6500000	0.986	0.731	0.99
8:6500001-7000000	8	6500001	7000000	0.944	0.715	0.946
8:8500001-9000000	8	8500001	9000000	1.011	0.755	0.939
8:9000001-9500000	8	9000001	9500000	0.942	0.811	1.045
8:9500001-10000000	8	9500001	10000000	0.976	0.734	0.928
8:10000001-10500000	8	10000001	10500000	1	0.901	0.994
8:10500001-11000000	8	10500001	11000000	0.967	0.854	0.967
8:11000001-11500000	8	11000001	11500000	0.981	0.754	0.972
8:11500001-12000000	8	11500001	12000000	1.023	0.727	0.974
8:13500001-14000000	8	13500001	14000000	0.941	0.819	0.976
8:14000001-14500000	8	14000001	14500000	0.946	0.74	1.002
8:14500001-15000000	8	14500001	15000000	1.044	0.748	1.003
8:15000001-15500000	8	15000001	15500000	0.924	0.735	0.972
8:15500001-16000000	8	15500001	16000000	0.935	0.659	0.962
8:16500001-17000000	8	16500001	17000000	0.948	0.867	0.979
8:17000001-17500000	8	17000001	17500000	1.007	0.805	0.953
8:17500001-18000000	8	17500001	18000000	0.92	0.618	0.97
8:18000001-18500000	8	18000001	18500000	0.995	0.807	0.918
8:19000001-19500000	8	19000001	19500000	1.035	0.866	0.959
8:19500001-20000000	8	19500001	20000000	0.964	0.816	0.947
8:20000001-20500000	8	20000001	20500000	1.089	0.789	1.051
8:21000001-21500000	8	21000001	21500000	1.029	0.822	1.055
8:21500001-22000000	8	21500001	22000000	1.061	0.789	1.075
8:22000001-22500000	8	22000001	22500000	1.002	0.771	0.922
8:22500001-23000000	8	22500001	23000000	1.041	0.867	0.963
8:23000001-23500000	8	23000001	23500000	1.027	0.703	1.07
8:23500001-24000000	8	23500001	24000000	0.962	0.796	1
8:24000001-24500000	8	24000001	24500000	0.947	0.858	1.037
8:24500001-25000000	8	24500001	25000000	1.04	0.862	0.991
8:25000001-25500000	8	25000001	25500000	0.9	0.774	0.915
8:25500001-26000000	8	25500001	26000000	1.067	0.911	1.131
8:26000001-26500000	8	26000001	26500000	0.807	0.742	0.946
8:26500001-27000000	8	26500001	27000000	0.89	0.857	0.907
8:27000001-27500000	8	27000001	27500000	0.985	0.798	0.975
8:27500001-28000000	8	27500001	28000000	0.997	0.86	1.005
8:28000001-28500000	8	28000001	28500000	0.89	0.805	0.981
8:28500001-29000000	8	28500001	29000000	1.011	0.823	1.028
8:29000001-29500000	8	29000001	29500000	0.961	0.744	0.994
8:29500001-30000000	8	29500001	30000000	1.098	0.82	0.933
8:30000001-30500000	8	30000001	30500000	0.933	0.763	0.95
8:30500001-31000000	8	30500001	31000000	0.905	0.741	0.909
8:31000001-31500000	8	31000001	31500000	0.905	0.743	0.975
8:31500001-32000000	8	31500001	32000000	0.913	0.855	0.966
8:32000001-32500000	8	32000001	32500000	0.924	0.775	0.957
8:33500001-34000000	8	33500001	34000000	0.981	0.704	1.049
8:34000001-34500000	8	34000001	34500000	0.979	0.763	0.951
8:34500001-35000000	8	34500001	35000000	0.935	0.805	0.966
8:35000001-35500000	8	35000001	35500000	1.012	0.839	0.979
8:35500001-36000000	8	35500001	36000000	1.013	0.916	0.96
8:36500001-37000000	8	36500001	37000000	0.999	0.997	1.01
8:37000001-37500000	8	37000001	37500000	1	0.9	0.978
8:37500001-38000000	8	37500001	38000000	1.051	0.821	1.08
8:38000001-38500000	8	38000001	38500000	0.974	0.743	0.937
8:38500001-39000000	8	38500001	39000000	0.957	0.759	0.948
8:39000001-39500000	8	39000001	39500000	0.989	0.588	0.824
8:39500001-40000000	8	39500001	40000000	0.869	0.726	0.964
8:40500001-41000000	8	40500001	41000000	1.039	0.864	1.065
8:41000001-41500000	8	41000001	41500000	0.967	0.797	0.938
8:41500001-42000000	8	41500001	42000000	0.933	0.741	0.885
8:42000001-42500000	8	42000001	42500000	1.067	0.751	0.922
8:42500001-43000000	8	42500001	43000000	0.967	0.78	0.975
8:47000001-47500000	8	47000001	47500000	1.164	2.647	1.23
8:47500001-48000000	8	47500001	48000000	1.116	2.581	1.252
8:48000001-48500000	8	48000001	48500000	1.304	2.684	1.369
8:48500001-49000000	8	48500001	49000000	1.224	3.167	1.358
8:49000001-49500000	8	49000001	49500000	1.195	2.967	1.33
8:49500001-50000000	8	49500001	50000000	1.23	2.824	1.214
8:50000001-50500000	8	50000001	50500000	1.246	2.872	1.233
8:51000001-51500000	8	51000001	51500000	1.244	2.895	1.305
8:51500001-52000000	8	51500001	52000000	1.192	2.701	1.2
8:52000001-52500000	8	52000001	52500000	1.127	3.014	1.193
8:52500001-53000000	8	52500001	53000000	1.308	2.687	1.231
8:53000001-53500000	8	53000001	53500000	1.144	2.84	1.308
8:53500001-54000000	8	53500001	54000000	1.233	2.729	1.281
8:54000001-54500000	8	54000001	54500000	1.19	2.619	1.304
8:54500001-55000000	8	54500001	55000000	1.298	2.953	1.34
8:55000001-55500000	8	55000001	55500000	1.241	3.113	1.246
8:55500001-56000000	8	55500001	56000000	1.058	2.576	1.212
8:56000001-56500000	8	56000001	56500000	1.306	2.53	1.191
8:57000001-57500000	8	57000001	57500000	1.154	2.879	1.255
8:57500001-58000000	8	57500001	58000000	1.179	2.789	1.327
8:58000001-58500000	8	58000001	58500000	1.199	2.865	1.407
8:58500001-59000000	8	58500001	59000000	1.194	2.914	1.272
8:59000001-59500000	8	59000001	59500000	1.265	2.875	1.343
8:59500001-60000000	8	59500001	60000000	1.307	2.924	1.266
8:60000001-60500000	8	60000001	60500000	1.264	2.771	1.338
8:60500001-61000000	8	60500001	61000000	1.19	2.666	1.181
8:61500001-62000000	8	61500001	62000000	1.218	3.013	1.249
8:62000001-62500000	8	62000001	62500000	1.299	2.837	1.281
8:62500001-63000000	8	62500001	63000000	1.162	2.831	1.255
8:63000001-63500000	8	63000001	63500000	1.218	2.764	1.162
8:63500001-64000000	8	63500001	64000000	1.325	2.955	1.28
8:64000001-64500000	8	64000001	64500000	1.219	2.838	1.286
8:64500001-65000000	8	64500001	65000000	1.194	2.953	1.326
8:65000001-65500000	8	65000001	65500000	1.158	2.867	1.266
8:65500001-66000000	8	65500001	66000000	1.12	2.784	1.182
8:66000001-66500000	8	66000001	66500000	1.17	2.82	1.208
8:66500001-67000000	8	66500001	67000000	1.163	2.702	1.144
8:67000001-67500000	8	67000001	67500000	1.251	2.643	1.197
8:68000001-68500000	8	68000001	68500000	1.205	2.929	1.332
8:68500001-69000000	8	68500001	69000000	1.189	2.832	1.3
8:69500001-70000000	8	69500001	70000000	1.291	2.864	1.252
8:70000001-70500000	8	70000001	70500000	1.179	2.679	1.138
8:70500001-71000000	8	70500001	71000000	1.205	2.811	1.288
8:71000001-71500000	8	71000001	71500000	1.215	3.106	1.279
8:71500001-72000000	8	71500001	72000000	1.209	2.929	1.327
8:72000001-72500000	8	72000001	72500000	1.186	2.646	1.304
8:73000001-73500000	8	73000001	73500000	1.236	2.958	1.219
8:73500001-74000000	8	73500001	74000000	0.958	2.49	1.206
8:74000001-74500000	8	74000001	74500000	1.242	2.915	1.301
8:75000001-75500000	8	75000001	75500000	1.261	2.572	1.172
8:75500001-76000000	8	75500001	76000000	1.2	2.808	1.238
8:77000001-77500000	8	77000001	77500000	1.268	2.788	1.271
8:77500001-78000000	8	77500001	78000000	1.159	2.545	1.224
8:78000001-78500000	8	78000001	78500000	1.312	2.896	1.302
8:78500001-79000000	8	78500001	79000000	1.211	2.704	1.236
8:79000001-79500000	8	79000001	79500000	1.286	3.005	1.27
8:79500001-80000000	8	79500001	80000000	1.375	2.857	1.25
8:80000001-80500000	8	80000001	80500000	1.193	2.757	1.319
8:80500001-81000000	8	80500001	81000000	1.283	2.923	1.34
8:81000001-81500000	8	81000001	81500000	1.089	2.953	1.245
8:81500001-82000000	8	81500001	82000000	1.26	2.729	1.306
8:82000001-82500000	8	82000001	82500000	1.291	2.947	1.143
8:82500001-83000000	8	82500001	83000000	1.037	2.665	1.217
8:83000001-83500000	8	83000001	83500000	1.286	2.688	1.239
8:83500001-84000000	8	83500001	84000000	1.254	2.727	1.255
8:84000001-84500000	8	84000001	84500000	1.089	2.74	1.327
8:84500001-85000000	8	84500001	85000000	1.258	2.876	1.285
8:85000001-85500000	8	85000001	85500000	1.169	2.791	1.215
8:86000001-86500000	8	86000001	86500000	1.169	2.78	1.233
8:86500001-87000000	8	86500001	87000000	1.099	2.766	1.23
8:87000001-87500000	8	87000001	87500000	1.261	2.864	1.343
8:87500001-88000000	8	87500001	88000000	1.132	2.803	1.297
8:88000001-88500000	8	88000001	88500000	1.192	2.785	1.25
8:88500001-89000000	8	88500001	89000000	1.299	2.734	1.403
8:89000001-89500000	8	89000001	89500000	1.222	2.703	1.301
8:89500001-90000000	8	89500001	90000000	1.217	2.689	1.26
8:90000001-90500000	8	90000001	90500000	1.331	3.002	1.274
8:90500001-91000000	8	90500001	91000000	1.202	2.939	1.289
8:91000001-91500000	8	91000001	91500000	1.216	2.834	1.34
8:91500001-92000000	8	91500001	92000000	1.177	2.89	1.248
8:92000001-92500000	8	92000001	92500000	1.206	2.938	1.327
8:92500001-93000000	8	92500001	93000000	1.213	2.82	1.326
8:93000001-93500000	8	93000001	93500000	1.16	2.754	1.243
8:93500001-94000000	8	93500001	94000000	1.094	2.477	1.175
8:94000001-94500000	8	94000001	94500000	1.238	2.425	1.29
8:94500001-95000000	8	94500001	95000000	1.088	2.142	1.161
8:95000001-95500000	8	95000001	95500000	1.23	2.656	1.25
8:95500001-96000000	8	95500001	96000000	1.199	2.539	1.263
8:96000001-96500000	8	96000001	96500000	1.199	2.504	1.221
8:96500001-97000000	8	96500001	97000000	1.183	2.387	1.229
8:97000001-97500000	8	97000001	97500000	1.156	2.722	1.363
8:98000001-98500000	8	98000001	98500000	1.168	2.527	1.254
8:98500001-99000000	8	98500001	99000000	1.203	2.48	1.384
8:99500001-100000000	8	99500001	100000000	1.223	2.494	1.281
8:100000001-100500000	8	100000001	100500000	1.087	2.615	1.223
8:100500001-101000000	8	100500001	101000000	1.126	2.441	1.121
8:101000001-101500000	8	101000001	101500000	1.225	2.65	1.199
8:101500001-102000000	8	101500001	102000000	1.283	2.586	1.306
8:102000001-102500000	8	102000001	102500000	1.189	2.469	1.244
8:103500001-104000000	8	103500001	104000000	1.152	2.445	1.315
8:104000001-104500000	8	104000001	104500000	1.279	2.677	1.329
8:104500001-105000000	8	104500001	105000000	1.109	2.6	1.299
8:105000001-105500000	8	105000001	105500000	1.057	2.556	1.255
8:105500001-106000000	8	105500001	106000000	1.331	2.528	1.268
8:106000001-106500000	8	106000001	106500000	1.258	2.609	1.303
8:106500001-107000000	8	106500001	107000000	1.101	2.349	1.253
8:107000001-107500000	8	107000001	107500000	1.165	2.241	1.147
8:107500001-108000000	8	107500001	108000000	1.214	2.016	1.18
8:108000001-108500000	8	108000001	108500000	1.268	2.241	1.233
8:109000001-109500000	8	109000001	109500000	1.224	2.207	1.189
8:109500001-110000000	8	109500001	110000000	1.11	2.261	1.272
8:110000001-110500000	8	110000001	110500000	1.206	2.031	1.27
8:111500001-112000000	8	111500001	112000000	1.04	2.162	1.143
8:112000001-112500000	8	112000001	112500000	1.111	2.195	1.145
8:112500001-113000000	8	112500001	113000000	1.114	2.104	1.118
8:113000001-113500000	8	113000001	113500000	1.174	2.082	1.115
8:113500001-114000000	8	113500001	114000000	1.24	2.161	1.196
8:114000001-114500000	8	114000001	114500000	1.155	1.924	1.222
8:114500001-115000000	8	114500001	115000000	1.164	2.172	1.227
8:115000001-115500000	8	115000001	115500000	1.153	2.249	1.23
8:115500001-116000000	8	115500001	116000000	1.118	2.288	1.208
8:116000001-116500000	8	116000001	116500000	1.264	2.273	1.25
8:116500001-117000000	8	116500001	117000000	1.095	2.158	1.15
8:117000001-117500000	8	117000001	117500000	1.213	2.327	1.26
8:117500001-118000000	8	117500001	118000000	1.088	2.273	1.249
8:118000001-118500000	8	118000001	118500000	1.219	2.404	1.211
8:118500001-119000000	8	118500001	119000000	1.165	2.289	1.344
8:119000001-119500000	8	119000001	119500000	1.139	2.149	1.318
8:119500001-120000000	8	119500001	120000000	1.214	2.123	1.233
8:120500001-121000000	8	120500001	121000000	1.081	2.155	1.183
8:121000001-121500000	8	121000001	121500000	1.335	2.012	1.218
8:121500001-122000000	8	121500001	122000000	1.158	2.031	1.179
8:122000001-122500000	8	122000001	122500000	1.183	2.041	1.172
8:122500001-123000000	8	122500001	123000000	1.086	1.919	1.135
8:123000001-123500000	8	123000001	123500000	1.11	1.841	1.122
8:123500001-124000000	8	123500001	124000000	1.043	2.033	1.179
8:124000001-124500000	8	124000001	124500000	1.144	1.883	1.184
8:124500001-125000000	8	124500001	125000000	1.043	1.794	1.17
8:125000001-125500000	8	125000001	125500000	1.153	1.907	1.11
8:125500001-126000000	8	125500001	126000000	1.121	2.125	1.134
8:126000001-126500000	8	126000001	126500000	1.065	2.014	1.196
8:126500001-127000000	8	126500001	127000000	1.198	1.943	1.141
8:128000001-128500000	8	128000001	128500000	1.231	2.186	1.214
8:128500001-129000000	8	128500001	129000000	1.165	1.992	1.264
8:129000001-129500000	8	129000001	129500000	1.13	2.016	1.32
8:129500001-130000000	8	129500001	130000000	1.005	1.899	1.119
8:130000001-130500000	8	130000001	130500000	0.979	1.902	1.082
8:130500001-131000000	8	130500001	131000000	1.082	1.969	1.255
8:131000001-131500000	8	131000001	131500000	1.208	1.895	1.118
8:131500001-132000000	8	131500001	132000000	1.157	1.955	1.192
8:132000001-132500000	8	132000001	132500000	1.021	1.99	1.172
8:132500001-133000000	8	132500001	133000000	1.138	1.861	1.198
8:133000001-133500000	8	133000001	133500000	1.045	1.977	1.113
8:134000001-134500000	8	134000001	134500000	1.214	1.983	1.274
8:134500001-135000000	8	134500001	135000000	1.169	1.957	1.084
8:135000001-135500000	8	135000001	135500000	1.121	2.135	1.191
8:135500001-136000000	8	135500001	136000000	1.128	1.99	1.156
8:136000001-136500000	8	136000001	136500000	1.054	2.005	1.115
8:136500001-137000000	8	136500001	137000000	1.129	1.756	1.133
8:137000001-137500000	8	137000001	137500000	1.156	1.84	1.091
8:137500001-138000000	8	137500001	138000000	1.111	1.841	1.197
8:138000001-138500000	8	138000001	138500000	1.129	1.837	1.359
8:138500001-139000000	8	138500001	139000000	1.164	1.975	1.168
8:139000001-139500000	8	139000001	139500000	1.194	2.005	1.189
8:139500001-140000000	8	139500001	140000000	1.058	1.957	1.062
8:140000001-140500000	8	140000001	140500000	1.016	1.7	1.179
8:140500001-141000000	8	140500001	141000000	1.103	1.618	1.038
8:141000001-141500000	8	141000001	141500000	1.057	1.974	1.146
8:141500001-142000000	8	141500001	142000000	1.05	2.198	1.15
8:142000001-142500000	8	142000001	142500000	1.013	1.882	1.128
8:142500001-143000000	8	142500001	143000000	1.106	1.927	1.217
8:143000001-143500000	8	143000001	143500000	1.124	1.95	1.179
8:143500001-144000000	8	143500001	144000000	1.13	1.828	1.124
8:144000001-144500000	8	144000001	144500000	1.051	1.714	1.084
8:144500001-145000000	8	144500001	145000000	1.134	1.769	1.151
9:500001-1000000	9	500001	1000000	1.117	1.049	1.094
9:1000001-1500000	9	1000001	1500000	1.109	1.27	1.113
9:1500001-2000000	9	1500001	2000000	1.042	1.17	1.172
9:2000001-2500000	9	2000001	2500000	0.865	1.126	1.031
9:2500001-3000000	9	2500001	3000000	0.96	1.212	1.028
9:3000001-3500000	9	3000001	3500000	1.133	1.117	1.021
9:3500001-4000000	9	3500001	4000000	1.042	1.116	1.094
9:4000001-4500000	9	4000001	4500000	0.995	1.23	1.099
9:4500001-5000000	9	4500001	5000000	1.06	1.112	1.021
9:5500001-6000000	9	5500001	6000000	0.93	1.16	1.016
9:6000001-6500000	9	6000001	6500000	0.996	1.084	1.069
9:6500001-7000000	9	6500001	7000000	0.955	0.97	1.01
9:7000001-7500000	9	7000001	7500000	0.993	1.225	1.077
9:7500001-8000000	9	7500001	8000000	1.08	1.279	1.057
9:8000001-8500000	9	8000001	8500000	1.048	1.311	1.058
9:8500001-9000000	9	8500001	9000000	1	1.189	1.024
9:9000001-9500000	9	9000001	9500000	0.992	1.17	1.115
9:10000001-10500000	9	10000001	10500000	1.069	1.077	1.061
9:10500001-11000000	9	10500001	11000000	1.084	1.163	1.01
9:11000001-11500000	9	11000001	11500000	0.895	1.058	0.96
9:11500001-12000000	9	11500001	12000000	1.054	1.116	1.137
9:12000001-12500000	9	12000001	12500000	1.03	1.052	1.02
9:12500001-13000000	9	12500001	13000000	1.022	1.092	1
9:13000001-13500000	9	13000001	13500000	1.002	1.097	1.018
9:13500001-14000000	9	13500001	14000000	1.022	1.145	0.958
9:14000001-14500000	9	14000001	14500000	1.099	1.142	1.02
9:14500001-15000000	9	14500001	15000000	1.019	1.11	1.038
9:15000001-15500000	9	15000001	15500000	0.915	1.043	0.972
9:16000001-16500000	9	16000001	16500000	1.069	1.282	1.051
9:16500001-17000000	9	16500001	17000000	0.952	1.19	1.011
9:17000001-17500000	9	17000001	17500000	1.037	1.144	1.07
9:17500001-18000000	9	17500001	18000000	1.121	1.208	1.079
9:18500001-19000000	9	18500001	19000000	1.046	1.307	1.192
9:19000001-19500000	9	19000001	19500000	0.917	1.018	0.905
9:19500001-20000000	9	19500001	20000000	1.06	1.269	1.056
9:20000001-20500000	9	20000001	20500000	1.122	1.241	1.139
9:20500001-21000000	9	20500001	21000000	1.016	1.147	1.182
9:21000001-21500000	9	21000001	21500000	1.009	1.101	0.983
9:21500001-22000000	9	21500001	22000000	1.021	1.202	1.103
9:22000001-22500000	9	22000001	22500000	1.156	1.147	1.004
9:22500001-23000000	9	22500001	23000000	1.043	1.189	1.062
9:23000001-23500000	9	23000001	23500000	0.898	1.094	0.992
9:23500001-24000000	9	23500001	24000000	0.941	1.205	1.002
9:24000001-24500000	9	24000001	24500000	0.983	1.213	1.05
9:24500001-25000000	9	24500001	25000000	1.043	1.114	1.03
9:25000001-25500000	9	25000001	25500000	1.071	1.171	0.963
9:25500001-26000000	9	25500001	26000000	0.911	1.067	0.959
9:26000001-26500000	9	26000001	26500000	1.036	1.181	1.018
9:26500001-27000000	9	26500001	27000000	1.106	1.085	1.018
9:27000001-27500000	9	27000001	27500000	1.007	1.237	1.006
9:27500001-28000000	9	27500001	28000000	0.917	1.111	1.062
9:28000001-28500000	9	28000001	28500000	1.099	1.058	0.971
9:28500001-29000000	9	28500001	29000000	1.046	1.154	1.041
9:29000001-29500000	9	29000001	29500000	1.097	1.1	1.008
9:29500001-30000000	9	29500001	30000000	0.976	1.079	0.868
9:30000001-30500000	9	30000001	30500000	1.072	1.113	1.02
9:30500001-31000000	9	30500001	31000000	1.102	1.041	0.973
9:31500001-32000000	9	31500001	32000000	0.983	1.138	1.094
9:32000001-32500000	9	32000001	32500000	0.975	1.168	1.096
9:32500001-33000000	9	32500001	33000000	0.956	1.089	1.076
9:33000001-33500000	9	33000001	33500000	0.949	1.009	1.011
9:34000001-34500000	9	34000001	34500000	0.979	1.051	1.075
9:35000001-35500000	9	35000001	35500000	0.987	1.027	0.998
9:35500001-36000000	9	35500001	36000000	0.978	1.06	1.028
9:36500001-37000000	9	36500001	37000000	1.022	1.205	1.059
9:37000001-37500000	9	37000001	37500000	0.988	1.124	0.889
9:37500001-38000000	9	37500001	38000000	0.952	1.099	1.022
9:38000001-38500000	9	38000001	38500000	1.004	1.107	1.02
9:68500001-69000000	9	68500001	69000000	0.978	0.918	0.94
9:69000001-69500000	9	69000001	69500000	1.07	0.772	0.982
9:69500001-70000000	9	69500001	70000000	1.003	0.819	1.006
9:70000001-70500000	9	70000001	70500000	0.917	0.805	0.977
9:70500001-71000000	9	70500001	71000000	0.983	0.967	0.997
9:71000001-71500000	9	71000001	71500000	1.016	0.874	1.037
9:71500001-72000000	9	71500001	72000000	0.959	0.85	0.987
9:72000001-72500000	9	72000001	72500000	1.052	0.754	1.013
9:73000001-73500000	9	73000001	73500000	0.966	0.853	0.96
9:73500001-74000000	9	73500001	74000000	1.007	0.822	0.963
9:74000001-74500000	9	74000001	74500000	0.964	0.736	1.059
9:74500001-75000000	9	74500001	75000000	0.995	0.928	0.972
9:75000001-75500000	9	75000001	75500000	0.964	0.781	0.997
9:75500001-76000000	9	75500001	76000000	1.008	0.872	1.041
9:76000001-76500000	9	76000001	76500000	0.902	0.841	1.018
9:76500001-77000000	9	76500001	77000000	0.998	0.907	0.981
9:77000001-77500000	9	77000001	77500000	0.961	0.865	1.016
9:77500001-78000000	9	77500001	78000000	0.913	0.843	1.075
9:78000001-78500000	9	78000001	78500000	1.014	0.854	0.997
9:79000001-79500000	9	79000001	79500000	1.038	0.89	1.042
9:80000001-80500000	9	80000001	80500000	0.937	0.8	1.002
9:81000001-81500000	9	81000001	81500000	1.006	0.852	1.018
9:82500001-83000000	9	82500001	83000000	1.017	0.864	0.973
9:83000001-83500000	9	83000001	83500000	1.041	0.889	1.047
9:83500001-84000000	9	83500001	84000000	0.972	0.715	0.899
9:84000001-84500000	9	84000001	84500000	0.918	0.83	1.012
9:84500001-85000000	9	84500001	85000000	0.987	0.853	1.002
9:85000001-85500000	9	85000001	85500000	1.097	0.933	1.115
9:85500001-86000000	9	85500001	86000000	0.947	0.673	0.988
9:86000001-86500000	9	86000001	86500000	1.014	0.81	1.119
9:86500001-87000000	9	86500001	87000000	1.005	0.882	1.093
9:87000001-87500000	9	87000001	87500000	1.004	0.969	1.103
9:87500001-88000000	9	87500001	88000000	1.039	0.86	1.016
9:88000001-88500000	9	88000001	88500000	1.013	0.81	1.029
9:88500001-89000000	9	88500001	89000000	0.97	0.72	1.006
9:89000001-89500000	9	89000001	89500000	0.976	0.825	0.957
9:89500001-90000000	9	89500001	90000000	1.072	0.845	0.943
9:90000001-90500000	9	90000001	90500000	1.039	0.851	1.007
9:90500001-91000000	9	90500001	91000000	1.002	0.796	1.052
9:91000001-91500000	9	91000001	91500000	0.933	0.801	0.899
9:91500001-92000000	9	91500001	92000000	1.027	0.792	1.069
9:93000001-93500000	9	93000001	93500000	0.94	0.81	1.054
9:93500001-94000000	9	93500001	94000000	0.983	0.736	0.988
9:94500001-95000000	9	94500001	95000000	1.056	0.889	1.043
9:95000001-95500000	9	95000001	95500000	0.969	0.859	1.017
9:96000001-96500000	9	96000001	96500000	1.03	0.836	1.012
9:97500001-98000000	9	97500001	98000000	0.981	0.841	0.992
9:98000001-98500000	9	98000001	98500000	1.085	0.785	1.057
9:98500001-99000000	9	98500001	99000000	1.122	0.864	1.001
9:99000001-99500000	9	99000001	99500000	0.981	0.865	1.066
9:99500001-100000000	9	99500001	100000000	0.925	0.889	1.046
9:100000001-100500000	9	100000001	100500000	0.901	0.818	0.975
9:100500001-101000000	9	100500001	101000000	1.104	0.831	1.053
9:101000001-101500000	9	101000001	101500000	0.968	0.807	1.027
9:101500001-102000000	9	101500001	102000000	1.021	0.837	1.054
9:102000001-102500000	9	102000001	102500000	1.056	0.856	0.971
9:102500001-103000000	9	102500001	103000000	0.917	1.02	1.029
9:103000001-103500000	9	103000001	103500000	0.99	0.714	0.956
9:103500001-104000000	9	103500001	104000000	1.035	0.823	1.099
9:104000001-104500000	9	104000001	104500000	1.042	0.877	1.07
9:104500001-105000000	9	104500001	105000000	0.981	0.919	0.952
9:105000001-105500000	9	105000001	105500000	0.965	0.796	0.925
9:105500001-106000000	9	105500001	106000000	1.107	0.758	1.043
9:106000001-106500000	9	106000001	106500000	1.133	0.855	1.097
9:106500001-107000000	9	106500001	107000000	1.128	0.896	1.121
9:107000001-107500000	9	107000001	107500000	1.027	0.772	1.024
9:107500001-108000000	9	107500001	108000000	1.086	0.884	1.023
9:108000001-108500000	9	108000001	108500000	1.009	0.943	1.006
9:108500001-109000000	9	108500001	109000000	1.007	0.833	1.042
9:109000001-109500000	9	109000001	109500000	1.039	0.805	0.953
9:109500001-110000000	9	109500001	110000000	0.989	0.926	1.032
9:110000001-110500000	9	110000001	110500000	1.123	0.779	1.035
9:110500001-111000000	9	110500001	111000000	1.007	0.909	1.041
9:111000001-111500000	9	111000001	111500000	0.904	0.816	0.981
9:111500001-112000000	9	111500001	112000000	0.904	0.734	0.903
9:112000001-112500000	9	112000001	112500000	0.892	0.73	0.934
9:112500001-113000000	9	112500001	113000000	0.957	0.828	0.935
9:113000001-113500000	9	113000001	113500000	1.005	0.729	0.996
9:113500001-114000000	9	113500001	114000000	1.037	0.834	0.974
9:114000001-114500000	9	114000001	114500000	0.952	0.874	1.063
9:114500001-115000000	9	114500001	115000000	0.881	0.792	1.098
9:115000001-115500000	9	115000001	115500000	1.045	0.939	1
9:115500001-116000000	9	115500001	116000000	0.972	0.836	1.01
9:116000001-116500000	9	116000001	116500000	0.988	0.897	0.998
9:116500001-117000000	9	116500001	117000000	1.085	0.788	1.044
9:117500001-118000000	9	117500001	118000000	0.964	0.852	0.973
9:118000001-118500000	9	118000001	118500000	0.986	0.835	1.031
9:118500001-119000000	9	118500001	119000000	1.014	0.785	0.953
9:119000001-119500000	9	119000001	119500000	1.039	0.884	1.069
9:119500001-120000000	9	119500001	120000000	1.019	0.928	1.108
9:120000001-120500000	9	120000001	120500000	0.991	0.869	1.098
9:120500001-121000000	9	120500001	121000000	0.928	0.822	0.959
9:121000001-121500000	9	121000001	121500000	0.932	0.836	0.941
9:121500001-122000000	9	121500001	122000000	1.043	0.815	1.023
9:122000001-122500000	9	122000001	122500000	1.067	0.874	0.966
9:123000001-123500000	9	123000001	123500000	1.071	0.896	1.029
9:123500001-124000000	9	123500001	124000000	1.04	0.881	1.071
9:124000001-124500000	9	124000001	124500000	0.978	0.843	0.958
9:124500001-125000000	9	124500001	125000000	1.018	0.861	0.976
9:125000001-125500000	9	125000001	125500000	1.005	0.813	0.973
9:125500001-126000000	9	125500001	126000000	0.925	0.819	0.925
9:126000001-126500000	9	126000001	126500000	1.057	0.877	0.959
9:126500001-127000000	9	126500001	127000000	1.092	0.809	1.04
9:127000001-127500000	9	127000001	127500000	1.092	0.781	1.026
9:127500001-128000000	9	127500001	128000000	0.989	0.774	1.03
9:128000001-128500000	9	128000001	128500000	0.868	0.793	1.094
