feature	chromosome	start	end	SLX-16150.D711tp_D503tp.HC22VBBXY.s_3.r_1	SLX-16150.D712tp_D504tp.HC22VBBXY.s_3.r_1	SLX-17921.D709tp_D507tp.H5J55BBXY.s_8.r_1
10:20000001-20500000	10	20000001	20500000	1.093	0.942	1.043
10:20500001-21000000	10	20500001	21000000	0.914	1.065	1.037
10:21000001-21500000	10	21000001	21500000	0.925	1.096	1.114
10:21500001-22000000	10	21500001	22000000	0.885	1.048	1.043
10:22000001-22500000	10	22000001	22500000	1.165	1.038	1.074
10:22500001-23000000	10	22500001	23000000	0.918	0.924	0.986
10:23000001-23500000	10	23000001	23500000	0.947	0.905	1.054
10:23500001-24000000	10	23500001	24000000	1.19	1.072	1.024
10:24000001-24500000	10	24000001	24500000	1.047	1.009	0.878
10:24500001-25000000	10	24500001	25000000	0.967	1.004	1.041
10:25000001-25500000	10	25000001	25500000	1.101	1.084	0.988
10:26000001-26500000	10	26000001	26500000	0.969	1.008	0.989
10:27000001-27500000	10	27000001	27500000	0.93	0.936	0.888
10:27500001-28000000	10	27500001	28000000	1.104	1.105	1.028
10:28000001-28500000	10	28000001	28500000	0.989	1.05	0.876
10:28500001-29000000	10	28500001	29000000	0.994	0.988	0.932
10:29000001-29500000	10	29000001	29500000	0.951	0.934	0.889
10:29500001-30000000	10	29500001	30000000	1.05	0.858	1.016
10:30000001-30500000	10	30000001	30500000	0.96	0.968	1.032
10:31000001-31500000	10	31000001	31500000	1.046	1.06	0.976
10:31500001-32000000	10	31500001	32000000	1.047	1.018	1.035
10:32000001-32500000	10	32000001	32500000	1.052	0.999	0.941
10:32500001-33000000	10	32500001	33000000	1.15	1.056	1.126
10:33000001-33500000	10	33000001	33500000	1.052	1.064	0.926
10:33500001-34000000	10	33500001	34000000	1.147	1.055	1.06
10:34000001-34500000	10	34000001	34500000	0.996	0.977	0.97
10:34500001-35000000	10	34500001	35000000	1.034	1.139	1.116
10:35000001-35500000	10	35000001	35500000	0.977	0.995	0.917
10:35500001-36000000	10	35500001	36000000	0.927	0.908	0.964
10:36500001-37000000	10	36500001	37000000	0.872	1.009	1.045
10:43000001-43500000	10	43000001	43500000	0.923	1.001	0.955
10:43500001-44000000	10	43500001	44000000	0.986	1.034	1.129
10:44000001-44500000	10	44000001	44500000	1.149	1.132	1.114
10:44500001-45000000	10	44500001	45000000	0.949	0.974	1.092
10:45000001-45500000	10	45000001	45500000	0.963	1.137	1.046
10:47000001-47500000	10	47000001	47500000	0.893	1.078	1.067
10:48500001-49000000	10	48500001	49000000	1.031	1.076	0.973
10:49000001-49500000	10	49000001	49500000	1.093	1.078	1.108
10:50500001-51000000	10	50500001	51000000	1.084	0.956	0.955
10:51000001-51500000	10	51000001	51500000	1.106	0.993	1.05
10:51500001-52000000	10	51500001	52000000	0.97	0.906	0.993
10:52000001-52500000	10	52000001	52500000	1.031	1.037	1.089
10:52500001-53000000	10	52500001	53000000	1.063	0.992	1.046
10:53000001-53500000	10	53000001	53500000	0.908	1.122	1.098
10:53500001-54000000	10	53500001	54000000	1.026	1.037	1.006
10:54000001-54500000	10	54000001	54500000	0.968	0.874	0.907
10:54500001-55000000	10	54500001	55000000	1.028	0.985	1.077
10:55000001-55500000	10	55000001	55500000	0.987	0.917	1.033
10:56000001-56500000	10	56000001	56500000	0.962	0.939	1.011
10:56500001-57000000	10	56500001	57000000	0.986	0.995	0.951
10:57000001-57500000	10	57000001	57500000	0.982	1.057	1.033
10:58000001-58500000	10	58000001	58500000	0.89	0.947	0.982
10:58500001-59000000	10	58500001	59000000	1.059	0.908	0.986
10:59500001-60000000	10	59500001	60000000	0.885	0.982	0.976
10:60000001-60500000	10	60000001	60500000	0.98	1.002	1.01
10:60500001-61000000	10	60500001	61000000	0.97	1.038	1.022
10:61000001-61500000	10	61000001	61500000	1.028	1.008	1.051
10:61500001-62000000	10	61500001	62000000	1.013	0.938	1.018
10:62000001-62500000	10	62000001	62500000	1.024	1.049	0.995
10:62500001-63000000	10	62500001	63000000	1.044	1.043	0.962
10:63000001-63500000	10	63000001	63500000	1.022	1.052	0.925
10:63500001-64000000	10	63500001	64000000	0.87	0.979	1.015
10:64000001-64500000	10	64000001	64500000	1.01	1.036	0.983
10:64500001-65000000	10	64500001	65000000	1.102	1.089	1.058
10:65000001-65500000	10	65000001	65500000	0.974	0.854	0.882
10:65500001-66000000	10	65500001	66000000	0.918	0.974	1.095
10:66000001-66500000	10	66000001	66500000	0.868	0.912	0.986
10:66500001-67000000	10	66500001	67000000	1.038	1.018	0.868
10:67000001-67500000	10	67000001	67500000	0.938	0.909	0.957
10:67500001-68000000	10	67500001	68000000	0.97	0.985	1.014
10:68000001-68500000	10	68000001	68500000	0.981	1.004	0.84
10:68500001-69000000	10	68500001	69000000	0.803	1.001	0.858
10:69000001-69500000	10	69000001	69500000	0.854	0.841	1.019
10:70000001-70500000	10	70000001	70500000	0.994	1.034	1.056
10:70500001-71000000	10	70500001	71000000	1.027	0.998	1.066
10:71000001-71500000	10	71000001	71500000	1.063	0.984	1.079
10:71500001-72000000	10	71500001	72000000	0.978	0.925	1.024
10:72000001-72500000	10	72000001	72500000	1.03	0.982	1.007
10:72500001-73000000	10	72500001	73000000	0.969	0.971	1.078
10:73000001-73500000	10	73000001	73500000	1.026	0.932	1.002
10:73500001-74000000	10	73500001	74000000	0.857	1.021	0.974
10:74000001-74500000	10	74000001	74500000	0.996	0.952	1.05
10:74500001-75000000	10	74500001	75000000	0.973	0.971	1.035
10:75000001-75500000	10	75000001	75500000	1.026	0.94	0.953
10:75500001-76000000	10	75500001	76000000	1.035	0.973	0.983
10:76000001-76500000	10	76000001	76500000	1.099	1.133	1.168
10:76500001-77000000	10	76500001	77000000	1.118	1.065	1.011
10:77500001-78000000	10	77500001	78000000	1.005	0.929	1.073
10:78000001-78500000	10	78000001	78500000	1.04	1.079	1.097
10:78500001-79000000	10	78500001	79000000	1.042	1.116	1.109
10:80000001-80500000	10	80000001	80500000	1.045	0.911	0.974
10:80500001-81000000	10	80500001	81000000	1.023	1.029	0.959
10:81000001-81500000	10	81000001	81500000	0.901	0.897	0.985
10:81500001-82000000	10	81500001	82000000	0.955	1.013	1.035
10:82000001-82500000	10	82000001	82500000	0.952	0.927	0.997
10:82500001-83000000	10	82500001	83000000	1.077	0.942	0.939
10:83000001-83500000	10	83000001	83500000	0.875	0.927	1.01
10:83500001-84000000	10	83500001	84000000	1.013	1.052	0.923
10:84000001-84500000	10	84000001	84500000	1.107	1.186	1.039
10:84500001-85000000	10	84500001	85000000	1.036	0.99	0.975
10:85000001-85500000	10	85000001	85500000	1.056	1.01	0.899
10:85500001-86000000	10	85500001	86000000	0.985	0.993	1.056
10:86000001-86500000	10	86000001	86500000	1.009	0.975	1.046
10:86500001-87000000	10	86500001	87000000	0.941	1.139	1.091
10:87500001-88000000	10	87500001	88000000	1.025	0.856	0.849
10:88500001-89000000	10	88500001	89000000	0.961	0.963	0.989
10:89000001-89500000	10	89000001	89500000	1.112	0.868	0.938
10:90000001-90500000	10	90000001	90500000	1.121	1.11	0.953
10:90500001-91000000	10	90500001	91000000	0.994	1.004	1.02
10:91000001-91500000	10	91000001	91500000	0.94	1.04	1.012
10:91500001-92000000	10	91500001	92000000	0.869	0.884	1.017
10:92000001-92500000	10	92000001	92500000	1.017	0.979	1.055
10:92500001-93000000	10	92500001	93000000	0.935	1.001	0.999
10:93000001-93500000	10	93000001	93500000	1.039	1.031	1.048
10:93500001-94000000	10	93500001	94000000	1.017	0.98	0.923
10:94000001-94500000	10	94000001	94500000	0.97	0.96	1.009
10:95000001-95500000	10	95000001	95500000	1.131	1.032	1.041
10:95500001-96000000	10	95500001	96000000	1.022	0.978	1.094
10:96000001-96500000	10	96000001	96500000	0.966	1.073	1.093
10:96500001-97000000	10	96500001	97000000	0.987	0.997	0.927
10:97000001-97500000	10	97000001	97500000	1.126	1.111	0.968
10:97500001-98000000	10	97500001	98000000	1.006	1.005	1.013
10:98000001-98500000	10	98000001	98500000	1.062	1.133	1.082
10:98500001-99000000	10	98500001	99000000	1.1	1.079	1.05
10:99000001-99500000	10	99000001	99500000	1.057	1.003	1.099
10:99500001-100000000	10	99500001	100000000	1.017	0.986	1.008
10:100500001-101000000	10	100500001	101000000	1.045	1.091	0.933
10:101000001-101500000	10	101000001	101500000	0.953	1.072	1.092
10:101500001-102000000	10	101500001	102000000	0.914	1.047	0.993
10:102000001-102500000	10	102000001	102500000	0.918	0.956	0.924
10:102500001-103000000	10	102500001	103000000	0.953	0.931	0.852
10:103000001-103500000	10	103000001	103500000	1.085	1.048	0.89
10:103500001-104000000	10	103500001	104000000	1.07	0.915	0.948
10:104000001-104500000	10	104000001	104500000	1.018	1.042	0.862
10:104500001-105000000	10	104500001	105000000	1.135	1.123	1.145
10:105000001-105500000	10	105000001	105500000	0.935	1.041	1.045
10:105500001-106000000	10	105500001	106000000	1.099	0.981	0.929
10:106000001-106500000	10	106000001	106500000	0.883	0.985	0.966
10:106500001-107000000	10	106500001	107000000	1.016	1.039	1.093
10:107000001-107500000	10	107000001	107500000	1.02	0.951	1.077
10:107500001-108000000	10	107500001	108000000	0.989	0.886	0.959
10:108000001-108500000	10	108000001	108500000	1.05	0.987	0.976
10:108500001-109000000	10	108500001	109000000	1.016	1.114	0.962
10:109000001-109500000	10	109000001	109500000	0.997	1.018	1.086
10:110000001-110500000	10	110000001	110500000	0.993	0.984	0.967
10:110500001-111000000	10	110500001	111000000	1	1.017	1.049
10:111000001-111500000	10	111000001	111500000	1.013	1.005	0.924
10:111500001-112000000	10	111500001	112000000	1.08	1.019	0.997
10:112000001-112500000	10	112000001	112500000	1.025	1.158	0.988
10:113000001-113500000	10	113000001	113500000	1.052	1.014	1.025
10:113500001-114000000	10	113500001	114000000	0.97	0.988	0.975
10:114000001-114500000	10	114000001	114500000	0.915	1.016	0.982
10:114500001-115000000	10	114500001	115000000	0.914	0.955	0.995
10:115500001-116000000	10	115500001	116000000	0.982	1.054	1.034
10:116000001-116500000	10	116000001	116500000	0.944	0.943	1.045
10:116500001-117000000	10	116500001	117000000	0.98	0.998	0.984
10:117000001-117500000	10	117000001	117500000	0.973	0.977	1.074
10:117500001-118000000	10	117500001	118000000	0.97	1.085	0.948
10:118000001-118500000	10	118000001	118500000	1.014	1.063	0.892
10:118500001-119000000	10	118500001	119000000	1.055	0.989	0.887
10:119000001-119500000	10	119000001	119500000	0.973	0.967	0.91
10:119500001-120000000	10	119500001	120000000	0.9	0.953	1.074
10:120000001-120500000	10	120000001	120500000	0.994	0.95	0.983
10:120500001-121000000	10	120500001	121000000	0.979	1.045	0.945
10:121000001-121500000	10	121000001	121500000	0.884	1.102	0.949
10:121500001-122000000	10	121500001	122000000	1.014	0.958	0.983
10:122000001-122500000	10	122000001	122500000	1.005	1.02	1.003
10:122500001-123000000	10	122500001	123000000	1.015	0.931	0.977
10:123500001-124000000	10	123500001	124000000	0.934	1.045	0.941
10:124000001-124500000	10	124000001	124500000	1.221	0.988	1.019
10:124500001-125000000	10	124500001	125000000	0.944	0.87	1.098
10:125000001-125500000	10	125000001	125500000	1	0.934	0.962
10:126000001-126500000	10	126000001	126500000	0.973	1.064	0.946
10:126500001-127000000	10	126500001	127000000	1.062	0.988	0.961
10:127000001-127500000	10	127000001	127500000	1.073	1.103	1.025
10:127500001-128000000	10	127500001	128000000	1.01	1.033	1.04
10:128000001-128500000	10	128000001	128500000	1.112	0.918	0.945
10:128500001-129000000	10	128500001	129000000	1.01	1.002	0.937
10:129000001-129500000	10	129000001	129500000	0.942	0.865	0.903
10:130000001-130500000	10	130000001	130500000	0.99	1	0.982
10:130500001-131000000	10	130500001	131000000	0.902	0.907	0.86
10:131000001-131500000	10	131000001	131500000	0.986	0.906	0.949
10:131500001-132000000	10	131500001	132000000	1.001	0.852	1.061
10:132000001-132500000	10	132000001	132500000	1.071	1.04	0.99
10:132500001-133000000	10	132500001	133000000	0.997	0.865	1.062
10:133000001-133500000	10	133000001	133500000	1.064	1.108	1.047
11:500001-1000000	11	500001	1000000	1.036	0.956	1.144
11:1000001-1500000	11	1000001	1500000	0.958	1.055	1.014
11:1500001-2000000	11	1500001	2000000	1.056	1.027	1.009
11:2000001-2500000	11	2000001	2500000	0.853	0.969	1.032
11:2500001-3000000	11	2500001	3000000	1.054	1.005	1.033
11:4500001-5000000	11	4500001	5000000	0.961	1.007	0.973
11:5000001-5500000	11	5000001	5500000	1.195	1.064	0.962
11:5500001-6000000	11	5500001	6000000	0.903	0.985	0.987
11:6000001-6500000	11	6000001	6500000	0.981	1.064	0.978
11:6500001-7000000	11	6500001	7000000	1.04	0.921	0.957
11:7000001-7500000	11	7000001	7500000	1.009	1.013	0.996
11:7500001-8000000	11	7500001	8000000	1.064	1.119	1.1
11:8500001-9000000	11	8500001	9000000	0.929	0.972	0.934
11:9000001-9500000	11	9000001	9500000	0.968	1.036	1.018
11:9500001-10000000	11	9500001	10000000	1.025	1.102	1.13
11:10000001-10500000	11	10000001	10500000	0.964	1.057	1.018
11:11000001-11500000	11	11000001	11500000	0.953	1.11	0.988
11:11500001-12000000	11	11500001	12000000	1.014	0.938	1.043
11:12000001-12500000	11	12000001	12500000	0.989	1.032	1.058
11:12500001-13000000	11	12500001	13000000	0.929	1.019	0.891
11:13000001-13500000	11	13000001	13500000	0.987	0.937	1.005
11:13500001-14000000	11	13500001	14000000	0.923	1.124	1.026
11:14000001-14500000	11	14000001	14500000	0.959	1.015	1.019
11:14500001-15000000	11	14500001	15000000	1.081	0.939	1.124
11:15000001-15500000	11	15000001	15500000	0.846	0.968	1.048
11:15500001-16000000	11	15500001	16000000	0.957	0.932	0.98
11:16000001-16500000	11	16000001	16500000	1.04	1.097	0.985
11:16500001-17000000	11	16500001	17000000	0.952	0.968	1.076
11:17000001-17500000	11	17000001	17500000	1.026	1.067	0.934
11:17500001-18000000	11	17500001	18000000	1.035	1.001	1.031
11:18000001-18500000	11	18000001	18500000	1.036	0.918	1.007
11:18500001-19000000	11	18500001	19000000	1.013	1.034	1.003
11:19000001-19500000	11	19000001	19500000	1.081	0.988	0.981
11:19500001-20000000	11	19500001	20000000	1.013	0.996	1.078
11:20000001-20500000	11	20000001	20500000	0.933	0.979	0.902
11:20500001-21000000	11	20500001	21000000	0.963	1.026	1.044
11:21000001-21500000	11	21000001	21500000	0.938	1.089	0.952
11:21500001-22000000	11	21500001	22000000	0.861	0.939	0.97
11:22000001-22500000	11	22000001	22500000	1.073	0.936	0.933
11:22500001-23000000	11	22500001	23000000	0.96	1.037	0.906
11:23000001-23500000	11	23000001	23500000	1.065	1.012	0.95
11:23500001-24000000	11	23500001	24000000	0.866	1.042	1.035
11:24000001-24500000	11	24000001	24500000	0.925	0.922	0.938
11:25000001-25500000	11	25000001	25500000	1.02	1.082	1.04
11:25500001-26000000	11	25500001	26000000	0.983	1.026	0.892
11:26000001-26500000	11	26000001	26500000	1.071	0.948	0.92
11:26500001-27000000	11	26500001	27000000	0.965	1.015	1.013
11:27000001-27500000	11	27000001	27500000	0.998	1.066	0.976
11:28000001-28500000	11	28000001	28500000	1.064	1.009	1.085
11:28500001-29000000	11	28500001	29000000	0.924	1.074	0.911
11:29000001-29500000	11	29000001	29500000	0.932	1.011	1.027
11:29500001-30000000	11	29500001	30000000	1.081	1.006	0.981
11:30000001-30500000	11	30000001	30500000	1.114	0.906	1.004
11:30500001-31000000	11	30500001	31000000	1.119	1.051	0.93
11:31000001-31500000	11	31000001	31500000	0.895	1.009	1.108
11:31500001-32000000	11	31500001	32000000	1.075	0.998	1.05
11:32000001-32500000	11	32000001	32500000	1.054	0.977	0.884
11:32500001-33000000	11	32500001	33000000	1.028	0.913	0.936
11:33000001-33500000	11	33000001	33500000	0.885	1.07	0.964
11:33500001-34000000	11	33500001	34000000	0.93	0.981	0.944
11:34000001-34500000	11	34000001	34500000	0.878	0.958	0.885
11:34500001-35000000	11	34500001	35000000	0.981	1.011	1.102
11:35500001-36000000	11	35500001	36000000	0.981	0.905	1.077
11:36000001-36500000	11	36000001	36500000	1.001	0.911	1.011
11:36500001-37000000	11	36500001	37000000	0.94	1.039	0.96
11:37000001-37500000	11	37000001	37500000	0.96	1.034	0.972
11:37500001-38000000	11	37500001	38000000	1.094	1.021	0.982
11:38000001-38500000	11	38000001	38500000	0.975	1.006	0.99
11:38500001-39000000	11	38500001	39000000	0.957	0.929	1.002
11:39000001-39500000	11	39000001	39500000	0.908	1.044	0.993
11:39500001-40000000	11	39500001	40000000	0.974	1.009	0.949
11:40000001-40500000	11	40000001	40500000	0.875	1.054	1.021
11:40500001-41000000	11	40500001	41000000	1.031	1.057	0.986
11:41000001-41500000	11	41000001	41500000	0.831	1.017	1.026
11:41500001-42000000	11	41500001	42000000	0.927	0.997	0.897
11:42000001-42500000	11	42000001	42500000	0.995	1.073	1.024
11:42500001-43000000	11	42500001	43000000	1.017	1.03	1.038
11:43000001-43500000	11	43000001	43500000	0.944	0.922	1.107
11:43500001-44000000	11	43500001	44000000	0.965	1.021	1.019
11:44000001-44500000	11	44000001	44500000	0.964	1	1.072
11:44500001-45000000	11	44500001	45000000	1.051	1.06	0.947
11:45000001-45500000	11	45000001	45500000	1.087	1.055	1.046
11:45500001-46000000	11	45500001	46000000	0.927	1.07	1.051
11:46000001-46500000	11	46000001	46500000	0.93	0.942	1.057
11:46500001-47000000	11	46500001	47000000	0.956	0.992	1.015
11:47500001-48000000	11	47500001	48000000	0.871	0.85	0.924
11:55500001-56000000	11	55500001	56000000	0.896	0.955	0.881
11:56000001-56500000	11	56000001	56500000	1.047	0.87	0.791
11:56500001-57000000	11	56500001	57000000	1.127	1.12	1.035
11:57000001-57500000	11	57000001	57500000	0.945	0.969	0.929
11:57500001-58000000	11	57500001	58000000	1.022	1.083	0.985
11:58000001-58500000	11	58000001	58500000	1.071	0.914	0.899
11:58500001-59000000	11	58500001	59000000	1.028	0.983	1.017
11:59000001-59500000	11	59000001	59500000	1.044	0.91	0.983
11:59500001-60000000	11	59500001	60000000	1.014	0.948	0.941
11:60000001-60500000	11	60000001	60500000	1.162	1.083	1.063
11:60500001-61000000	11	60500001	61000000	1.082	0.992	1.184
11:61000001-61500000	11	61000001	61500000	1.143	1.208	1.085
11:61500001-62000000	11	61500001	62000000	0.998	1.168	1.074
11:62000001-62500000	11	62000001	62500000	1.003	1.02	1.064
11:62500001-63000000	11	62500001	63000000	0.91	0.958	0.927
11:63500001-64000000	11	63500001	64000000	0.912	1.054	1.132
11:64500001-65000000	11	64500001	65000000	0.948	1.008	0.935
11:65500001-66000000	11	65500001	66000000	0.9	0.884	0.896
11:66000001-66500000	11	66000001	66500000	1.029	1.062	1.02
11:66500001-67000000	11	66500001	67000000	1.115	1.031	0.915
11:67000001-67500000	11	67000001	67500000	0.886	0.959	0.888
11:68000001-68500000	11	68000001	68500000	0.982	0.96	0.977
11:68500001-69000000	11	68500001	69000000	0.913	0.972	1.17
11:69000001-69500000	11	69000001	69500000	0.985	1.046	1.083
11:69500001-70000000	11	69500001	70000000	1.14	1.103	1.153
11:70000001-70500000	11	70000001	70500000	0.967	1.102	1.002
11:70500001-71000000	11	70500001	71000000	1.078	1.012	1.18
11:71000001-71500000	11	71000001	71500000	1.136	1.058	1.03
11:72000001-72500000	11	72000001	72500000	0.902	1.074	0.997
11:72500001-73000000	11	72500001	73000000	0.96	0.991	1.014
11:73000001-73500000	11	73000001	73500000	0.915	1.055	0.981
11:74000001-74500000	11	74000001	74500000	0.999	0.966	1.013
11:74500001-75000000	11	74500001	75000000	1.01	1.046	0.932
11:75000001-75500000	11	75000001	75500000	1.183	1.04	1.031
11:75500001-76000000	11	75500001	76000000	0.932	1.02	0.929
11:76000001-76500000	11	76000001	76500000	1.073	1.044	1.096
11:76500001-77000000	11	76500001	77000000	0.997	0.971	1.046
11:77000001-77500000	11	77000001	77500000	0.974	1.105	1.055
11:77500001-78000000	11	77500001	78000000	0.965	1.015	0.995
11:78000001-78500000	11	78000001	78500000	0.978	0.969	0.996
11:78500001-79000000	11	78500001	79000000	1.01	1.047	1.106
11:79000001-79500000	11	79000001	79500000	0.988	1.027	1.091
11:79500001-80000000	11	79500001	80000000	1.05	1.057	1.076
11:80000001-80500000	11	80000001	80500000	0.999	0.906	1.02
11:80500001-81000000	11	80500001	81000000	0.895	0.852	0.927
11:81000001-81500000	11	81000001	81500000	0.981	1.015	0.939
11:82000001-82500000	11	82000001	82500000	0.94	1.044	1.068
11:82500001-83000000	11	82500001	83000000	1.104	0.995	0.982
11:83000001-83500000	11	83000001	83500000	1.065	0.906	0.938
11:83500001-84000000	11	83500001	84000000	1.144	1.045	0.993
11:84000001-84500000	11	84000001	84500000	0.823	1.027	0.99
