feature	chromosome	start	end	SLX-16150.D711tp_D503tp.HC22VBBXY.s_3.r_1	SLX-16150.D712tp_D504tp.HC22VBBXY.s_3.r_1	SLX-17921.D709tp_D507tp.H5J55BBXY.s_8.r_1
15:43000001-43500000	15	43000001	43500000	0.919	0.93	1.048
15:44000001-44500000	15	44000001	44500000	1.058	1.013	1.036
15:45000001-45500000	15	45000001	45500000	0.939	0.924	1.031
15:45500001-46000000	15	45500001	46000000	0.939	1.079	0.963
15:46000001-46500000	15	46000001	46500000	0.881	0.885	0.867
15:46500001-47000000	15	46500001	47000000	0.98	0.987	1.046
15:47000001-47500000	15	47000001	47500000	1.019	1.053	1.021
15:47500001-48000000	15	47500001	48000000	1.01	1.01	1.04
15:48000001-48500000	15	48000001	48500000	1.071	1.114	1.034
15:48500001-49000000	15	48500001	49000000	1.163	0.984	1.046
15:49000001-49500000	15	49000001	49500000	0.997	0.977	1.056
15:49500001-50000000	15	49500001	50000000	0.956	0.936	1.129
15:50000001-50500000	15	50000001	50500000	0.927	0.985	0.949
15:50500001-51000000	15	50500001	51000000	0.952	1.004	0.968
15:51000001-51500000	15	51000001	51500000	1.051	0.984	0.996
15:51500001-52000000	15	51500001	52000000	0.936	1.022	0.972
15:52500001-53000000	15	52500001	53000000	0.948	1.112	1.017
15:53000001-53500000	15	53000001	53500000	1.097	1.21	1.166
15:53500001-54000000	15	53500001	54000000	0.902	1.06	1.008
15:54000001-54500000	15	54000001	54500000	1.055	0.938	1.097
15:55000001-55500000	15	55000001	55500000	0.935	1.038	1.02
15:55500001-56000000	15	55500001	56000000	0.995	0.924	1.066
15:56000001-56500000	15	56000001	56500000	1.053	1.086	1.05
15:56500001-57000000	15	56500001	57000000	1.031	1.046	0.913
15:57000001-57500000	15	57000001	57500000	0.959	0.902	0.967
15:57500001-58000000	15	57500001	58000000	0.984	1.001	1.076
15:58500001-59000000	15	58500001	59000000	1.001	0.89	1
15:59000001-59500000	15	59000001	59500000	1.043	0.954	0.99
15:59500001-60000000	15	59500001	60000000	1.007	1.015	1.041
15:60000001-60500000	15	60000001	60500000	0.97	1.001	1.005
15:60500001-61000000	15	60500001	61000000	0.961	0.99	1.074
15:61000001-61500000	15	61000001	61500000	1.019	1.048	0.979
15:61500001-62000000	15	61500001	62000000	1	0.958	1.097
15:62000001-62500000	15	62000001	62500000	0.963	1.082	1.149
15:62500001-63000000	15	62500001	63000000	1.025	1.062	1.069
15:63000001-63500000	15	63000001	63500000	0.9	0.928	0.952
15:63500001-64000000	15	63500001	64000000	0.99	1.03	0.985
15:64000001-64500000	15	64000001	64500000	1.018	1.029	0.889
15:64500001-65000000	15	64500001	65000000	1.01	0.953	1.023
15:65000001-65500000	15	65000001	65500000	1.033	1.147	1.019
15:65500001-66000000	15	65500001	66000000	1.139	0.969	1.008
15:66000001-66500000	15	66000001	66500000	1.024	1.072	1.034
15:66500001-67000000	15	66500001	67000000	1.105	0.954	1.011
15:67500001-68000000	15	67500001	68000000	1.036	1.024	1.116
15:68000001-68500000	15	68000001	68500000	0.933	1.025	0.957
15:68500001-69000000	15	68500001	69000000	1.016	0.996	1.04
15:69000001-69500000	15	69000001	69500000	1.012	0.9	1.016
15:69500001-70000000	15	69500001	70000000	0.969	1.155	1.042
15:70000001-70500000	15	70000001	70500000	1.002	0.976	1.054
15:70500001-71000000	15	70500001	71000000	0.999	1.12	1.123
15:71000001-71500000	15	71000001	71500000	1.099	1.043	1.084
15:71500001-72000000	15	71500001	72000000	1.042	1.022	1.013
15:72000001-72500000	15	72000001	72500000	0.942	0.872	0.979
15:72500001-73000000	15	72500001	73000000	1.127	1.029	0.988
15:73000001-73500000	15	73000001	73500000	1.058	1.131	1.083
15:73500001-74000000	15	73500001	74000000	0.993	1.005	1.016
15:74000001-74500000	15	74000001	74500000	1.101	1.118	1.065
15:74500001-75000000	15	74500001	75000000	0.945	1.016	0.889
15:75500001-76000000	15	75500001	76000000	1.056	0.982	1.096
15:76000001-76500000	15	76000001	76500000	1.031	1.049	1.038
15:76500001-77000000	15	76500001	77000000	1.185	1.049	1.135
15:77000001-77500000	15	77000001	77500000	1.021	1.018	1.022
15:77500001-78000000	15	77500001	78000000	1.247	1.148	1.096
15:78000001-78500000	15	78000001	78500000	1.025	0.983	0.947
15:78500001-79000000	15	78500001	79000000	1.038	1.079	0.944
15:79000001-79500000	15	79000001	79500000	1.019	1.065	0.99
15:79500001-80000000	15	79500001	80000000	0.915	1.088	1.036
15:80000001-80500000	15	80000001	80500000	1.028	1.028	1.044
15:80500001-81000000	15	80500001	81000000	1.027	0.951	0.957
15:81000001-81500000	15	81000001	81500000	1.002	0.997	0.934
15:81500001-82000000	15	81500001	82000000	1.078	1.129	1.192
15:82500001-83000000	15	82500001	83000000	1.074	1.102	1.094
15:83000001-83500000	15	83000001	83500000	1.036	1.043	1.022
15:83500001-84000000	15	83500001	84000000	1.013	1.072	0.959
15:84500001-85000000	15	84500001	85000000	0.964	0.999	1.065
15:85500001-86000000	15	85500001	86000000	0.915	0.901	0.921
15:86000001-86500000	15	86000001	86500000	0.997	1.074	0.93
15:86500001-87000000	15	86500001	87000000	0.991	1.12	0.921
15:87000001-87500000	15	87000001	87500000	0.976	0.914	1.095
15:87500001-88000000	15	87500001	88000000	0.938	1.12	1.086
15:88000001-88500000	15	88000001	88500000	1.262	1.036	1.095
15:88500001-89000000	15	88500001	89000000	1.104	1.102	1.046
15:89000001-89500000	15	89000001	89500000	1.149	0.963	0.961
15:89500001-90000000	15	89500001	90000000	1.005	0.973	1.033
15:90000001-90500000	15	90000001	90500000	0.894	1.062	0.963
15:90500001-91000000	15	90500001	91000000	0.928	1.035	1.014
15:91000001-91500000	15	91000001	91500000	1.014	0.984	1.038
15:92000001-92500000	15	92000001	92500000	0.983	1.121	1.082
15:92500001-93000000	15	92500001	93000000	0.917	1.023	0.879
15:93000001-93500000	15	93000001	93500000	1.17	1.019	1.038
15:93500001-94000000	15	93500001	94000000	1.029	1.112	1.064
15:94000001-94500000	15	94000001	94500000	0.899	1.019	1.045
15:94500001-95000000	15	94500001	95000000	0.865	1.109	1.115
15:95000001-95500000	15	95000001	95500000	0.984	0.969	1.048
15:95500001-96000000	15	95500001	96000000	1.112	0.951	0.962
15:96000001-96500000	15	96000001	96500000	0.992	1.005	1.09
15:96500001-97000000	15	96500001	97000000	0.987	0.855	0.91
15:97000001-97500000	15	97000001	97500000	0.995	1.165	1.015
15:97500001-98000000	15	97500001	98000000	1.036	1.045	1.007
15:98000001-98500000	15	98000001	98500000	0.978	1.088	1.049
15:98500001-99000000	15	98500001	99000000	0.964	1.114	1.001
15:99000001-99500000	15	99000001	99500000	0.941	0.963	1.024
15:99500001-100000000	15	99500001	100000000	0.972	0.859	0.998
15:100000001-100500000	15	100000001	100500000	1.083	1.009	1.012
15:100500001-101000000	15	100500001	101000000	0.946	0.907	1.067
15:101000001-101500000	15	101000001	101500000	0.944	0.889	0.946
16:1-500000	16	1	500000	0.908	0.871	0.928
16:500001-1000000	16	500001	1000000	1.003	1.018	0.891
16:1000001-1500000	16	1000001	1500000	1.105	1.053	0.963
16:1500001-2000000	16	1500001	2000000	0.936	0.911	0.82
16:2000001-2500000	16	2000001	2500000	1.029	0.92	1.076
16:3500001-4000000	16	3500001	4000000	0.853	1.08	1.106
16:4000001-4500000	16	4000001	4500000	0.873	1.055	0.946
16:4500001-5000000	16	4500001	5000000	0.866	0.928	0.97
16:5500001-6000000	16	5500001	6000000	0.884	0.977	0.819
16:6000001-6500000	16	6000001	6500000	1.034	1.023	0.946
16:6500001-7000000	16	6500001	7000000	0.911	0.902	0.904
16:7000001-7500000	16	7000001	7500000	0.939	0.902	0.911
16:7500001-8000000	16	7500001	8000000	0.955	0.878	1.005
16:8000001-8500000	16	8000001	8500000	1.087	0.985	1.064
16:8500001-9000000	16	8500001	9000000	1.002	1.007	0.985
16:9000001-9500000	16	9000001	9500000	0.934	0.955	0.956
16:9500001-10000000	16	9500001	10000000	1.013	1.027	0.975
16:10000001-10500000	16	10000001	10500000	1.039	0.882	1.002
16:11000001-11500000	16	11000001	11500000	0.89	0.98	0.982
16:11500001-12000000	16	11500001	12000000	1.088	1.075	1.047
16:12000001-12500000	16	12000001	12500000	1.01	0.966	1.065
16:12500001-13000000	16	12500001	13000000	0.952	0.926	1.079
16:13000001-13500000	16	13000001	13500000	0.884	1.02	1.006
16:13500001-14000000	16	13500001	14000000	1.047	0.861	1.002
16:14000001-14500000	16	14000001	14500000	1.088	0.959	1.035
16:15500001-16000000	16	15500001	16000000	1.055	0.89	0.941
16:17000001-17500000	16	17000001	17500000	0.989	0.96	0.911
16:17500001-18000000	16	17500001	18000000	1.064	1.129	1.022
16:19000001-19500000	16	19000001	19500000	0.898	1.061	0.867
16:19500001-20000000	16	19500001	20000000	1.028	1.013	1.032
16:20000001-20500000	16	20000001	20500000	1.092	1.076	0.938
16:22000001-22500000	16	22000001	22500000	1.175	1.11	1.217
16:23000001-23500000	16	23000001	23500000	1.078	0.992	0.964
16:23500001-24000000	16	23500001	24000000	0.957	0.948	0.972
16:24000001-24500000	16	24000001	24500000	0.9	0.975	0.882
16:24500001-25000000	16	24500001	25000000	0.984	0.893	1.008
16:25000001-25500000	16	25000001	25500000	0.917	0.918	0.922
16:25500001-26000000	16	25500001	26000000	1.047	1.128	0.965
16:26000001-26500000	16	26000001	26500000	0.936	0.995	0.989
16:26500001-27000000	16	26500001	27000000	1.102	0.999	1.082
16:27000001-27500000	16	27000001	27500000	0.835	0.945	0.889
16:27500001-28000000	16	27500001	28000000	0.944	0.964	0.929
16:30500001-31000000	16	30500001	31000000	0.872	0.984	0.947
16:31000001-31500000	16	31000001	31500000	0.975	0.918	0.921
16:46500001-47000000	16	46500001	47000000	0.864	0.94	1.092
16:47000001-47500000	16	47000001	47500000	1.007	1.003	1.049
16:47500001-48000000	16	47500001	48000000	1.002	0.998	1.026
16:48000001-48500000	16	48000001	48500000	0.83	0.917	1.029
16:48500001-49000000	16	48500001	49000000	0.932	0.99	1.093
16:49000001-49500000	16	49000001	49500000	1.152	1.025	0.925
16:49500001-50000000	16	49500001	50000000	0.922	0.968	1.014
16:50000001-50500000	16	50000001	50500000	1.016	0.978	0.965
16:50500001-51000000	16	50500001	51000000	0.893	1.1	0.867
16:51000001-51500000	16	51000001	51500000	1.072	0.927	0.974
16:51500001-52000000	16	51500001	52000000	0.896	0.89	0.911
16:52000001-52500000	16	52000001	52500000	1.068	0.928	0.897
16:52500001-53000000	16	52500001	53000000	0.934	0.977	0.89
16:53000001-53500000	16	53000001	53500000	0.926	0.985	0.923
16:53500001-54000000	16	53500001	54000000	0.915	1.011	1.082
16:54000001-54500000	16	54000001	54500000	1.103	1.017	0.961
16:54500001-55000000	16	54500001	55000000	1.031	0.994	1.057
16:55000001-55500000	16	55000001	55500000	1.004	1.102	0.913
16:55500001-56000000	16	55500001	56000000	0.92	1.051	0.962
16:56000001-56500000	16	56000001	56500000	0.976	1.025	0.994
16:56500001-57000000	16	56500001	57000000	1.048	0.97	0.841
16:57000001-57500000	16	57000001	57500000	0.936	1.041	0.842
16:57500001-58000000	16	57500001	58000000	0.978	0.943	0.99
16:58000001-58500000	16	58000001	58500000	0.945	1.084	0.912
16:58500001-59000000	16	58500001	59000000	0.917	0.949	1.044
16:59000001-59500000	16	59000001	59500000	0.986	0.904	1.079
16:59500001-60000000	16	59500001	60000000	1.043	1.043	0.897
16:60500001-61000000	16	60500001	61000000	0.96	1.063	1.046
16:61000001-61500000	16	61000001	61500000	0.989	0.994	0.972
16:61500001-62000000	16	61500001	62000000	0.801	0.963	1.028
16:62000001-62500000	16	62000001	62500000	0.895	0.963	0.992
16:62500001-63000000	16	62500001	63000000	1.097	0.983	0.897
16:63000001-63500000	16	63000001	63500000	0.912	0.972	1.054
16:63500001-64000000	16	63500001	64000000	1.044	0.945	0.944
16:64000001-64500000	16	64000001	64500000	0.989	0.923	0.921
16:64500001-65000000	16	64500001	65000000	0.853	0.91	0.944
16:65000001-65500000	16	65000001	65500000	0.966	1.072	0.89
16:66000001-66500000	16	66000001	66500000	1.013	1.083	1.054
16:66500001-67000000	16	66500001	67000000	0.985	1.067	0.982
16:67000001-67500000	16	67000001	67500000	0.991	0.859	1.013
16:68000001-68500000	16	68000001	68500000	1.014	0.932	0.902
16:68500001-69000000	16	68500001	69000000	1.017	1.061	0.974
16:69500001-70000000	16	69500001	70000000	1.015	1.015	1.012
16:71500001-72000000	16	71500001	72000000	0.922	1.047	1.007
16:72000001-72500000	16	72000001	72500000	0.994	1.062	1.046
16:72500001-73000000	16	72500001	73000000	0.896	0.969	0.98
16:73500001-74000000	16	73500001	74000000	0.966	0.89	0.952
16:74000001-74500000	16	74000001	74500000	0.878	0.984	1.023
16:74500001-75000000	16	74500001	75000000	0.899	0.943	1.004
16:75000001-75500000	16	75000001	75500000	0.961	0.961	1.013
16:75500001-76000000	16	75500001	76000000	0.916	0.947	1.034
16:76000001-76500000	16	76000001	76500000	0.958	0.843	0.99
16:76500001-77000000	16	76500001	77000000	0.92	0.945	1.012
16:77000001-77500000	16	77000001	77500000	0.955	1.023	0.912
16:77500001-78000000	16	77500001	78000000	0.963	0.935	0.878
16:78000001-78500000	16	78000001	78500000	0.97	0.853	0.968
16:78500001-79000000	16	78500001	79000000	0.831	1.116	0.982
16:79000001-79500000	16	79000001	79500000	0.939	1.018	1.002
16:79500001-80000000	16	79500001	80000000	1.069	1.037	0.979
16:80000001-80500000	16	80000001	80500000	0.897	0.988	1.039
16:80500001-81000000	16	80500001	81000000	0.908	0.925	0.93
16:81000001-81500000	16	81000001	81500000	0.896	0.942	0.966
16:81500001-82000000	16	81500001	82000000	1.017	0.902	0.923
16:82500001-83000000	16	82500001	83000000	0.927	1.115	1.023
16:83000001-83500000	16	83000001	83500000	0.97	0.981	0.956
16:83500001-84000000	16	83500001	84000000	1.003	1.02	1.005
16:84000001-84500000	16	84000001	84500000	0.97	1.008	0.943
16:84500001-85000000	16	84500001	85000000	0.988	0.972	0.931
16:85000001-85500000	16	85000001	85500000	1.033	0.98	0.94
16:85500001-86000000	16	85500001	86000000	0.958	0.886	1.007
16:86000001-86500000	16	86000001	86500000	0.898	1.041	1.014
16:86500001-87000000	16	86500001	87000000	1.067	0.946	1.014
16:87000001-87500000	16	87000001	87500000	1.057	1.064	0.849
16:87500001-88000000	16	87500001	88000000	0.966	1.067	1.113
16:88500001-89000000	16	88500001	89000000	0.903	0.933	1.013
16:89000001-89500000	16	89000001	89500000	0.987	1.052	1.011
16:89500001-90000000	16	89500001	90000000	1.032	1.056	1.056
17:500001-1000000	17	500001	1000000	1.054	1.106	1.046
17:1000001-1500000	17	1000001	1500000	1.068	0.996	1.109
17:1500001-2000000	17	1500001	2000000	0.964	0.988	0.997
17:2000001-2500000	17	2000001	2500000	0.893	1.03	1.019
17:2500001-3000000	17	2500001	3000000	0.927	1.069	1.147
17:3500001-4000000	17	3500001	4000000	1.032	1.055	1.014
17:4000001-4500000	17	4000001	4500000	0.938	0.976	1.072
17:4500001-5000000	17	4500001	5000000	0.995	0.844	1.034
17:5000001-5500000	17	5000001	5500000	0.936	0.943	0.899
17:5500001-6000000	17	5500001	6000000	1.031	1.168	1.078
17:6000001-6500000	17	6000001	6500000	1.067	1.031	0.905
17:6500001-7000000	17	6500001	7000000	1.013	1.117	1.161
17:7000001-7500000	17	7000001	7500000	1.104	0.877	0.919
17:7500001-8000000	17	7500001	8000000	1.082	0.931	0.943
17:8000001-8500000	17	8000001	8500000	0.942	0.967	1.045
17:8500001-9000000	17	8500001	9000000	0.951	1.054	0.953
17:9000001-9500000	17	9000001	9500000	0.951	1.03	1.034
17:9500001-10000000	17	9500001	10000000	1.003	1.126	1.069
17:10000001-10500000	17	10000001	10500000	0.886	1.025	1.023
17:10500001-11000000	17	10500001	11000000	0.946	1.09	0.98
17:11000001-11500000	17	11000001	11500000	0.911	1.008	1.036
17:11500001-12000000	17	11500001	12000000	1.017	1.035	0.975
17:12000001-12500000	17	12000001	12500000	0.942	0.924	0.94
17:12500001-13000000	17	12500001	13000000	1.028	1.055	1.057
17:13000001-13500000	17	13000001	13500000	0.996	0.963	0.996
17:13500001-14000000	17	13500001	14000000	1.101	0.966	1.03
17:14500001-15000000	17	14500001	15000000	1.081	1.118	1.067
17:15000001-15500000	17	15000001	15500000	0.942	0.944	1.034
17:16000001-16500000	17	16000001	16500000	1.212	0.907	0.945
17:17000001-17500000	17	17000001	17500000	0.985	1.053	0.935
17:17500001-18000000	17	17500001	18000000	1.005	1.018	0.957
17:21000001-21500000	17	21000001	21500000	1.089	1.019	0.981
17:27000001-27500000	17	27000001	27500000	0.894	0.998	1.054
17:27500001-28000000	17	27500001	28000000	0.998	1.039	1.037
17:28000001-28500000	17	28000001	28500000	0.886	1.119	1.044
17:28500001-29000000	17	28500001	29000000	0.911	1.061	0.967
17:29000001-29500000	17	29000001	29500000	1.001	1.012	0.962
17:29500001-30000000	17	29500001	30000000	0.978	0.922	0.785
17:30000001-30500000	17	30000001	30500000	1.005	0.968	0.886
17:31000001-31500000	17	31000001	31500000	0.862	1.035	0.928
17:31500001-32000000	17	31500001	32000000	0.957	1.089	1.057
17:32500001-33000000	17	32500001	33000000	1.09	1.056	1.005
17:33000001-33500000	17	33000001	33500000	0.988	0.957	1.039
17:33500001-34000000	17	33500001	34000000	1.038	1.058	1.126
17:34000001-34500000	17	34000001	34500000	0.909	1.122	0.998
17:34500001-35000000	17	34500001	35000000	1.018	0.969	1
17:35000001-35500000	17	35000001	35500000	1.032	0.957	0.964
17:36500001-37000000	17	36500001	37000000	0.92	0.967	1.01
17:37000001-37500000	17	37000001	37500000	1.052	1.132	0.971
17:38500001-39000000	17	38500001	39000000	1.094	0.938	1.148
17:39000001-39500000	17	39000001	39500000	1.043	0.945	1.074
17:39500001-40000000	17	39500001	40000000	0.899	1.077	0.979
17:40000001-40500000	17	40000001	40500000	0.868	1.002	1.005
17:40500001-41000000	17	40500001	41000000	0.798	1.006	1.031
17:41000001-41500000	17	41000001	41500000	0.99	0.991	1.059
17:41500001-42000000	17	41500001	42000000	1.022	1.078	1.094
17:42000001-42500000	17	42000001	42500000	0.943	1.001	0.962
17:42500001-43000000	17	42500001	43000000	0.869	0.965	1.01
17:44000001-44500000	17	44000001	44500000	0.944	0.983	1.026
17:44500001-45000000	17	44500001	45000000	1.003	0.991	0.969
17:45000001-45500000	17	45000001	45500000	1.003	1.074	1.007
17:45500001-46000000	17	45500001	46000000	1.1	1.143	1.074
17:47500001-48000000	17	47500001	48000000	0.955	1.019	1.081
17:48000001-48500000	17	48000001	48500000	1.067	0.98	1.041
17:48500001-49000000	17	48500001	49000000	1.075	1.043	0.999
17:49000001-49500000	17	49000001	49500000	0.968	0.93	1.027
17:49500001-50000000	17	49500001	50000000	1.014	0.92	1.024
17:50000001-50500000	17	50000001	50500000	1.009	0.951	0.962
17:50500001-51000000	17	50500001	51000000	0.936	1.029	1.015
17:51000001-51500000	17	51000001	51500000	0.964	1.028	0.84
17:51500001-52000000	17	51500001	52000000	0.954	0.919	1.024
17:52000001-52500000	17	52000001	52500000	0.984	1.067	1.006
17:52500001-53000000	17	52500001	53000000	0.997	0.955	0.961
17:53500001-54000000	17	53500001	54000000	0.896	1.06	1.011
17:54000001-54500000	17	54000001	54500000	0.902	1.029	0.949
17:55000001-55500000	17	55000001	55500000	1.053	1.013	1.111
17:55500001-56000000	17	55500001	56000000	1.005	1.042	1.078
17:56000001-56500000	17	56000001	56500000	1.103	1.146	1.083
17:56500001-57000000	17	56500001	57000000	1.056	0.956	0.936
17:57000001-57500000	17	57000001	57500000	0.903	0.99	0.953
17:57500001-58000000	17	57500001	58000000	0.851	1.041	0.979
17:58000001-58500000	17	58000001	58500000	0.928	1.079	1.072
17:58500001-59000000	17	58500001	59000000	0.915	1.057	1.006
17:59500001-60000000	17	59500001	60000000	0.97	0.85	0.946
17:60500001-61000000	17	60500001	61000000	0.875	0.844	1.035
17:61000001-61500000	17	61000001	61500000	0.948	1.075	1.021
17:61500001-62000000	17	61500001	62000000	0.934	1.013	0.871
17:62500001-63000000	17	62500001	63000000	1.037	1.1	1.106
17:63500001-64000000	17	63500001	64000000	1.034	1.078	0.957
17:64000001-64500000	17	64000001	64500000	0.898	0.938	0.978
17:65000001-65500000	17	65000001	65500000	0.985	0.998	1.007
17:66000001-66500000	17	66000001	66500000	0.861	1.003	0.917
17:66500001-67000000	17	66500001	67000000	1.001	1.005	1.029
17:67000001-67500000	17	67000001	67500000	0.938	0.843	0.94
17:67500001-68000000	17	67500001	68000000	1.13	0.939	1.05
17:68500001-69000000	17	68500001	69000000	0.889	0.976	0.914
17:69000001-69500000	17	69000001	69500000	0.902	1.081	0.955
17:69500001-70000000	17	69500001	70000000	0.89	1.154	1.061
17:70000001-70500000	17	70000001	70500000	0.85	0.921	1
17:70500001-71000000	17	70500001	71000000	1.008	1.007	1.008
17:71000001-71500000	17	71000001	71500000	0.918	0.95	0.988
17:71500001-72000000	17	71500001	72000000	1.013	0.919	0.862
17:72500001-73000000	17	72500001	73000000	0.945	1.065	0.96
17:73000001-73500000	17	73000001	73500000	1.02	1.062	1.057
17:73500001-74000000	17	73500001	74000000	0.995	1.141	1.022
17:74000001-74500000	17	74000001	74500000	1.212	1.008	1.089
17:74500001-75000000	17	74500001	75000000	0.989	0.981	1.076
17:75000001-75500000	17	75000001	75500000	1.015	0.997	1.082
17:75500001-76000000	17	75500001	76000000	0.882	0.977	1.031
17:76000001-76500000	17	76000001	76500000	1.151	0.971	0.918
17:76500001-77000000	17	76500001	77000000	1.004	0.984	0.971
17:77000001-77500000	17	77000001	77500000	1.003	0.968	1.06
17:77500001-78000000	17	77500001	78000000	1.027	1.116	1.058
17:78000001-78500000	17	78000001	78500000	1.047	1.018	1.07
17:78500001-79000000	17	78500001	79000000	1.01	1.02	1.026
17:79000001-79500000	17	79000001	79500000	0.89	0.967	0.954
17:79500001-80000000	17	79500001	80000000	0.958	0.997	1.046
17:80000001-80500000	17	80000001	80500000	0.994	0.879	0.933
17:81000001-81500000	17	81000001	81500000	0.975	1	1.08
17:81500001-82000000	17	81500001	82000000	0.97	1.035	0.99
17:82000001-82500000	17	82000001	82500000	0.943	0.966	0.957
17:82500001-83000000	17	82500001	83000000	1.081	0.918	0.894
17:83000001-83257441	17	83000001	83257441	0.915	1.207	1.353
18:1-500000	18	1	500000	0.917	1.029	1.126
18:500001-1000000	18	500001	1000000	0.922	1	0.872
18:1000001-1500000	18	1000001	1500000	0.866	1.011	0.951
18:1500001-2000000	18	1500001	2000000	1.004	0.942	0.92
18:2000001-2500000	18	2000001	2500000	0.954	0.971	0.918
18:3000001-3500000	18	3000001	3500000	0.915	0.905	0.913
18:3500001-4000000	18	3500001	4000000	1.022	0.949	1.07
18:4000001-4500000	18	4000001	4500000	0.944	0.972	0.99
18:4500001-5000000	18	4500001	5000000	0.993	0.883	0.868
18:5000001-5500000	18	5000001	5500000	0.968	0.911	0.953
18:5500001-6000000	18	5500001	6000000	0.957	1.096	1.007
18:6000001-6500000	18	6000001	6500000	0.945	1.045	0.981
18:6500001-7000000	18	6500001	7000000	1.101	1.016	0.96
18:7000001-7500000	18	7000001	7500000	1.007	1.031	1.097
18:7500001-8000000	18	7500001	8000000	0.944	1.047	1.003
18:9000001-9500000	18	9000001	9500000	0.911	1.033	0.903
18:9500001-10000000	18	9500001	10000000	0.904	0.961	0.983
18:10000001-10500000	18	10000001	10500000	1.047	1.022	1.061
18:10500001-11000000	18	10500001	11000000	0.889	1.02	0.972
18:11000001-11500000	18	11000001	11500000	1.11	1.143	1.026
18:11500001-12000000	18	11500001	12000000	0.929	1.128	0.969
18:12500001-13000000	18	12500001	13000000	0.965	0.932	0.952
18:13000001-13500000	18	13000001	13500000	0.959	0.93	0.968
18:13500001-14000000	18	13500001	14000000	0.955	0.926	0.901
18:21000001-21500000	18	21000001	21500000	0.931	0.959	1.037
18:21500001-22000000	18	21500001	22000000	0.976	0.974	0.987
18:22000001-22500000	18	22000001	22500000	0.948	0.996	0.995
18:22500001-23000000	18	22500001	23000000	0.878	1.099	1.007
18:23000001-23500000	18	23000001	23500000	1.036	1.071	1.054
18:23500001-24000000	18	23500001	24000000	1.08	0.929	0.949
18:24000001-24500000	18	24000001	24500000	1.007	0.989	0.937
18:24500001-25000000	18	24500001	25000000	0.893	0.932	1.003
18:25000001-25500000	18	25000001	25500000	0.884	1.042	1.14
18:25500001-26000000	18	25500001	26000000	1.024	0.931	1.073
18:26000001-26500000	18	26000001	26500000	0.99	0.862	0.995
18:26500001-27000000	18	26500001	27000000	0.985	0.982	1.069
18:27000001-27500000	18	27000001	27500000	0.92	1.073	1.117
18:27500001-28000000	18	27500001	28000000	1.027	1.026	1.054
18:28000001-28500000	18	28000001	28500000	0.915	1.044	1.037
18:28500001-29000000	18	28500001	29000000	1.045	1.027	1.021
18:29000001-29500000	18	29000001	29500000	0.935	0.999	1.053
18:29500001-30000000	18	29500001	30000000	0.862	0.909	0.92
18:30000001-30500000	18	30000001	30500000	0.862	0.912	0.92
18:30500001-31000000	18	30500001	31000000	1	1.046	0.993
18:31000001-31500000	18	31000001	31500000	0.942	1.077	1.019
18:31500001-32000000	18	31500001	32000000	0.927	0.979	0.973
18:32000001-32500000	18	32000001	32500000	1.03	1.053	0.886
18:32500001-33000000	18	32500001	33000000	0.988	1.041	1.008
18:33000001-33500000	18	33000001	33500000	0.975	1.039	0.943
18:33500001-34000000	18	33500001	34000000	0.959	1.058	1.107
18:34000001-34500000	18	34000001	34500000	0.963	1.064	0.969
18:35000001-35500000	18	35000001	35500000	0.901	0.925	1.038
18:35500001-36000000	18	35500001	36000000	0.942	1.05	0.995
18:36000001-36500000	18	36000001	36500000	0.897	0.932	0.96
18:36500001-37000000	18	36500001	37000000	0.923	1.105	0.917
18:37000001-37500000	18	37000001	37500000	1.065	1.075	0.905
18:37500001-38000000	18	37500001	38000000	0.967	0.994	1.027
18:38000001-38500000	18	38000001	38500000	1.041	1.033	1.007
18:38500001-39000000	18	38500001	39000000	1.032	1.019	1.03
18:39000001-39500000	18	39000001	39500000	0.981	1.052	1.097
18:39500001-40000000	18	39500001	40000000	1.147	1.053	0.994
18:40000001-40500000	18	40000001	40500000	0.915	0.997	0.985
18:40500001-41000000	18	40500001	41000000	1.01	0.961	0.902
18:41000001-41500000	18	41000001	41500000	0.861	1.039	0.908
18:41500001-42000000	18	41500001	42000000	1.066	1.095	1.004
18:42000001-42500000	18	42000001	42500000	0.862	1.005	0.978
18:42500001-43000000	18	42500001	43000000	1.055	1.061	0.973
18:43000001-43500000	18	43000001	43500000	1.019	0.985	1.038
18:43500001-44000000	18	43500001	44000000	0.996	1.012	1.041
18:44000001-44500000	18	44000001	44500000	0.923	1.133	0.983
18:44500001-45000000	18	44500001	45000000	0.98	1.015	1.105
18:45000001-45500000	18	45000001	45500000	1.019	1.07	1.031
18:45500001-46000000	18	45500001	46000000	0.854	1.144	1.07
18:46000001-46500000	18	46000001	46500000	1.04	0.99	1.025
18:46500001-47000000	18	46500001	47000000	0.958	1.011	1.008
18:47000001-47500000	18	47000001	47500000	1.086	1.015	0.934
18:48000001-48500000	18	48000001	48500000	0.941	0.97	1.084
18:48500001-49000000	18	48500001	49000000	0.949	1.022	1.004
18:49000001-49500000	18	49000001	49500000	0.862	1.073	1.096
18:49500001-50000000	18	49500001	50000000	1.095	1.197	1.115
18:50000001-50500000	18	50000001	50500000	1.049	0.932	1.007
18:50500001-51000000	18	50500001	51000000	0.885	1.048	0.995
18:51000001-51500000	18	51000001	51500000	0.978	0.959	0.998
18:51500001-52000000	18	51500001	52000000	0.881	0.998	0.984
