feature	chromosome	start	end	SLX-17922.D708tp_D506tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D709tp_D507tp.HC22VBBXY.s_3.r_1
8:17000001-17500000	8	17000001	17500000	0.878	1.014	0.985	1.026
8:17500001-18000000	8	17500001	18000000	0.919	0.893	0.93	0.93
8:18000001-18500000	8	18000001	18500000	0.904	0.871	0.968	1.018
8:19000001-19500000	8	19000001	19500000	0.915	0.989	0.949	0.969
8:19500001-20000000	8	19500001	20000000	0.869	0.959	0.957	1.01
8:20000001-20500000	8	20000001	20500000	0.944	0.947	0.981	1.017
8:21000001-21500000	8	21000001	21500000	1.072	0.974	1.062	1.111
8:21500001-22000000	8	21500001	22000000	1.102	1.031	1.066	1.067
8:22000001-22500000	8	22000001	22500000	0.917	0.944	1.01	0.892
8:22500001-23000000	8	22500001	23000000	0.972	0.91	0.887	0.941
8:23000001-23500000	8	23000001	23500000	0.983	0.924	0.999	1.013
8:23500001-24000000	8	23500001	24000000	0.884	0.985	0.968	0.946
8:24000001-24500000	8	24000001	24500000	1.034	1.14	0.992	1.124
8:24500001-25000000	8	24500001	25000000	1.049	1.016	0.993	1.048
8:25000001-25500000	8	25000001	25500000	0.921	0.934	0.837	0.957
8:25500001-26000000	8	25500001	26000000	1.033	0.998	0.934	1.033
8:26000001-26500000	8	26000001	26500000	0.917	1.043	0.956	1.04
8:26500001-27000000	8	26500001	27000000	0.917	1.025	1.034	1.093
8:27000001-27500000	8	27000001	27500000	1.016	0.857	0.94	0.99
8:27500001-28000000	8	27500001	28000000	0.926	1.014	0.88	0.993
8:28000001-28500000	8	28000001	28500000	0.97	1.061	0.979	0.982
8:28500001-29000000	8	28500001	29000000	0.919	0.969	0.968	0.966
8:29000001-29500000	8	29000001	29500000	1.015	0.984	0.98	0.954
8:29500001-30000000	8	29500001	30000000	0.96	0.956	0.946	0.971
8:30000001-30500000	8	30000001	30500000	0.927	0.989	1.052	0.966
8:30500001-31000000	8	30500001	31000000	0.895	0.856	1.03	0.943
8:31000001-31500000	8	31000001	31500000	0.903	1.055	0.991	0.996
8:31500001-32000000	8	31500001	32000000	1.061	1.01	0.986	1.005
8:32000001-32500000	8	32000001	32500000	0.986	0.983	0.999	0.894
8:33500001-34000000	8	33500001	34000000	0.893	0.948	0.984	1.044
8:34000001-34500000	8	34000001	34500000	0.957	0.987	0.933	0.938
8:34500001-35000000	8	34500001	35000000	0.918	1.006	0.966	0.909
8:35000001-35500000	8	35000001	35500000	1.02	0.994	0.988	1.029
8:35500001-36000000	8	35500001	36000000	0.91	0.951	1.002	1.002
8:36500001-37000000	8	36500001	37000000	1.015	0.915	1.07	0.98
8:37000001-37500000	8	37000001	37500000	1.036	0.989	1.053	0.962
8:37500001-38000000	8	37500001	38000000	0.975	1.08	0.934	1.058
8:38000001-38500000	8	38000001	38500000	0.9	0.902	1.076	0.988
8:38500001-39000000	8	38500001	39000000	0.923	0.93	0.933	0.973
8:39000001-39500000	8	39000001	39500000	0.943	0.957	0.966	1.011
8:39500001-40000000	8	39500001	40000000	0.952	1.034	1.056	0.981
8:40500001-41000000	8	40500001	41000000	0.962	1.04	0.997	1
8:41000001-41500000	8	41000001	41500000	0.973	0.992	1.086	0.949
8:41500001-42000000	8	41500001	42000000	1.007	0.976	1.069	0.992
8:42000001-42500000	8	42000001	42500000	0.912	0.99	1.116	0.978
8:42500001-43000000	8	42500001	43000000	1.051	1.085	1.022	1.002
8:47000001-47500000	8	47000001	47500000	1.016	1.055	1.055	0.958
8:47500001-48000000	8	47500001	48000000	0.917	1.005	1.094	1.004
8:48000001-48500000	8	48000001	48500000	1.078	1.053	1.095	1.069
8:48500001-49000000	8	48500001	49000000	1.013	0.977	1.069	1.048
8:49000001-49500000	8	49000001	49500000	0.986	1.023	0.996	0.951
8:49500001-50000000	8	49500001	50000000	0.958	0.907	1.037	0.887
8:50000001-50500000	8	50000001	50500000	0.945	0.932	1.066	0.927
8:51000001-51500000	8	51000001	51500000	0.999	0.954	1.011	0.895
8:51500001-52000000	8	51500001	52000000	0.959	0.964	1.015	0.952
8:52000001-52500000	8	52000001	52500000	0.967	0.959	1.049	0.978
8:52500001-53000000	8	52500001	53000000	0.915	0.949	0.949	1.058
8:53000001-53500000	8	53000001	53500000	0.948	0.997	1.003	1.061
8:53500001-54000000	8	53500001	54000000	0.933	0.925	1.052	1.098
8:54000001-54500000	8	54000001	54500000	0.997	0.95	0.927	1.058
8:54500001-55000000	8	54500001	55000000	0.933	1.108	1.004	1.049
8:55000001-55500000	8	55000001	55500000	0.998	1.059	0.982	1.164
8:55500001-56000000	8	55500001	56000000	0.936	0.949	0.928	0.89
8:56000001-56500000	8	56000001	56500000	1.056	1.047	0.947	1.061
8:57000001-57500000	8	57000001	57500000	0.994	1.049	1.007	1.001
8:57500001-58000000	8	57500001	58000000	1.016	0.985	1.084	1.024
8:58000001-58500000	8	58000001	58500000	0.91	1.026	0.941	0.921
8:58500001-59000000	8	58500001	59000000	0.98	0.976	1.089	1.024
8:59000001-59500000	8	59000001	59500000	1.03	1.099	1.045	1.057
8:59500001-60000000	8	59500001	60000000	0.966	1.022	1.019	1.063
8:60000001-60500000	8	60000001	60500000	0.991	1.133	0.998	1.063
8:60500001-61000000	8	60500001	61000000	0.886	0.94	0.999	0.98
8:61500001-62000000	8	61500001	62000000	0.992	1.028	0.988	1.001
8:62000001-62500000	8	62000001	62500000	0.913	0.958	1.048	0.914
8:62500001-63000000	8	62500001	63000000	0.94	1.011	1.038	0.941
8:63000001-63500000	8	63000001	63500000	1.036	1.027	0.903	1.017
8:63500001-64000000	8	63500001	64000000	0.979	1.003	1.062	0.995
8:64000001-64500000	8	64000001	64500000	1.013	1.021	1.019	0.907
8:64500001-65000000	8	64500001	65000000	1.021	0.977	0.976	1.042
8:65000001-65500000	8	65000001	65500000	0.964	0.957	1.064	1.041
8:65500001-66000000	8	65500001	66000000	0.867	0.991	1.009	0.917
8:66000001-66500000	8	66000001	66500000	0.959	0.979	1.003	1.067
8:66500001-67000000	8	66500001	67000000	0.895	0.986	0.897	0.908
8:67000001-67500000	8	67000001	67500000	0.985	1.011	0.939	0.963
8:68000001-68500000	8	68000001	68500000	0.996	0.975	0.984	1.002
8:68500001-69000000	8	68500001	69000000	0.894	1.023	0.968	0.971
8:69500001-70000000	8	69500001	70000000	1.002	0.979	0.957	1.032
8:70000001-70500000	8	70000001	70500000	0.97	0.964	0.923	0.819
8:70500001-71000000	8	70500001	71000000	1.001	1.02	0.962	1.148
8:71000001-71500000	8	71000001	71500000	1.071	0.99	0.978	0.939
8:71500001-72000000	8	71500001	72000000	1.089	1.045	1.025	0.958
8:72000001-72500000	8	72000001	72500000	1.023	1.015	0.953	1.013
8:73000001-73500000	8	73000001	73500000	0.914	0.971	1.03	0.945
8:73500001-74000000	8	73500001	74000000	0.983	0.95	1.043	0.9
8:74000001-74500000	8	74000001	74500000	0.953	1.088	1.03	1.053
8:75000001-75500000	8	75000001	75500000	0.908	0.987	0.997	0.888
8:75500001-76000000	8	75500001	76000000	0.96	0.924	0.963	0.876
8:77000001-77500000	8	77000001	77500000	0.953	1.038	1.038	0.998
8:77500001-78000000	8	77500001	78000000	0.965	0.929	1.017	1.037
8:78000001-78500000	8	78000001	78500000	1.01	0.949	0.993	1.058
8:78500001-79000000	8	78500001	79000000	1.042	0.968	0.934	0.998
8:79000001-79500000	8	79000001	79500000	0.94	0.996	0.965	1.1
8:79500001-80000000	8	79500001	80000000	1.051	0.985	1.019	0.97
8:80000001-80500000	8	80000001	80500000	1.013	1.029	1.049	1.065
8:80500001-81000000	8	80500001	81000000	0.936	0.988	1.003	1.028
8:81000001-81500000	8	81000001	81500000	0.905	0.989	0.945	1.057
8:81500001-82000000	8	81500001	82000000	0.961	1.094	1.026	0.95
8:82000001-82500000	8	82000001	82500000	0.968	0.986	1.05	1.101
8:82500001-83000000	8	82500001	83000000	0.959	0.991	1.066	1.064
8:83000001-83500000	8	83000001	83500000	1	0.956	0.891	0.957
8:83500001-84000000	8	83500001	84000000	1.008	0.958	0.957	0.882
8:84000001-84500000	8	84000001	84500000	0.953	1.054	1.009	0.994
8:84500001-85000000	8	84500001	85000000	1.025	0.993	1.023	1.053
8:85000001-85500000	8	85000001	85500000	1.125	0.945	1.107	1.061
8:86000001-86500000	8	86000001	86500000	0.979	0.978	0.912	1.064
8:86500001-87000000	8	86500001	87000000	0.964	0.977	0.915	1.045
8:87000001-87500000	8	87000001	87500000	0.957	0.999	0.966	1.003
8:87500001-88000000	8	87500001	88000000	0.962	0.975	0.923	0.986
8:88000001-88500000	8	88000001	88500000	0.928	0.983	1.071	1.024
8:88500001-89000000	8	88500001	89000000	1.036	0.968	1.015	1.022
8:89000001-89500000	8	89000001	89500000	0.939	1.042	1.036	0.921
8:89500001-90000000	8	89500001	90000000	1.022	0.985	0.928	0.972
8:90000001-90500000	8	90000001	90500000	0.944	1.019	0.994	1.04
8:90500001-91000000	8	90500001	91000000	1.009	1.022	0.932	1.132
8:91000001-91500000	8	91000001	91500000	1.004	1.109	0.997	1.039
8:91500001-92000000	8	91500001	92000000	0.991	0.974	0.955	1.027
8:92000001-92500000	8	92000001	92500000	0.985	0.973	0.983	0.834
8:92500001-93000000	8	92500001	93000000	1.051	1.019	1.019	1.192
8:93000001-93500000	8	93000001	93500000	0.998	0.995	1.052	0.998
8:93500001-94000000	8	93500001	94000000	0.987	1.01	1.072	0.943
8:94000001-94500000	8	94000001	94500000	1.134	1.037	1.004	1.096
8:94500001-95000000	8	94500001	95000000	1.007	0.88	1.075	1.031
8:95000001-95500000	8	95000001	95500000	1.043	0.969	1.066	1.029
8:95500001-96000000	8	95500001	96000000	0.921	1.069	1.032	1.047
8:96000001-96500000	8	96000001	96500000	0.966	1.003	0.97	1.064
8:96500001-97000000	8	96500001	97000000	1.05	0.915	1.085	0.995
8:97000001-97500000	8	97000001	97500000	1.041	1.023	0.939	1.055
8:98000001-98500000	8	98000001	98500000	1.026	1.082	0.912	1.01
8:98500001-99000000	8	98500001	99000000	1.107	0.974	1.051	0.98
8:99500001-100000000	8	99500001	100000000	1.123	1.007	1.056	1
8:100000001-100500000	8	100000001	100500000	1.038	0.917	1.039	0.939
8:100500001-101000000	8	100500001	101000000	0.987	0.91	0.942	0.993
8:101000001-101500000	8	101000001	101500000	1.01	1.095	0.99	1.156
8:101500001-102000000	8	101500001	102000000	1.089	1.127	1.066	1.094
8:102000001-102500000	8	102000001	102500000	1.102	1.06	1.008	0.916
8:103500001-104000000	8	103500001	104000000	1.036	1.078	0.95	1.078
8:104000001-104500000	8	104000001	104500000	0.942	1.02	0.928	0.988
8:104500001-105000000	8	104500001	105000000	1.01	0.974	1.016	1.013
8:105000001-105500000	8	105000001	105500000	0.977	0.959	0.931	1.024
8:105500001-106000000	8	105500001	106000000	0.978	1.051	1.035	1.126
8:106000001-106500000	8	106000001	106500000	1.113	1.128	1.027	1.005
8:106500001-107000000	8	106500001	107000000	1.007	1.004	1.113	1.107
8:107000001-107500000	8	107000001	107500000	1.015	1	0.959	1.114
8:107500001-108000000	8	107500001	108000000	0.997	1.019	0.92	0.99
8:108000001-108500000	8	108000001	108500000	1.063	0.995	1.076	0.993
8:109000001-109500000	8	109000001	109500000	1.01	1.046	0.96	1.146
8:109500001-110000000	8	109500001	110000000	0.96	1.077	1.012	1.057
8:110000001-110500000	8	110000001	110500000	1.04	1.016	0.976	0.955
8:111500001-112000000	8	111500001	112000000	0.936	1	0.977	0.915
8:112000001-112500000	8	112000001	112500000	0.982	1.037	0.934	0.989
8:112500001-113000000	8	112500001	113000000	1.136	1.024	0.959	1.1
8:113000001-113500000	8	113000001	113500000	0.993	0.927	0.975	1.027
8:113500001-114000000	8	113500001	114000000	1.056	0.945	1.032	1.031
8:114000001-114500000	8	114000001	114500000	1.024	1.044	0.948	0.978
8:114500001-115000000	8	114500001	115000000	0.96	0.979	1.074	0.922
8:115000001-115500000	8	115000001	115500000	1.064	1.023	0.986	1.013
8:115500001-116000000	8	115500001	116000000	1.091	1.032	1.121	1.126
8:116000001-116500000	8	116000001	116500000	1.044	1.018	0.986	1.047
8:116500001-117000000	8	116500001	117000000	0.88	0.981	0.903	1.024
8:117000001-117500000	8	117000001	117500000	1.074	1.059	1.099	1.09
8:117500001-118000000	8	117500001	118000000	1.06	0.871	0.953	1.001
8:118000001-118500000	8	118000001	118500000	0.98	1	0.975	0.96
8:118500001-119000000	8	118500001	119000000	1.011	1.069	0.928	1.145
8:119000001-119500000	8	119000001	119500000	0.989	1.019	1.041	0.983
8:119500001-120000000	8	119500001	120000000	1.043	1.005	0.973	1.095
8:120500001-121000000	8	120500001	121000000	0.964	1.066	1.003	0.948
8:121000001-121500000	8	121000001	121500000	1.015	1.097	1.044	1.126
8:121500001-122000000	8	121500001	122000000	1.111	1.176	1.046	1.12
8:122000001-122500000	8	122000001	122500000	1.045	1.051	1.019	1.101
8:122500001-123000000	8	122500001	123000000	0.962	1.021	1.107	0.989
8:123000001-123500000	8	123000001	123500000	0.956	0.932	0.998	1.032
8:123500001-124000000	8	123500001	124000000	1.128	0.975	1.019	1.079
8:124000001-124500000	8	124000001	124500000	0.99	0.951	1.015	0.922
8:124500001-125000000	8	124500001	125000000	0.979	1.03	0.985	0.966
8:125000001-125500000	8	125000001	125500000	0.922	1.007	1.057	0.96
8:125500001-126000000	8	125500001	126000000	0.99	0.952	1.01	1.088
8:126000001-126500000	8	126000001	126500000	1.035	1.043	1.001	0.961
8:126500001-127000000	8	126500001	127000000	1.034	1.082	1.057	1.001
8:128000001-128500000	8	128000001	128500000	1.068	0.923	1.029	1.094
8:128500001-129000000	8	128500001	129000000	1.125	1.209	1.067	1.133
8:129000001-129500000	8	129000001	129500000	1.067	1.024	1.089	1.064
8:129500001-130000000	8	129500001	130000000	0.966	0.965	0.984	1.055
8:130000001-130500000	8	130000001	130500000	1.022	0.939	0.951	0.866
8:130500001-131000000	8	130500001	131000000	1.045	0.982	1.05	1.04
8:131000001-131500000	8	131000001	131500000	1.05	1.113	1.083	0.945
8:131500001-132000000	8	131500001	132000000	0.977	1.026	0.989	0.985
8:132000001-132500000	8	132000001	132500000	1.127	1.044	0.898	0.935
8:132500001-133000000	8	132500001	133000000	1.057	1.008	0.88	1.068
8:133000001-133500000	8	133000001	133500000	0.973	0.954	0.916	0.955
8:134000001-134500000	8	134000001	134500000	1.165	0.975	1.063	0.953
8:134500001-135000000	8	134500001	135000000	1.036	1.041	0.967	1.003
8:135000001-135500000	8	135000001	135500000	0.937	1.031	1.024	0.972
8:135500001-136000000	8	135500001	136000000	0.98	0.877	0.97	0.938
8:136000001-136500000	8	136000001	136500000	0.888	0.936	1.047	0.977
8:136500001-137000000	8	136500001	137000000	0.986	0.922	1.024	0.904
8:137000001-137500000	8	137000001	137500000	1.038	0.958	0.954	0.898
8:137500001-138000000	8	137500001	138000000	1.049	0.922	1.017	0.866
8:138000001-138500000	8	138000001	138500000	1	1.069	1.145	0.985
8:138500001-139000000	8	138500001	139000000	0.996	0.977	0.892	0.951
8:139000001-139500000	8	139000001	139500000	0.971	0.97	1.034	1.008
8:139500001-140000000	8	139500001	140000000	1.053	1.034	0.954	1.122
8:140000001-140500000	8	140000001	140500000	0.997	0.98	1.108	1.047
8:140500001-141000000	8	140500001	141000000	0.919	0.948	0.935	0.852
8:141000001-141500000	8	141000001	141500000	1.005	0.965	0.95	0.876
8:141500001-142000000	8	141500001	142000000	1.015	0.912	1.008	1.067
8:142000001-142500000	8	142000001	142500000	1.017	1.158	1.003	1.031
8:142500001-143000000	8	142500001	143000000	1.049	1.03	1.02	1.005
8:143000001-143500000	8	143000001	143500000	0.937	1.02	0.942	1.094
8:143500001-144000000	8	143500001	144000000	1.073	1.022	0.995	0.934
8:144000001-144500000	8	144000001	144500000	0.94	1.062	0.802	0.963
8:144500001-145000000	8	144500001	145000000	1.014	0.944	1.05	0.999
9:500001-1000000	9	500001	1000000	1.076	1.036	1.108	0.852
9:1000001-1500000	9	1000001	1500000	1.115	1.093	0.995	0.954
9:1500001-2000000	9	1500001	2000000	1.101	0.925	0.91	0.947
9:2000001-2500000	9	2000001	2500000	0.996	1.044	0.946	0.925
9:2500001-3000000	9	2500001	3000000	0.989	1.012	0.982	0.974
9:3000001-3500000	9	3000001	3500000	1.065	1.072	0.956	1.014
9:3500001-4000000	9	3500001	4000000	1.038	1.017	0.941	0.982
9:4000001-4500000	9	4000001	4500000	1.123	1.006	0.944	1.126
9:4500001-5000000	9	4500001	5000000	0.943	0.876	0.952	1.078
9:5500001-6000000	9	5500001	6000000	1.208	0.988	0.945	1.039
9:6000001-6500000	9	6000001	6500000	1.036	1.033	0.986	1.007
9:6500001-7000000	9	6500001	7000000	0.963	1.015	0.955	0.938
9:7000001-7500000	9	7000001	7500000	1.007	0.96	0.977	0.941
9:7500001-8000000	9	7500001	8000000	1.068	1.052	1.065	0.965
9:8000001-8500000	9	8000001	8500000	1.027	0.905	0.907	0.997
9:8500001-9000000	9	8500001	9000000	1.022	1.021	1.043	0.84
9:9000001-9500000	9	9000001	9500000	1.008	1.018	0.925	0.971
9:10000001-10500000	9	10000001	10500000	1.055	0.978	0.994	1.191
9:10500001-11000000	9	10500001	11000000	0.977	0.953	1.028	0.989
9:11000001-11500000	9	11000001	11500000	0.956	0.887	0.939	0.964
9:11500001-12000000	9	11500001	12000000	0.958	0.967	0.951	1.03
9:12000001-12500000	9	12000001	12500000	0.986	0.976	0.911	1.007
9:12500001-13000000	9	12500001	13000000	1.063	0.997	1.067	1.004
9:13000001-13500000	9	13000001	13500000	0.979	0.955	0.987	0.943
9:13500001-14000000	9	13500001	14000000	1.026	0.913	0.959	0.974
9:14000001-14500000	9	14000001	14500000	1.024	0.941	1.02	0.988
9:14500001-15000000	9	14500001	15000000	1.075	1.005	1.003	0.953
9:15000001-15500000	9	15000001	15500000	0.92	1.004	1.046	0.91
9:16000001-16500000	9	16000001	16500000	1.154	1.035	1.068	1.025
9:16500001-17000000	9	16500001	17000000	1.088	0.904	0.971	0.933
9:17000001-17500000	9	17000001	17500000	0.904	0.979	0.916	1.008
9:17500001-18000000	9	17500001	18000000	1.048	1.031	1.028	1.078
9:18500001-19000000	9	18500001	19000000	1.034	1.085	0.967	1.079
9:19000001-19500000	9	19000001	19500000	0.956	1.092	0.925	0.989
9:19500001-20000000	9	19500001	20000000	1.119	1.09	1.16	1.088
9:20000001-20500000	9	20000001	20500000	1.172	1.048	1.04	1.108
9:20500001-21000000	9	20500001	21000000	1.018	1.061	0.983	1.114
9:21000001-21500000	9	21000001	21500000	1.062	1.039	0.932	1.002
9:21500001-22000000	9	21500001	22000000	1.02	1.071	0.927	0.905
9:22000001-22500000	9	22000001	22500000	1.023	1.024	1.013	1.025
9:22500001-23000000	9	22500001	23000000	0.985	0.934	1.081	0.965
9:23000001-23500000	9	23000001	23500000	0.914	0.891	0.989	0.856
9:23500001-24000000	9	23500001	24000000	0.974	0.988	1.018	0.88
9:24000001-24500000	9	24000001	24500000	0.997	1.103	0.945	0.965
9:24500001-25000000	9	24500001	25000000	0.971	0.97	0.96	0.909
9:25000001-25500000	9	25000001	25500000	0.978	1.011	0.963	1.038
9:25500001-26000000	9	25500001	26000000	0.943	0.914	0.997	0.902
9:26000001-26500000	9	26000001	26500000	1.029	1.021	0.983	1.026
9:26500001-27000000	9	26500001	27000000	1.034	0.948	0.95	0.952
9:27000001-27500000	9	27000001	27500000	1.039	0.951	1.153	1.03
9:27500001-28000000	9	27500001	28000000	0.956	0.968	1.007	0.971
9:28000001-28500000	9	28000001	28500000	0.964	1.003	0.971	1.07
9:28500001-29000000	9	28500001	29000000	1.01	0.996	1.146	1.046
9:29000001-29500000	9	29000001	29500000	0.886	1.05	0.966	0.906
9:29500001-30000000	9	29500001	30000000	0.847	0.998	0.956	0.945
9:30000001-30500000	9	30000001	30500000	0.933	0.983	0.937	1.01
9:30500001-31000000	9	30500001	31000000	0.98	0.924	0.96	0.864
9:31500001-32000000	9	31500001	32000000	0.958	1.018	0.998	0.956
9:32000001-32500000	9	32000001	32500000	1.09	1.188	1.053	0.993
9:32500001-33000000	9	32500001	33000000	0.975	1.12	0.964	1.06
9:33000001-33500000	9	33000001	33500000	0.951	0.957	0.919	0.898
9:34000001-34500000	9	34000001	34500000	0.953	0.953	0.939	0.989
9:35000001-35500000	9	35000001	35500000	1.037	0.962	0.981	1.012
9:35500001-36000000	9	35500001	36000000	0.999	0.916	0.894	0.924
9:36500001-37000000	9	36500001	37000000	0.924	1.148	0.993	1.07
9:37000001-37500000	9	37000001	37500000	0.919	0.971	0.895	0.953
9:37500001-38000000	9	37500001	38000000	0.94	0.957	0.984	0.893
9:38000001-38500000	9	38000001	38500000	0.975	0.944	0.92	1.056
9:68500001-69000000	9	68500001	69000000	0.945	1.085	0.945	1.003
9:69000001-69500000	9	69000001	69500000	0.978	1.079	0.996	0.992
9:69500001-70000000	9	69500001	70000000	1.11	1.068	1.03	0.956
9:70000001-70500000	9	70000001	70500000	0.985	0.972	1.043	0.927
9:70500001-71000000	9	70500001	71000000	0.994	1.125	0.995	1.075
9:71000001-71500000	9	71000001	71500000	0.936	1.084	0.969	1.008
9:71500001-72000000	9	71500001	72000000	1.006	0.98	1.005	1.028
9:72000001-72500000	9	72000001	72500000	1.047	0.894	0.985	1.008
9:73000001-73500000	9	73000001	73500000	0.979	0.982	1.044	1.049
9:73500001-74000000	9	73500001	74000000	0.907	1.027	0.967	1.07
9:74000001-74500000	9	74000001	74500000	0.976	0.977	1.004	1.119
9:74500001-75000000	9	74500001	75000000	0.985	1.025	0.943	1.013
9:75000001-75500000	9	75000001	75500000	0.943	0.969	0.979	1.006
9:75500001-76000000	9	75500001	76000000	0.971	1.007	1.002	0.997
9:76000001-76500000	9	76000001	76500000	1.025	1.039	0.986	0.991
9:76500001-77000000	9	76500001	77000000	1.004	0.932	1.039	1.028
9:77000001-77500000	9	77000001	77500000	0.989	0.97	1.035	1.02
9:77500001-78000000	9	77500001	78000000	1.005	1.031	1.042	1.122
9:78000001-78500000	9	78000001	78500000	0.912	1.065	1.041	1.001
9:79000001-79500000	9	79000001	79500000	1.061	1.17	1.124	1.022
9:80000001-80500000	9	80000001	80500000	1.032	0.916	1.027	0.952
9:81000001-81500000	9	81000001	81500000	0.987	1.016	0.959	0.935
9:82500001-83000000	9	82500001	83000000	1.028	0.977	0.978	0.883
9:83000001-83500000	9	83000001	83500000	0.944	1.02	1.072	1.025
9:83500001-84000000	9	83500001	84000000	0.964	0.935	0.876	0.873
9:84000001-84500000	9	84000001	84500000	0.98	1.088	0.973	0.997
9:84500001-85000000	9	84500001	85000000	0.958	0.97	0.997	1.011
9:85000001-85500000	9	85000001	85500000	1.025	0.984	1.093	1.007
9:85500001-86000000	9	85500001	86000000	0.92	0.957	0.906	0.92
9:86000001-86500000	9	86000001	86500000	0.98	0.991	0.995	1.006
9:86500001-87000000	9	86500001	87000000	1.038	1.082	1.049	1.115
9:87000001-87500000	9	87000001	87500000	0.975	0.974	1.041	1.012
9:87500001-88000000	9	87500001	88000000	0.931	0.931	0.99	1.005
9:88000001-88500000	9	88000001	88500000	0.955	1.044	1.122	1.108
9:88500001-89000000	9	88500001	89000000	0.996	0.998	0.996	1.012
9:89000001-89500000	9	89000001	89500000	0.919	0.969	0.982	1.058
9:89500001-90000000	9	89500001	90000000	0.965	1.059	1.059	0.993
9:90000001-90500000	9	90000001	90500000	1.069	0.894	1.115	1.029
9:90500001-91000000	9	90500001	91000000	1.004	1.022	0.973	1.043
9:91000001-91500000	9	91000001	91500000	0.973	1.014	1.005	1.058
9:91500001-92000000	9	91500001	92000000	0.999	1.017	1.052	0.99
9:93000001-93500000	9	93000001	93500000	0.97	1.01	1.07	1.093
9:93500001-94000000	9	93500001	94000000	0.921	0.949	0.933	0.976
9:94500001-95000000	9	94500001	95000000	0.989	1.14	1.02	1.136
9:95000001-95500000	9	95000001	95500000	0.986	0.981	1.113	1.081
9:96000001-96500000	9	96000001	96500000	0.948	0.944	1.043	1.061
9:97500001-98000000	9	97500001	98000000	0.985	0.873	1.096	0.953
9:98000001-98500000	9	98000001	98500000	0.896	1.04	1.073	1.043
9:98500001-99000000	9	98500001	99000000	1.024	1.021	0.971	0.953
9:99000001-99500000	9	99000001	99500000	0.974	1.036	0.94	1.027
9:99500001-100000000	9	99500001	100000000	0.957	0.992	1.07	1.132
9:100000001-100500000	9	100000001	100500000	0.924	0.984	1.046	0.984
9:100500001-101000000	9	100500001	101000000	0.974	0.903	1.103	1.094
9:101000001-101500000	9	101000001	101500000	0.972	0.927	1.09	1.016
9:101500001-102000000	9	101500001	102000000	0.938	0.935	1.049	1.076
9:102000001-102500000	9	102000001	102500000	0.973	1.088	1.048	1.069
9:102500001-103000000	9	102500001	103000000	0.899	1.031	0.911	1.079
9:103000001-103500000	9	103000001	103500000	0.986	0.989	1.014	0.942
9:103500001-104000000	9	103500001	104000000	0.941	1.006	0.929	1.037
9:104000001-104500000	9	104000001	104500000	0.938	1.025	0.991	1.049
9:104500001-105000000	9	104500001	105000000	1.007	0.919	0.933	0.964
9:105000001-105500000	9	105000001	105500000	0.93	1.017	0.945	0.992
9:105500001-106000000	9	105500001	106000000	1.065	1.029	1.103	1.113
9:106000001-106500000	9	106000001	106500000	1.15	1.085	1.007	1.048
9:106500001-107000000	9	106500001	107000000	1.058	1.009	1.14	1.03
9:107000001-107500000	9	107000001	107500000	0.975	0.977	1.032	1.021
9:107500001-108000000	9	107500001	108000000	0.936	1.114	1.047	0.915
9:108000001-108500000	9	108000001	108500000	0.954	1.044	1.167	1.049
9:108500001-109000000	9	108500001	109000000	1.038	1.003	1.046	1.072
9:109000001-109500000	9	109000001	109500000	0.878	1.011	0.936	1.051
9:109500001-110000000	9	109500001	110000000	1	1.045	1.023	1.106
9:110000001-110500000	9	110000001	110500000	0.938	0.883	0.972	1.038
9:110500001-111000000	9	110500001	111000000	0.975	1.075	0.96	0.917
9:111000001-111500000	9	111000001	111500000	0.915	0.913	0.993	0.997
9:111500001-112000000	9	111500001	112000000	0.968	0.865	1.15	1.029
9:112000001-112500000	9	112000001	112500000	0.946	0.875	0.934	0.908
9:112500001-113000000	9	112500001	113000000	1.064	0.896	1.057	0.991
9:113000001-113500000	9	113000001	113500000	0.983	1.142	1.146	1.013
9:113500001-114000000	9	113500001	114000000	0.968	0.992	0.935	0.995
9:114000001-114500000	9	114000001	114500000	0.9	1.015	0.987	0.975
9:114500001-115000000	9	114500001	115000000	0.948	0.944	0.998	0.972
9:115000001-115500000	9	115000001	115500000	1.034	0.987	1.031	0.954
9:115500001-116000000	9	115500001	116000000	0.929	1.02	1.09	1.035
9:116000001-116500000	9	116000001	116500000	1	0.94	0.972	1.075
9:116500001-117000000	9	116500001	117000000	1.106	1.066	1.008	0.984
9:117500001-118000000	9	117500001	118000000	0.891	0.923	1.014	0.925
9:118000001-118500000	9	118000001	118500000	1.007	0.981	1.023	1.049
9:118500001-119000000	9	118500001	119000000	0.914	0.919	1.023	0.857
9:119000001-119500000	9	119000001	119500000	0.962	0.924	0.901	0.977
9:119500001-120000000	9	119500001	120000000	1.078	1.068	1.033	0.951
9:120000001-120500000	9	120000001	120500000	1.042	0.991	1.094	1.036
9:120500001-121000000	9	120500001	121000000	1.057	0.878	0.991	0.906
9:121000001-121500000	9	121000001	121500000	0.922	0.893	0.962	0.844
9:121500001-122000000	9	121500001	122000000	0.981	0.974	1.082	1.048
9:122000001-122500000	9	122000001	122500000	0.985	0.949	0.969	0.916
9:123000001-123500000	9	123000001	123500000	0.978	0.998	1.07	0.96
