feature	chromosome	start	end	SLX-17922.D708tp_D506tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17922.D709tp_D506tp.HC22GBBXY.s_6.r_1	SLX-16150.D709tp_D507tp.HC22VBBXY.s_3.r_1
9:123500001-124000000	9	123500001	124000000	1.023	1.045	0.962	0.978
9:124000001-124500000	9	124000001	124500000	0.982	0.935	0.926	0.977
9:124500001-125000000	9	124500001	125000000	1.041	0.845	0.88	0.995
9:125000001-125500000	9	125000001	125500000	0.899	0.965	0.998	1.009
9:125500001-126000000	9	125500001	126000000	1.027	0.942	1.004	0.868
9:126000001-126500000	9	126000001	126500000	1.002	1.077	1.047	1.032
9:126500001-127000000	9	126500001	127000000	0.914	1.031	0.95	0.976
9:127000001-127500000	9	127000001	127500000	0.961	1.064	1.022	0.963
9:127500001-128000000	9	127500001	128000000	0.886	1.025	0.972	0.985
9:128000001-128500000	9	128000001	128500000	0.943	0.936	0.845	0.976
9:128500001-129000000	9	128500001	129000000	0.96	1	1.041	0.944
9:129000001-129500000	9	129000001	129500000	0.848	1.028	0.963	1.046
9:130000001-130500000	9	130000001	130500000	1.032	1.02	1.028	1.022
9:130500001-131000000	9	130500001	131000000	1.135	1.053	1.016	1.04
9:131000001-131500000	9	131000001	131500000	0.927	1.049	0.881	1.012
9:131500001-132000000	9	131500001	132000000	0.868	0.949	1.003	1.041
9:132000001-132500000	9	132000001	132500000	0.901	0.987	1.071	1.002
9:132500001-133000000	9	132500001	133000000	0.921	1.136	1.08	0.955
9:133000001-133500000	9	133000001	133500000	0.977	0.954	0.972	0.942
9:133500001-134000000	9	133500001	134000000	0.965	0.947	0.978	0.965
9:134500001-135000000	9	134500001	135000000	0.989	1.133	1.09	1.155
9:135000001-135500000	9	135000001	135500000	0.933	1.067	1.024	0.945
9:135500001-136000000	9	135500001	136000000	0.998	1.047	0.964	0.971
9:136000001-136500000	9	136000001	136500000	0.997	0.926	0.989	0.833
9:136500001-137000000	9	136500001	137000000	0.968	0.91	1.025	0.993
9:137000001-137500000	9	137000001	137500000	0.989	0.805	0.939	0.942
9:137500001-138000000	9	137500001	138000000	1.057	0.978	1.148	1.043
10:1-500000	10	1	500000	1.055	1.013	1.095	1.074
10:500001-1000000	10	500001	1000000	0.952	1.043	0.941	1.032
10:1000001-1500000	10	1000001	1500000	0.964	1.018	0.998	1.108
10:1500001-2000000	10	1500001	2000000	1.03	0.986	1.076	0.879
10:2500001-3000000	10	2500001	3000000	1.006	1.011	1.06	0.938
10:3000001-3500000	10	3000001	3500000	0.959	0.929	0.901	0.993
10:3500001-4000000	10	3500001	4000000	0.925	0.941	0.938	0.88
10:4000001-4500000	10	4000001	4500000	0.979	0.987	1.018	1.024
10:4500001-5000000	10	4500001	5000000	0.912	1.037	1.022	0.916
10:5000001-5500000	10	5000001	5500000	0.992	1.003	0.89	1.055
10:5500001-6000000	10	5500001	6000000	1.008	1.001	1.061	0.901
10:6000001-6500000	10	6000001	6500000	0.996	0.89	0.981	1.021
10:6500001-7000000	10	6500001	7000000	0.959	0.982	0.955	1.086
10:7000001-7500000	10	7000001	7500000	0.976	0.996	0.907	1.007
10:7500001-8000000	10	7500001	8000000	0.999	1.011	0.936	1.018
10:8000001-8500000	10	8000001	8500000	1.044	1.039	0.967	1.05
10:8500001-9000000	10	8500001	9000000	1.044	0.979	1.052	0.942
10:9000001-9500000	10	9000001	9500000	0.996	1.135	0.977	1.122
10:9500001-10000000	10	9500001	10000000	1.05	0.967	0.943	1.045
10:10000001-10500000	10	10000001	10500000	1.011	1.045	1.025	1.015
10:10500001-11000000	10	10500001	11000000	1.11	1.059	0.965	1.044
10:11000001-11500000	10	11000001	11500000	0.964	0.957	0.983	0.972
10:11500001-12000000	10	11500001	12000000	1.035	1.043	1.003	1.03
10:12000001-12500000	10	12000001	12500000	0.9	0.943	1.022	0.938
10:12500001-13000000	10	12500001	13000000	0.988	1.006	1.135	1.038
10:13000001-13500000	10	13000001	13500000	0.948	1.028	0.944	0.998
10:13500001-14000000	10	13500001	14000000	0.949	0.978	1.031	1.081
10:14000001-14500000	10	14000001	14500000	1.061	1.004	0.962	0.9
10:14500001-15000000	10	14500001	15000000	0.994	1.017	1.074	0.979
10:15000001-15500000	10	15000001	15500000	1.07	0.988	1.072	1.085
10:15500001-16000000	10	15500001	16000000	1.062	1.027	0.997	1
10:16000001-16500000	10	16000001	16500000	0.958	0.902	0.939	0.999
10:16500001-17000000	10	16500001	17000000	0.874	0.977	1.023	0.889
10:17000001-17500000	10	17000001	17500000	1.138	0.858	0.933	1.11
10:17500001-18000000	10	17500001	18000000	0.943	0.954	0.979	0.892
10:18000001-18500000	10	18000001	18500000	1.067	1.076	1.089	0.931
10:18500001-19000000	10	18500001	19000000	0.92	0.926	0.917	1.014
10:19000001-19500000	10	19000001	19500000	1.051	1.029	1.071	0.898
10:20000001-20500000	10	20000001	20500000	1.031	0.969	0.921	1.023
10:20500001-21000000	10	20500001	21000000	1.073	1.049	1.089	1.126
10:21000001-21500000	10	21000001	21500000	0.866	1.044	0.967	0.976
10:21500001-22000000	10	21500001	22000000	0.959	0.924	1.034	0.882
10:22000001-22500000	10	22000001	22500000	1.007	1.039	0.973	1.004
10:22500001-23000000	10	22500001	23000000	1.022	0.985	0.912	0.993
10:23000001-23500000	10	23000001	23500000	0.92	1.011	1.02	0.993
10:23500001-24000000	10	23500001	24000000	1.141	1.086	1.128	1.011
10:24000001-24500000	10	24000001	24500000	1.012	0.961	0.969	0.974
10:24500001-25000000	10	24500001	25000000	0.966	1.017	0.897	0.955
10:25000001-25500000	10	25000001	25500000	0.987	0.961	0.997	0.933
10:26000001-26500000	10	26000001	26500000	1.019	0.991	1.013	1.058
10:27000001-27500000	10	27000001	27500000	0.893	0.992	0.912	1.068
10:27500001-28000000	10	27500001	28000000	1.002	1.048	0.892	0.962
10:28000001-28500000	10	28000001	28500000	1.028	0.971	0.925	0.878
10:28500001-29000000	10	28500001	29000000	0.841	0.93	1.007	0.891
10:29000001-29500000	10	29000001	29500000	1.007	1.016	0.986	0.91
10:29500001-30000000	10	29500001	30000000	1.045	0.888	0.984	0.923
10:30000001-30500000	10	30000001	30500000	0.94	1.009	0.966	0.939
10:31000001-31500000	10	31000001	31500000	1.037	1.006	1.076	1.01
10:31500001-32000000	10	31500001	32000000	0.961	0.866	0.977	0.899
10:32000001-32500000	10	32000001	32500000	0.947	1.06	0.986	0.891
10:32500001-33000000	10	32500001	33000000	1.011	1.087	1.053	1.052
10:33000001-33500000	10	33000001	33500000	1.008	0.971	0.947	1.005
10:33500001-34000000	10	33500001	34000000	0.994	1.008	1.052	0.857
10:34000001-34500000	10	34000001	34500000	1.014	0.972	0.887	0.915
10:34500001-35000000	10	34500001	35000000	0.92	1.048	1.021	0.932
10:35000001-35500000	10	35000001	35500000	0.993	0.998	0.903	0.962
10:35500001-36000000	10	35500001	36000000	1.02	0.853	1.006	0.956
10:36500001-37000000	10	36500001	37000000	0.99	1.02	1.004	0.995
10:43000001-43500000	10	43000001	43500000	0.968	1.014	1.035	1.023
10:43500001-44000000	10	43500001	44000000	1.086	0.996	1.126	1.02
10:44000001-44500000	10	44000001	44500000	1.16	1.045	1.136	1.071
10:44500001-45000000	10	44500001	45000000	0.937	0.99	1.073	0.975
10:45000001-45500000	10	45000001	45500000	1.015	0.951	0.987	0.973
10:47000001-47500000	10	47000001	47500000	1.06	1.01	0.99	1.119
10:48500001-49000000	10	48500001	49000000	1.045	1.012	0.995	0.995
10:49000001-49500000	10	49000001	49500000	1.041	0.959	1.07	0.946
10:50500001-51000000	10	50500001	51000000	0.98	0.954	0.943	0.952
10:51000001-51500000	10	51000001	51500000	1.098	1.066	0.965	0.964
10:51500001-52000000	10	51500001	52000000	0.954	1.014	0.942	1.073
10:52000001-52500000	10	52000001	52500000	1.177	1.005	0.873	1.006
10:52500001-53000000	10	52500001	53000000	0.946	0.987	0.996	0.93
10:53000001-53500000	10	53000001	53500000	1.096	0.902	1	0.968
10:53500001-54000000	10	53500001	54000000	0.971	1.016	0.999	0.95
10:54000001-54500000	10	54000001	54500000	1.042	0.978	1.031	0.853
10:54500001-55000000	10	54500001	55000000	0.985	0.953	1.04	0.921
10:55000001-55500000	10	55000001	55500000	0.985	0.948	1	1.042
10:56000001-56500000	10	56000001	56500000	0.922	0.986	0.955	0.958
10:56500001-57000000	10	56500001	57000000	0.922	1.105	0.997	0.98
10:57000001-57500000	10	57000001	57500000	0.941	0.956	0.856	1.055
10:58000001-58500000	10	58000001	58500000	0.955	0.987	0.912	1.022
10:58500001-59000000	10	58500001	59000000	0.9	1.001	1.03	1.006
10:59500001-60000000	10	59500001	60000000	0.931	1.09	0.933	1.067
10:60000001-60500000	10	60000001	60500000	1.014	0.981	1.079	1.113
10:60500001-61000000	10	60500001	61000000	0.97	1.051	0.937	1.022
10:61000001-61500000	10	61000001	61500000	0.95	1.139	0.951	1.009
10:61500001-62000000	10	61500001	62000000	0.964	1.015	0.978	1.088
10:62000001-62500000	10	62000001	62500000	0.962	1.045	1.072	0.934
10:62500001-63000000	10	62500001	63000000	0.957	1.11	1.023	0.957
10:63000001-63500000	10	63000001	63500000	0.903	0.991	0.958	0.911
10:63500001-64000000	10	63500001	64000000	0.982	0.99	1.05	1.012
10:64000001-64500000	10	64000001	64500000	0.911	0.991	1.071	1.03
10:64500001-65000000	10	64500001	65000000	0.921	1.024	1.07	0.96
10:65000001-65500000	10	65000001	65500000	0.912	0.977	0.992	0.812
10:65500001-66000000	10	65500001	66000000	1.041	1.026	0.975	0.936
10:66000001-66500000	10	66000001	66500000	0.952	1.129	0.886	0.959
10:66500001-67000000	10	66500001	67000000	1.011	1.019	1.012	0.867
10:67000001-67500000	10	67000001	67500000	0.991	1.051	1.152	1.038
10:67500001-68000000	10	67500001	68000000	1.046	1.063	1.061	1.117
10:68000001-68500000	10	68000001	68500000	0.82	0.965	1.041	0.881
10:68500001-69000000	10	68500001	69000000	0.911	0.928	0.939	0.93
10:69000001-69500000	10	69000001	69500000	0.887	0.809	1.005	0.837
10:70000001-70500000	10	70000001	70500000	0.973	0.937	1.059	0.922
10:70500001-71000000	10	70500001	71000000	1.028	0.985	1.053	0.986
10:71000001-71500000	10	71000001	71500000	1.005	1.09	1.022	0.949
10:71500001-72000000	10	71500001	72000000	0.985	1.021	0.971	1.01
10:72000001-72500000	10	72000001	72500000	0.882	1.049	0.941	0.984
10:72500001-73000000	10	72500001	73000000	0.918	0.988	1.032	0.933
10:73000001-73500000	10	73000001	73500000	0.9	0.925	1.075	1.058
10:73500001-74000000	10	73500001	74000000	1.047	0.988	1.135	0.916
10:74000001-74500000	10	74000001	74500000	0.991	1.002	0.865	0.978
10:74500001-75000000	10	74500001	75000000	1.034	0.947	1.074	1.027
10:75000001-75500000	10	75000001	75500000	0.905	0.999	0.999	0.901
10:75500001-76000000	10	75500001	76000000	1.009	1.007	1.01	1.016
10:76000001-76500000	10	76000001	76500000	1.056	1.052	1.052	0.98
10:76500001-77000000	10	76500001	77000000	1.062	1.154	1.057	0.863
10:77500001-78000000	10	77500001	78000000	1.002	1.026	1.095	1.016
10:78000001-78500000	10	78000001	78500000	0.94	1.108	1.028	1.02
10:78500001-79000000	10	78500001	79000000	1.012	0.945	1.087	1.075
10:80000001-80500000	10	80000001	80500000	0.953	1.048	0.989	1.04
10:80500001-81000000	10	80500001	81000000	0.978	1.019	1.03	0.986
10:81000001-81500000	10	81000001	81500000	0.917	1.008	0.962	0.992
10:81500001-82000000	10	81500001	82000000	1.031	0.942	1.027	1.001
10:82000001-82500000	10	82000001	82500000	0.972	0.792	1.043	0.842
10:82500001-83000000	10	82500001	83000000	1.083	0.941	0.896	0.969
10:83000001-83500000	10	83000001	83500000	0.896	0.979	1.008	0.865
10:83500001-84000000	10	83500001	84000000	0.919	1.004	1.026	0.953
10:84000001-84500000	10	84000001	84500000	1.033	0.942	0.979	1.045
10:84500001-85000000	10	84500001	85000000	1.03	1.144	1.022	0.946
10:85000001-85500000	10	85000001	85500000	0.993	0.989	0.963	0.938
10:85500001-86000000	10	85500001	86000000	0.975	0.98	1.139	1.012
10:86000001-86500000	10	86000001	86500000	0.985	0.994	1.08	0.983
10:86500001-87000000	10	86500001	87000000	1.072	1.055	1.068	1.071
10:87500001-88000000	10	87500001	88000000	0.892	0.982	0.961	1.014
10:88500001-89000000	10	88500001	89000000	1	0.988	0.921	1.091
10:89000001-89500000	10	89000001	89500000	0.98	0.96	0.982	0.965
10:90000001-90500000	10	90000001	90500000	0.985	1.134	0.922	1.067
10:90500001-91000000	10	90500001	91000000	0.897	0.933	0.951	1.009
10:91000001-91500000	10	91000001	91500000	1.103	0.933	1.042	1.093
10:91500001-92000000	10	91500001	92000000	0.907	0.917	0.922	0.924
10:92000001-92500000	10	92000001	92500000	0.947	0.991	1.086	1.167
10:92500001-93000000	10	92500001	93000000	0.99	1.004	0.851	1.077
10:93000001-93500000	10	93000001	93500000	1.024	1.039	1.055	1.057
10:93500001-94000000	10	93500001	94000000	0.977	0.974	1.085	1.05
10:94000001-94500000	10	94000001	94500000	0.99	1.082	1.099	1.012
10:95000001-95500000	10	95000001	95500000	1.022	1.088	1.052	0.994
10:95500001-96000000	10	95500001	96000000	1.046	0.985	0.967	1.048
10:96000001-96500000	10	96000001	96500000	0.998	1.008	0.966	1.052
10:96500001-97000000	10	96500001	97000000	0.945	0.954	0.98	0.914
10:97000001-97500000	10	97000001	97500000	1.006	0.89	1.007	0.93
10:97500001-98000000	10	97500001	98000000	1.008	1.084	1.139	0.998
10:98000001-98500000	10	98000001	98500000	1.04	1.033	1.072	1.1
10:98500001-99000000	10	98500001	99000000	1.06	1.069	1.098	1.136
10:99000001-99500000	10	99000001	99500000	0.966	1.038	1.079	0.983
10:99500001-100000000	10	99500001	100000000	1.03	0.948	0.924	1.074
10:100500001-101000000	10	100500001	101000000	1.059	1.019	1.08	1.007
10:101000001-101500000	10	101000001	101500000	1.048	1.122	0.966	1.049
10:101500001-102000000	10	101500001	102000000	1.018	0.948	0.909	0.962
10:102000001-102500000	10	102000001	102500000	0.98	0.979	1.042	0.985
10:102500001-103000000	10	102500001	103000000	0.919	0.946	0.997	0.949
10:103000001-103500000	10	103000001	103500000	0.927	1.031	1.066	1.053
10:103500001-104000000	10	103500001	104000000	0.985	0.966	0.956	0.94
10:104000001-104500000	10	104000001	104500000	0.998	1.05	0.977	1.033
10:104500001-105000000	10	104500001	105000000	1.01	1.044	1.07	0.967
10:105000001-105500000	10	105000001	105500000	0.975	1.04	1.033	0.934
10:105500001-106000000	10	105500001	106000000	1.034	1.005	1.08	0.912
10:106000001-106500000	10	106000001	106500000	0.939	0.916	0.989	0.952
10:106500001-107000000	10	106500001	107000000	1.015	0.98	0.951	0.946
10:107000001-107500000	10	107000001	107500000	1.056	1.078	1.106	0.998
10:107500001-108000000	10	107500001	108000000	1.044	0.975	0.94	0.912
10:108000001-108500000	10	108000001	108500000	0.934	1.046	0.937	0.839
10:108500001-109000000	10	108500001	109000000	1.014	0.947	0.963	0.888
10:109000001-109500000	10	109000001	109500000	1.051	0.927	1.109	0.923
10:110000001-110500000	10	110000001	110500000	0.925	0.994	0.93	0.943
10:110500001-111000000	10	110500001	111000000	0.954	0.952	1.065	0.953
10:111000001-111500000	10	111000001	111500000	0.981	0.98	0.902	0.967
10:111500001-112000000	10	111500001	112000000	0.946	1.055	1.049	1.104
10:112000001-112500000	10	112000001	112500000	1.058	1.063	1.089	1.057
10:113000001-113500000	10	113000001	113500000	1.056	1.012	0.907	1.073
10:113500001-114000000	10	113500001	114000000	0.977	1.063	1.046	1.168
10:114000001-114500000	10	114000001	114500000	1.073	0.911	0.986	0.931
10:114500001-115000000	10	114500001	115000000	0.955	0.923	1.015	0.962
10:115500001-116000000	10	115500001	116000000	1.051	0.986	1.067	1.076
10:116000001-116500000	10	116000001	116500000	0.979	1.068	1.077	1.04
10:116500001-117000000	10	116500001	117000000	0.988	1.022	1.034	1.037
10:117000001-117500000	10	117000001	117500000	0.95	1.001	1.055	1.111
10:117500001-118000000	10	117500001	118000000	1.074	0.955	0.963	1.024
10:118000001-118500000	10	118000001	118500000	0.963	1.076	1.049	1.071
10:118500001-119000000	10	118500001	119000000	0.943	1.019	1.094	1.018
10:119000001-119500000	10	119000001	119500000	0.947	0.904	0.898	0.957
10:119500001-120000000	10	119500001	120000000	1.022	0.935	0.975	0.973
10:120000001-120500000	10	120000001	120500000	0.96	1.001	0.977	1.112
10:120500001-121000000	10	120500001	121000000	0.966	1.077	1.005	1.026
10:121000001-121500000	10	121000001	121500000	0.982	0.969	1.012	0.971
10:121500001-122000000	10	121500001	122000000	0.95	0.928	1.079	1.003
10:122000001-122500000	10	122000001	122500000	1.013	0.968	1.076	1.027
10:122500001-123000000	10	122500001	123000000	0.987	1.005	1.013	1.026
10:123500001-124000000	10	123500001	124000000	0.93	0.949	0.953	0.983
10:124000001-124500000	10	124000001	124500000	0.963	1.081	1.053	1.006
10:124500001-125000000	10	124500001	125000000	1.013	1.075	0.957	0.933
10:125000001-125500000	10	125000001	125500000	0.99	0.976	1.032	1.079
10:126000001-126500000	10	126000001	126500000	1.005	0.962	0.991	1.115
10:126500001-127000000	10	126500001	127000000	0.993	1.01	1.037	0.932
10:127000001-127500000	10	127000001	127500000	0.992	0.98	0.961	0.96
10:127500001-128000000	10	127500001	128000000	0.971	0.991	0.992	0.876
10:128000001-128500000	10	128000001	128500000	1.021	0.962	1.012	1.116
10:128500001-129000000	10	128500001	129000000	0.965	0.982	0.966	1.094
10:129000001-129500000	10	129000001	129500000	1.057	0.936	0.926	0.948
10:130000001-130500000	10	130000001	130500000	0.978	0.993	1.044	1.071
10:130500001-131000000	10	130500001	131000000	1.032	0.925	0.979	0.879
10:131000001-131500000	10	131000001	131500000	1.01	0.962	1.022	1.057
10:131500001-132000000	10	131500001	132000000	1.035	1.009	1.051	1.067
10:132000001-132500000	10	132000001	132500000	1.03	1.035	0.979	0.93
10:132500001-133000000	10	132500001	133000000	0.965	1.078	0.969	0.926
10:133000001-133500000	10	133000001	133500000	0.956	1.099	1.053	0.958
11:500001-1000000	11	500001	1000000	0.939	1.015	1.089	1.007
11:1000001-1500000	11	1000001	1500000	1.15	1.079	1.058	1.067
11:1500001-2000000	11	1500001	2000000	1.003	0.942	0.99	0.967
11:2000001-2500000	11	2000001	2500000	0.996	0.995	1.066	0.963
11:2500001-3000000	11	2500001	3000000	0.928	0.952	0.928	0.913
11:4500001-5000000	11	4500001	5000000	0.964	0.999	1.033	1.119
11:5000001-5500000	11	5000001	5500000	0.96	1.031	1.057	1.094
11:5500001-6000000	11	5500001	6000000	0.923	1.014	1.085	1.095
11:6000001-6500000	11	6000001	6500000	1.044	0.992	1.106	0.934
11:6500001-7000000	11	6500001	7000000	0.961	0.988	0.997	1.11
11:7000001-7500000	11	7000001	7500000	0.972	1.018	1.018	1.051
11:7500001-8000000	11	7500001	8000000	1.048	1.127	1.023	1.107
11:8500001-9000000	11	8500001	9000000	0.967	1.075	0.885	1.015
11:9000001-9500000	11	9000001	9500000	0.973	0.954	1.033	1.022
11:9500001-10000000	11	9500001	10000000	1.025	0.982	1.064	0.986
11:10000001-10500000	11	10000001	10500000	0.991	1.064	0.958	0.883
11:11000001-11500000	11	11000001	11500000	0.997	1.075	0.914	1.004
11:11500001-12000000	11	11500001	12000000	1.014	0.956	0.958	0.962
11:12000001-12500000	11	12000001	12500000	0.986	1.05	1.019	1.015
11:12500001-13000000	11	12500001	13000000	1.012	0.966	1.003	1.081
11:13000001-13500000	11	13000001	13500000	1.005	0.984	1.043	1.001
11:13500001-14000000	11	13500001	14000000	0.989	1.029	1.102	0.985
11:14000001-14500000	11	14000001	14500000	0.983	1.019	1.015	1.012
11:14500001-15000000	11	14500001	15000000	1.064	1.111	1.133	1.104
11:15000001-15500000	11	15000001	15500000	0.993	1.057	1.027	0.965
11:15500001-16000000	11	15500001	16000000	0.969	1.034	1.11	1.09
11:16000001-16500000	11	16000001	16500000	1.014	1.122	1.091	1.103
11:16500001-17000000	11	16500001	17000000	0.961	1.114	0.996	1.03
11:17000001-17500000	11	17000001	17500000	1.029	1.051	1.065	1.172
11:17500001-18000000	11	17500001	18000000	0.977	0.98	1.164	0.944
11:18000001-18500000	11	18000001	18500000	0.946	0.851	1.048	0.912
11:18500001-19000000	11	18500001	19000000	1.024	1.042	1.031	1.059
11:19000001-19500000	11	19000001	19500000	0.968	1.094	1.041	0.932
11:19500001-20000000	11	19500001	20000000	1.02	0.996	1.089	1.06
11:20000001-20500000	11	20000001	20500000	0.961	0.98	0.994	1.076
11:20500001-21000000	11	20500001	21000000	0.99	0.921	1.021	0.935
11:21000001-21500000	11	21000001	21500000	0.925	1.051	1.033	0.909
11:21500001-22000000	11	21500001	22000000	1.035	1.063	0.906	0.897
11:22000001-22500000	11	22000001	22500000	1.035	0.947	1.022	1.068
11:22500001-23000000	11	22500001	23000000	1.024	0.934	1.016	1.022
11:23000001-23500000	11	23000001	23500000	1.002	0.946	0.99	0.989
11:23500001-24000000	11	23500001	24000000	0.911	0.931	1.007	0.847
11:24000001-24500000	11	24000001	24500000	1.037	1.057	1.014	0.967
11:25000001-25500000	11	25000001	25500000	0.972	1.01	1.032	0.844
11:25500001-26000000	11	25500001	26000000	1.011	0.92	0.98	0.95
11:26000001-26500000	11	26000001	26500000	0.882	0.943	1.042	0.938
11:26500001-27000000	11	26500001	27000000	1.026	1.017	0.978	1.017
11:27000001-27500000	11	27000001	27500000	1.04	1.001	1.093	1.036
11:28000001-28500000	11	28000001	28500000	1.032	1.09	1.009	1.116
11:28500001-29000000	11	28500001	29000000	1.009	1.009	1.035	0.933
11:29000001-29500000	11	29000001	29500000	0.98	1.056	0.973	0.95
11:29500001-30000000	11	29500001	30000000	1.026	0.943	0.991	0.988
11:30000001-30500000	11	30000001	30500000	1	1.033	0.953	1.032
11:30500001-31000000	11	30500001	31000000	1.005	0.983	1.086	0.997
11:31000001-31500000	11	31000001	31500000	0.978	0.943	0.967	1.089
