feature	chromosome	start	end	SLX-17922.D709tp_D508tp.HC22GBBXY.s_6.r_1	SLX-17922.D710tp_D503tp.HC22GBBXY.s_6.r_1	SLX-17922.D710tp_D506tp.HC22GBBXY.s_6.r_1
7:126000001-126500000	7	126000001	126500000	0.934	1.034	0.893
7:126500001-127000000	7	126500001	127000000	1.053	0.96	0.971
7:127000001-127500000	7	127000001	127500000	1.077	1.092	0.951
7:127500001-128000000	7	127500001	128000000	0.935	0.957	0.958
7:128000001-128500000	7	128000001	128500000	1.015	0.966	0.974
7:129000001-129500000	7	129000001	129500000	0.924	1.061	1
7:129500001-130000000	7	129500001	130000000	1.005	0.95	0.962
7:130500001-131000000	7	130500001	131000000	0.997	1.077	1.056
7:131000001-131500000	7	131000001	131500000	0.976	0.991	0.999
7:131500001-132000000	7	131500001	132000000	1.127	1.084	1.11
7:132000001-132500000	7	132000001	132500000	1.028	0.943	0.926
7:132500001-133000000	7	132500001	133000000	0.99	1.033	0.958
7:133000001-133500000	7	133000001	133500000	0.983	0.982	1.014
7:133500001-134000000	7	133500001	134000000	0.886	0.912	1.029
7:134000001-134500000	7	134000001	134500000	1.036	0.974	0.928
7:134500001-135000000	7	134500001	135000000	0.877	0.913	0.985
7:135000001-135500000	7	135000001	135500000	0.974	1.015	0.884
7:135500001-136000000	7	135500001	136000000	0.91	0.985	0.897
7:136000001-136500000	7	136000001	136500000	1.12	1.074	1.016
7:136500001-137000000	7	136500001	137000000	0.964	1.107	0.961
7:137000001-137500000	7	137000001	137500000	1.1	1.103	0.988
7:137500001-138000000	7	137500001	138000000	0.873	1.062	1.032
7:138000001-138500000	7	138000001	138500000	0.923	0.912	0.946
7:138500001-139000000	7	138500001	139000000	1.031	1.027	1.058
7:139000001-139500000	7	139000001	139500000	0.953	0.991	0.915
7:139500001-140000000	7	139500001	140000000	0.863	1.005	0.919
7:140000001-140500000	7	140000001	140500000	1.059	1.004	0.945
7:140500001-141000000	7	140500001	141000000	0.893	0.993	1.007
7:142000001-142500000	7	142000001	142500000	0.848	0.944	0.987
7:144500001-145000000	7	144500001	145000000	0.898	0.991	0.983
7:145000001-145500000	7	145000001	145500000	1.063	0.937	0.928
7:146000001-146500000	7	146000001	146500000	1.112	1.161	0.956
7:146500001-147000000	7	146500001	147000000	0.995	1.044	1.085
7:147000001-147500000	7	147000001	147500000	1.057	0.974	0.992
7:147500001-148000000	7	147500001	148000000	0.988	0.929	0.987
7:148000001-148500000	7	148000001	148500000	0.894	1.023	1.039
7:148500001-149000000	7	148500001	149000000	1.04	0.936	1.049
7:149000001-149500000	7	149000001	149500000	0.961	1.038	0.945
7:150500001-151000000	7	150500001	151000000	1.078	1.133	1.028
7:151000001-151500000	7	151000001	151500000	0.869	1.016	0.883
7:151500001-152000000	7	151500001	152000000	0.896	0.948	0.926
7:153000001-153500000	7	153000001	153500000	1.013	1.177	1.078
7:154500001-155000000	7	154500001	155000000	0.91	1.101	1.048
7:155000001-155500000	7	155000001	155500000	0.946	0.903	0.912
7:155500001-156000000	7	155500001	156000000	0.944	0.954	0.984
7:156000001-156500000	7	156000001	156500000	0.957	0.985	0.951
7:156500001-157000000	7	156500001	157000000	0.908	1.057	0.998
7:157000001-157500000	7	157000001	157500000	1.008	0.968	0.908
7:157500001-158000000	7	157500001	158000000	0.998	0.999	1.099
7:158000001-158500000	7	158000001	158500000	0.972	0.973	1.041
7:158500001-159000000	7	158500001	159000000	0.919	0.969	1.02
8:1000001-1500000	8	1000001	1500000	0.96	1.003	1.099
8:1500001-2000000	8	1500001	2000000	1.09	0.983	1.01
8:2500001-3000000	8	2500001	3000000	1.046	0.968	1.004
8:3000001-3500000	8	3000001	3500000	1.065	1.038	0.922
8:3500001-4000000	8	3500001	4000000	0.863	0.936	0.87
8:4000001-4500000	8	4000001	4500000	0.983	0.917	0.89
8:4500001-5000000	8	4500001	5000000	0.926	0.949	0.897
8:5000001-5500000	8	5000001	5500000	0.958	0.96	0.958
8:5500001-6000000	8	5500001	6000000	1.037	1.03	0.915
8:6000001-6500000	8	6000001	6500000	0.978	0.919	1.05
8:6500001-7000000	8	6500001	7000000	0.853	1	0.94
8:8500001-9000000	8	8500001	9000000	0.994	0.904	0.946
8:9000001-9500000	8	9000001	9500000	0.943	0.901	0.979
8:9500001-10000000	8	9500001	10000000	1.024	0.957	1.015
8:10000001-10500000	8	10000001	10500000	0.877	1.08	0.929
8:10500001-11000000	8	10500001	11000000	1.028	0.793	0.962
8:11000001-11500000	8	11000001	11500000	1.008	1.035	1.002
8:11500001-12000000	8	11500001	12000000	0.961	0.846	0.971
8:13500001-14000000	8	13500001	14000000	0.919	0.996	1.046
8:14000001-14500000	8	14000001	14500000	1.017	1.04	0.953
8:14500001-15000000	8	14500001	15000000	1.067	1.011	1.002
8:15000001-15500000	8	15000001	15500000	0.971	0.962	0.846
8:15500001-16000000	8	15500001	16000000	0.952	0.91	0.937
8:16500001-17000000	8	16500001	17000000	1.045	1.031	0.989
8:17000001-17500000	8	17000001	17500000	1.041	0.843	0.976
8:17500001-18000000	8	17500001	18000000	0.981	0.886	0.961
8:18000001-18500000	8	18000001	18500000	0.886	0.851	0.909
8:19000001-19500000	8	19000001	19500000	1.029	0.9	0.898
8:19500001-20000000	8	19500001	20000000	0.968	0.977	0.968
8:20000001-20500000	8	20000001	20500000	0.937	1.034	0.976
8:21000001-21500000	8	21000001	21500000	1	1.075	1.113
8:21500001-22000000	8	21500001	22000000	0.888	0.99	0.998
8:22000001-22500000	8	22000001	22500000	0.875	0.894	0.87
8:22500001-23000000	8	22500001	23000000	0.932	0.889	0.93
8:23000001-23500000	8	23000001	23500000	0.864	1.023	0.898
8:23500001-24000000	8	23500001	24000000	0.973	1.016	1.003
8:24000001-24500000	8	24000001	24500000	1.039	1.112	1.077
8:24500001-25000000	8	24500001	25000000	1.084	1.049	1.092
8:25000001-25500000	8	25000001	25500000	0.978	0.909	0.864
8:25500001-26000000	8	25500001	26000000	1.04	0.991	0.974
8:26000001-26500000	8	26000001	26500000	0.912	0.881	0.983
8:26500001-27000000	8	26500001	27000000	0.988	0.906	0.925
8:27000001-27500000	8	27000001	27500000	0.956	1.014	0.93
8:27500001-28000000	8	27500001	28000000	1.086	1.009	1.053
8:28000001-28500000	8	28000001	28500000	0.934	0.884	0.927
8:28500001-29000000	8	28500001	29000000	1.001	1	0.967
8:29000001-29500000	8	29000001	29500000	0.874	1.046	0.967
8:29500001-30000000	8	29500001	30000000	0.954	1.021	0.939
8:30000001-30500000	8	30000001	30500000	0.917	0.997	0.931
8:30500001-31000000	8	30500001	31000000	0.91	0.877	0.994
8:31000001-31500000	8	31000001	31500000	0.958	0.953	1.015
8:31500001-32000000	8	31500001	32000000	0.932	1.014	1.022
8:32000001-32500000	8	32000001	32500000	1.02	1.056	0.964
8:33500001-34000000	8	33500001	34000000	0.988	1.051	1.002
8:34000001-34500000	8	34000001	34500000	0.967	0.984	0.974
8:34500001-35000000	8	34500001	35000000	0.949	1.06	0.945
8:35000001-35500000	8	35000001	35500000	0.997	1.013	1.006
8:35500001-36000000	8	35500001	36000000	0.922	0.9	0.959
8:36500001-37000000	8	36500001	37000000	0.976	0.881	0.967
8:37000001-37500000	8	37000001	37500000	1.004	0.989	1.04
8:37500001-38000000	8	37500001	38000000	1.038	0.94	0.974
8:38000001-38500000	8	38000001	38500000	0.985	0.844	0.978
8:38500001-39000000	8	38500001	39000000	0.939	1.021	0.999
8:39000001-39500000	8	39000001	39500000	0.93	0.937	0.805
8:39500001-40000000	8	39500001	40000000	1.002	0.959	0.961
8:40500001-41000000	8	40500001	41000000	1.019	1.068	0.984
8:41000001-41500000	8	41000001	41500000	0.957	0.992	1.026
8:41500001-42000000	8	41500001	42000000	0.981	1.018	0.909
8:42000001-42500000	8	42000001	42500000	1.009	0.89	0.935
8:42500001-43000000	8	42500001	43000000	0.95	0.867	0.986
8:47000001-47500000	8	47000001	47500000	1.029	1.098	1.156
8:47500001-48000000	8	47500001	48000000	0.922	0.972	0.966
8:48000001-48500000	8	48000001	48500000	1.048	1.116	1.098
8:48500001-49000000	8	48500001	49000000	1.088	1.131	1.139
8:49000001-49500000	8	49000001	49500000	0.952	1.045	1.01
8:49500001-50000000	8	49500001	50000000	1.083	0.881	0.961
8:50000001-50500000	8	50000001	50500000	1.009	1.065	1.021
8:51000001-51500000	8	51000001	51500000	0.912	0.881	1.025
8:51500001-52000000	8	51500001	52000000	0.939	0.991	0.95
8:52000001-52500000	8	52000001	52500000	0.978	1.094	0.954
8:52500001-53000000	8	52500001	53000000	0.944	1.027	0.939
8:53000001-53500000	8	53000001	53500000	0.966	1.021	1.015
8:53500001-54000000	8	53500001	54000000	1.009	0.952	0.923
8:54000001-54500000	8	54000001	54500000	0.904	1.036	0.989
8:54500001-55000000	8	54500001	55000000	1.114	1.086	1.049
8:55000001-55500000	8	55000001	55500000	1.028	1.072	1.073
8:55500001-56000000	8	55500001	56000000	0.942	1.077	0.946
8:56000001-56500000	8	56000001	56500000	0.976	1.04	1.037
8:57000001-57500000	8	57000001	57500000	1.052	0.983	1.063
8:57500001-58000000	8	57500001	58000000	0.947	0.949	1.042
8:58000001-58500000	8	58000001	58500000	0.968	1.012	0.962
8:58500001-59000000	8	58500001	59000000	1.012	1.057	0.961
8:59000001-59500000	8	59000001	59500000	1.047	1.047	0.975
8:59500001-60000000	8	59500001	60000000	0.935	1.023	1.051
8:60000001-60500000	8	60000001	60500000	1.136	1.044	0.974
8:60500001-61000000	8	60500001	61000000	0.934	0.992	0.897
8:61500001-62000000	8	61500001	62000000	1.043	1.027	0.991
8:62000001-62500000	8	62000001	62500000	0.982	1.094	1.046
8:62500001-63000000	8	62500001	63000000	0.974	0.938	1
8:63000001-63500000	8	63000001	63500000	0.973	0.978	0.996
8:63500001-64000000	8	63500001	64000000	1.068	1.022	0.913
8:64000001-64500000	8	64000001	64500000	1.057	1.156	1.015
8:64500001-65000000	8	64500001	65000000	1.001	1.048	1.045
8:65000001-65500000	8	65000001	65500000	1.105	1.032	1.028
8:65500001-66000000	8	65500001	66000000	1.025	1.104	1.017
8:66000001-66500000	8	66000001	66500000	1.025	0.972	1.028
8:66500001-67000000	8	66500001	67000000	0.786	0.9	0.917
8:67000001-67500000	8	67000001	67500000	0.941	1.098	1.016
8:68000001-68500000	8	68000001	68500000	1.037	0.97	0.941
8:68500001-69000000	8	68500001	69000000	0.941	0.912	0.989
8:69500001-70000000	8	69500001	70000000	1.079	1.084	0.964
8:70000001-70500000	8	70000001	70500000	0.896	0.899	1.02
8:70500001-71000000	8	70500001	71000000	0.948	1.018	0.905
8:71000001-71500000	8	71000001	71500000	1.023	1.022	1.046
8:71500001-72000000	8	71500001	72000000	1.165	1.048	1.157
8:72000001-72500000	8	72000001	72500000	1.012	1	1.007
8:73000001-73500000	8	73000001	73500000	0.956	1.047	1.034
8:73500001-74000000	8	73500001	74000000	0.962	0.865	1.008
8:74000001-74500000	8	74000001	74500000	1.073	1.018	1.12
8:75000001-75500000	8	75000001	75500000	1.064	1.1	0.981
8:75500001-76000000	8	75500001	76000000	0.902	1.088	0.955
8:77000001-77500000	8	77000001	77500000	1.035	0.974	1.003
8:77500001-78000000	8	77500001	78000000	1.011	0.995	0.919
8:78000001-78500000	8	78000001	78500000	1.102	0.939	0.968
8:78500001-79000000	8	78500001	79000000	0.975	1.063	0.979
8:79000001-79500000	8	79000001	79500000	1.077	1.056	1.006
8:79500001-80000000	8	79500001	80000000	1.045	1.095	1.08
8:80000001-80500000	8	80000001	80500000	0.891	0.913	1.006
8:80500001-81000000	8	80500001	81000000	1.09	1.028	0.961
8:81000001-81500000	8	81000001	81500000	0.993	1.065	0.985
8:81500001-82000000	8	81500001	82000000	1.064	0.956	1.073
8:82000001-82500000	8	82000001	82500000	0.96	0.909	1.063
8:82500001-83000000	8	82500001	83000000	1.046	0.992	0.929
8:83000001-83500000	8	83000001	83500000	1.132	1.017	1.046
8:83500001-84000000	8	83500001	84000000	0.987	0.996	1.032
8:84000001-84500000	8	84000001	84500000	1.099	0.915	0.927
8:84500001-85000000	8	84500001	85000000	1.101	1.053	1.008
8:85000001-85500000	8	85000001	85500000	1.107	0.998	0.994
8:86000001-86500000	8	86000001	86500000	1	0.88	0.936
8:86500001-87000000	8	86500001	87000000	0.944	1.031	0.987
8:87000001-87500000	8	87000001	87500000	1.107	1.101	0.907
8:87500001-88000000	8	87500001	88000000	1.049	0.908	1.03
8:88000001-88500000	8	88000001	88500000	1.022	1.102	0.959
8:88500001-89000000	8	88500001	89000000	1.017	0.942	0.969
8:89000001-89500000	8	89000001	89500000	0.972	1.045	1.033
8:89500001-90000000	8	89500001	90000000	1.033	1.045	0.929
8:90000001-90500000	8	90000001	90500000	1.003	0.891	1.089
8:90500001-91000000	8	90500001	91000000	1.077	0.971	0.915
8:91000001-91500000	8	91000001	91500000	1.086	1.017	1.021
8:91500001-92000000	8	91500001	92000000	1.122	0.955	1.118
8:92000001-92500000	8	92000001	92500000	0.986	1.077	0.998
8:92500001-93000000	8	92500001	93000000	0.981	1.074	1.038
8:93000001-93500000	8	93000001	93500000	1.033	1.015	1.045
8:93500001-94000000	8	93500001	94000000	1.033	1.074	0.976
8:94000001-94500000	8	94000001	94500000	1.004	0.985	1.001
8:94500001-95000000	8	94500001	95000000	0.957	0.926	0.966
8:95000001-95500000	8	95000001	95500000	0.947	1.024	1.047
8:95500001-96000000	8	95500001	96000000	0.966	0.954	1.036
8:96000001-96500000	8	96000001	96500000	1.064	1.1	1.02
8:96500001-97000000	8	96500001	97000000	1.02	0.926	1.098
8:97000001-97500000	8	97000001	97500000	1.022	1.144	1.039
8:98000001-98500000	8	98000001	98500000	0.963	0.99	0.978
8:98500001-99000000	8	98500001	99000000	1.041	0.957	1.044
8:99500001-100000000	8	99500001	100000000	1.061	1.054	1.087
8:100000001-100500000	8	100000001	100500000	1.014	0.956	1.019
8:100500001-101000000	8	100500001	101000000	0.919	1.057	0.921
8:101000001-101500000	8	101000001	101500000	0.942	0.978	0.994
8:101500001-102000000	8	101500001	102000000	1.038	1.097	0.948
8:102000001-102500000	8	102000001	102500000	0.933	0.963	1.053
8:103500001-104000000	8	103500001	104000000	0.896	0.934	0.985
8:104000001-104500000	8	104000001	104500000	0.963	0.938	1.012
8:104500001-105000000	8	104500001	105000000	0.98	1.049	1.006
8:105000001-105500000	8	105000001	105500000	0.994	1.084	0.978
8:105500001-106000000	8	105500001	106000000	1.081	0.961	1.14
8:106000001-106500000	8	106000001	106500000	0.988	0.941	1.031
8:106500001-107000000	8	106500001	107000000	1.174	0.913	1.061
8:107000001-107500000	8	107000001	107500000	1.068	0.976	0.989
8:107500001-108000000	8	107500001	108000000	0.995	0.981	1.084
8:108000001-108500000	8	108000001	108500000	1.136	0.988	1.085
8:109000001-109500000	8	109000001	109500000	0.899	1.05	1.099
8:109500001-110000000	8	109500001	110000000	1.016	1.029	1.02
8:110000001-110500000	8	110000001	110500000	0.954	0.997	1.037
8:111500001-112000000	8	111500001	112000000	0.981	0.987	1.035
8:112000001-112500000	8	112000001	112500000	1.04	1.052	1.009
8:112500001-113000000	8	112500001	113000000	1.082	0.951	1.027
8:113000001-113500000	8	113000001	113500000	1.159	1.08	0.963
8:113500001-114000000	8	113500001	114000000	1.032	1.058	1.014
8:114000001-114500000	8	114000001	114500000	1.073	1.114	0.986
8:114500001-115000000	8	114500001	115000000	1.06	0.979	1.067
8:115000001-115500000	8	115000001	115500000	1.014	0.923	0.981
8:115500001-116000000	8	115500001	116000000	0.928	1.065	0.981
8:116000001-116500000	8	116000001	116500000	1.127	0.993	0.95
8:116500001-117000000	8	116500001	117000000	1.025	0.981	0.964
8:117000001-117500000	8	117000001	117500000	0.934	1.046	1.049
8:117500001-118000000	8	117500001	118000000	1.02	1.015	1.038
8:118000001-118500000	8	118000001	118500000	1.101	0.96	1.046
8:118500001-119000000	8	118500001	119000000	1	1.031	0.975
8:119000001-119500000	8	119000001	119500000	1.06	0.929	1.065
8:119500001-120000000	8	119500001	120000000	1.049	0.99	1.073
8:120500001-121000000	8	120500001	121000000	0.926	1.051	0.98
8:121000001-121500000	8	121000001	121500000	1.09	1.083	1.14
8:121500001-122000000	8	121500001	122000000	1.066	1.024	1.106
8:122000001-122500000	8	122000001	122500000	0.993	0.942	1.091
8:122500001-123000000	8	122500001	123000000	0.972	1.046	0.998
8:123000001-123500000	8	123000001	123500000	0.897	0.845	0.839
8:123500001-124000000	8	123500001	124000000	1.087	0.903	1.037
8:124000001-124500000	8	124000001	124500000	1.001	1.056	1.007
8:124500001-125000000	8	124500001	125000000	0.891	0.881	1.038
8:125000001-125500000	8	125000001	125500000	0.963	0.994	0.977
8:125500001-126000000	8	125500001	126000000	1.022	0.997	0.997
8:126000001-126500000	8	126000001	126500000	0.988	1.013	0.974
8:126500001-127000000	8	126500001	127000000	1.042	1.07	0.977
8:128000001-128500000	8	128000001	128500000	1.138	1.008	1.015
8:128500001-129000000	8	128500001	129000000	0.983	1.157	1.216
8:129000001-129500000	8	129000001	129500000	1.123	0.99	1.109
8:129500001-130000000	8	129500001	130000000	1.043	0.961	0.974
8:130000001-130500000	8	130000001	130500000	0.85	0.96	0.942
8:130500001-131000000	8	130500001	131000000	1.055	1.019	1.026
8:131000001-131500000	8	131000001	131500000	0.919	0.969	1.036
8:131500001-132000000	8	131500001	132000000	1.012	1.05	1.038
8:132000001-132500000	8	132000001	132500000	0.957	0.993	1.045
8:132500001-133000000	8	132500001	133000000	1.071	1.03	1.011
8:133000001-133500000	8	133000001	133500000	0.965	0.985	0.942
8:134000001-134500000	8	134000001	134500000	1.001	1.057	1.06
8:134500001-135000000	8	134500001	135000000	0.995	1.073	0.963
8:135000001-135500000	8	135000001	135500000	1.083	0.975	1.038
8:135500001-136000000	8	135500001	136000000	1.007	0.98	1.061
8:136000001-136500000	8	136000001	136500000	0.88	1.016	1.027
8:136500001-137000000	8	136500001	137000000	0.946	0.762	0.996
8:137000001-137500000	8	137000001	137500000	1.089	1.031	0.989
8:137500001-138000000	8	137500001	138000000	0.951	0.966	1.027
8:138000001-138500000	8	138000001	138500000	1.107	1.094	1.059
8:138500001-139000000	8	138500001	139000000	0.932	1.046	1.074
8:139000001-139500000	8	139000001	139500000	1.072	0.926	1.051
8:139500001-140000000	8	139500001	140000000	0.963	0.997	0.947
8:140000001-140500000	8	140000001	140500000	0.923	0.94	0.989
8:140500001-141000000	8	140500001	141000000	0.884	0.92	0.916
8:141000001-141500000	8	141000001	141500000	0.949	0.939	0.93
8:141500001-142000000	8	141500001	142000000	1.101	0.982	0.974
8:142000001-142500000	8	142000001	142500000	1.047	1.012	1.026
8:142500001-143000000	8	142500001	143000000	1.055	1.003	1.083
8:143000001-143500000	8	143000001	143500000	1.018	0.966	0.982
8:143500001-144000000	8	143500001	144000000	0.904	1.025	1.042
8:144000001-144500000	8	144000001	144500000	0.974	1.087	0.926
8:144500001-145000000	8	144500001	145000000	0.988	0.914	1.003
9:500001-1000000	9	500001	1000000	0.952	0.937	1.118
9:1000001-1500000	9	1000001	1500000	1.011	0.948	1.002
9:1500001-2000000	9	1500001	2000000	1.009	0.952	0.969
9:2000001-2500000	9	2000001	2500000	0.96	1.034	1.017
9:2500001-3000000	9	2500001	3000000	1.002	1.05	1.003
9:3000001-3500000	9	3000001	3500000	0.886	0.967	0.961
9:3500001-4000000	9	3500001	4000000	0.995	0.926	1.018
9:4000001-4500000	9	4000001	4500000	0.987	1.017	0.992
9:4500001-5000000	9	4500001	5000000	1.045	0.98	0.939
9:5500001-6000000	9	5500001	6000000	0.962	1.025	0.927
9:6000001-6500000	9	6000001	6500000	1.113	1.014	0.956
9:6500001-7000000	9	6500001	7000000	0.829	0.997	0.989
9:7000001-7500000	9	7000001	7500000	0.916	1.05	1.008
9:7500001-8000000	9	7500001	8000000	0.962	1.026	1.054
9:8000001-8500000	9	8000001	8500000	1.069	0.996	1.038
9:8500001-9000000	9	8500001	9000000	0.947	0.989	1.039
9:9000001-9500000	9	9000001	9500000	0.858	0.881	0.895
9:10000001-10500000	9	10000001	10500000	0.977	0.985	0.976
9:10500001-11000000	9	10500001	11000000	0.895	1.177	1.039
9:11000001-11500000	9	11000001	11500000	0.822	1.008	0.871
9:11500001-12000000	9	11500001	12000000	1.127	1.041	1.065
9:12000001-12500000	9	12000001	12500000	0.963	1.034	1.003
9:12500001-13000000	9	12500001	13000000	0.972	1.017	0.94
9:13000001-13500000	9	13000001	13500000	1.009	0.965	1.077
9:13500001-14000000	9	13500001	14000000	0.99	0.946	0.986
9:14000001-14500000	9	14000001	14500000	0.984	0.906	0.999
9:14500001-15000000	9	14500001	15000000	1.071	1.005	1.072
9:15000001-15500000	9	15000001	15500000	0.923	1.155	1.009
9:16000001-16500000	9	16000001	16500000	1.122	1.085	0.992
9:16500001-17000000	9	16500001	17000000	0.935	0.966	0.984
9:17000001-17500000	9	17000001	17500000	1.065	1	1.053
9:17500001-18000000	9	17500001	18000000	1.111	1.064	0.979
9:18500001-19000000	9	18500001	19000000	0.973	1.104	1.01
9:19000001-19500000	9	19000001	19500000	1.033	1.074	0.938
9:19500001-20000000	9	19500001	20000000	1.095	0.967	1.059
9:20000001-20500000	9	20000001	20500000	1.105	0.984	1.051
9:20500001-21000000	9	20500001	21000000	0.991	1.026	0.971
9:21000001-21500000	9	21000001	21500000	1.001	1.069	1.041
9:21500001-22000000	9	21500001	22000000	0.949	1.038	0.959
9:22000001-22500000	9	22000001	22500000	0.951	0.941	1.053
9:22500001-23000000	9	22500001	23000000	1.01	0.905	1.021
9:23000001-23500000	9	23000001	23500000	1.016	0.961	0.895
9:23500001-24000000	9	23500001	24000000	1.011	0.955	0.945
9:24000001-24500000	9	24000001	24500000	0.989	1.127	1.014
9:24500001-25000000	9	24500001	25000000	0.922	1.012	0.949
9:25000001-25500000	9	25000001	25500000	0.919	0.974	1.02
9:25500001-26000000	9	25500001	26000000	1	1.014	0.981
9:26000001-26500000	9	26000001	26500000	0.912	0.949	0.999
9:26500001-27000000	9	26500001	27000000	0.979	0.935	0.987
9:27000001-27500000	9	27000001	27500000	0.935	1.115	1.024
9:27500001-28000000	9	27500001	28000000	0.976	1	1.031
9:28000001-28500000	9	28000001	28500000	0.925	1.126	1.098
9:28500001-29000000	9	28500001	29000000	1.009	0.951	1.045
9:29000001-29500000	9	29000001	29500000	1.029	1.076	0.997
9:29500001-30000000	9	29500001	30000000	0.981	0.961	1.009
9:30000001-30500000	9	30000001	30500000	0.895	0.903	0.99
9:30500001-31000000	9	30500001	31000000	0.98	0.988	0.961
9:31500001-32000000	9	31500001	32000000	1.042	1.053	1.031
9:32000001-32500000	9	32000001	32500000	1.007	1.004	0.958
9:32500001-33000000	9	32500001	33000000	1.06	1.052	1.022
9:33000001-33500000	9	33000001	33500000	1.045	1.033	1.024
9:34000001-34500000	9	34000001	34500000	1.031	1.058	0.937
9:35000001-35500000	9	35000001	35500000	1.02	0.966	0.988
9:35500001-36000000	9	35500001	36000000	0.965	1.02	0.907
9:36500001-37000000	9	36500001	37000000	1.014	1.02	1.035
9:37000001-37500000	9	37000001	37500000	0.929	0.981	0.97
9:37500001-38000000	9	37500001	38000000	1.199	0.939	0.914
9:38000001-38500000	9	38000001	38500000	0.978	1.121	0.98
9:68500001-69000000	9	68500001	69000000	0.983	0.984	0.995
9:69000001-69500000	9	69000001	69500000	1.034	0.942	1.015
9:69500001-70000000	9	69500001	70000000	1.014	0.992	0.997
9:70000001-70500000	9	70000001	70500000	0.999	1.112	0.981
9:70500001-71000000	9	70500001	71000000	0.967	1.003	1.014
9:71000001-71500000	9	71000001	71500000	1.081	0.984	1.066
9:71500001-72000000	9	71500001	72000000	0.936	0.915	1.023
9:72000001-72500000	9	72000001	72500000	0.936	1.004	1.047
9:73000001-73500000	9	73000001	73500000	0.927	0.923	1.054
9:73500001-74000000	9	73500001	74000000	0.979	0.962	1.067
9:74000001-74500000	9	74000001	74500000	1.034	0.951	0.978
9:74500001-75000000	9	74500001	75000000	1.011	0.91	0.954
9:75000001-75500000	9	75000001	75500000	0.923	0.918	0.951
9:75500001-76000000	9	75500001	76000000	1.084	0.962	0.968
9:76000001-76500000	9	76000001	76500000	0.959	0.973	1.068
9:76500001-77000000	9	76500001	77000000	0.964	1.033	0.957
9:77000001-77500000	9	77000001	77500000	0.917	0.946	0.989
9:77500001-78000000	9	77500001	78000000	1.028	0.936	1.056
9:78000001-78500000	9	78000001	78500000	1.159	0.981	1.098
9:79000001-79500000	9	79000001	79500000	1.05	0.95	1.061
9:80000001-80500000	9	80000001	80500000	0.974	0.878	0.909
9:81000001-81500000	9	81000001	81500000	1.001	1.053	0.976
9:82500001-83000000	9	82500001	83000000	1.07	1.065	1.092
9:83000001-83500000	9	83000001	83500000	1.076	0.929	1.022
9:83500001-84000000	9	83500001	84000000	0.93	0.968	0.929
9:84000001-84500000	9	84000001	84500000	0.981	1.051	1.076
9:84500001-85000000	9	84500001	85000000	1.011	0.978	0.965
9:85000001-85500000	9	85000001	85500000	1.068	1.027	1.019
9:85500001-86000000	9	85500001	86000000	0.872	0.999	1.072
9:86000001-86500000	9	86000001	86500000	0.956	0.912	1.081
9:86500001-87000000	9	86500001	87000000	1.002	0.949	1.031
9:87000001-87500000	9	87000001	87500000	0.958	1.111	0.996
9:87500001-88000000	9	87500001	88000000	1.056	1.058	1.029
9:88000001-88500000	9	88000001	88500000	1.038	1.13	1.091
9:88500001-89000000	9	88500001	89000000	1.097	1.044	1.022
9:89000001-89500000	9	89000001	89500000	0.939	0.993	0.961
9:89500001-90000000	9	89500001	90000000	1.012	1.028	1.044
9:90000001-90500000	9	90000001	90500000	1.018	1.098	1.013
9:90500001-91000000	9	90500001	91000000	1.024	1.161	1.032
9:91000001-91500000	9	91000001	91500000	1.12	0.889	0.991
9:91500001-92000000	9	91500001	92000000	1.064	1.012	0.981
9:93000001-93500000	9	93000001	93500000	0.972	0.82	0.93
9:93500001-94000000	9	93500001	94000000	0.892	0.887	0.952
9:94500001-95000000	9	94500001	95000000	1.163	0.992	1.033
9:95000001-95500000	9	95000001	95500000	0.985	1.009	0.863
9:96000001-96500000	9	96000001	96500000	0.97	1.112	1.046
9:97500001-98000000	9	97500001	98000000	1.091	1.02	0.947
9:98000001-98500000	9	98000001	98500000	0.993	0.934	0.983
9:98500001-99000000	9	98500001	99000000	1.05	1.043	0.998
9:99000001-99500000	9	99000001	99500000	0.996	0.955	1.016
9:99500001-100000000	9	99500001	100000000	0.969	1.026	0.968
9:100000001-100500000	9	100000001	100500000	0.947	0.999	0.917
9:100500001-101000000	9	100500001	101000000	1.087	1.184	0.999
9:101000001-101500000	9	101000001	101500000	1.044	0.998	0.969
9:101500001-102000000	9	101500001	102000000	0.999	0.955	1.07
9:102000001-102500000	9	102000001	102500000	1.054	0.838	1.025
9:102500001-103000000	9	102500001	103000000	1.077	0.95	1.061
9:103000001-103500000	9	103000001	103500000	1.085	1.063	0.919
9:103500001-104000000	9	103500001	104000000	0.878	0.945	0.97
9:104000001-104500000	9	104000001	104500000	0.943	0.904	0.932
9:104500001-105000000	9	104500001	105000000	0.993	1.015	1.031
9:105000001-105500000	9	105000001	105500000	1.05	0.963	1.011
9:105500001-106000000	9	105500001	106000000	1.151	1.138	1.079
9:106000001-106500000	9	106000001	106500000	1.084	1.092	1.122
9:106500001-107000000	9	106500001	107000000	1.106	1.114	1.134
9:107000001-107500000	9	107000001	107500000	1.023	0.938	0.973
9:107500001-108000000	9	107500001	108000000	1.111	1.079	1
9:108000001-108500000	9	108000001	108500000	0.999	1.015	1.052
9:108500001-109000000	9	108500001	109000000	1.091	1.035	1.027
9:109000001-109500000	9	109000001	109500000	0.88	1.032	0.965
